UID,supporters,url,local_names,slug,name,parent,acronym,involvement,description,country.name,country.slug,country
tajik-aluminium-company-talco-and-its-impact-on-neighboorhood-districts-in-uzbekistan,,https://www.hatch.com/,,hatch-consulting,Hatch Consulting,,,Some documents were signed between S&P and TALCO,"This Canadian consulting company is one of core developed and largest employer company whose business areas are Sustainable Business, Urban Solutions & Smart Cities, Innovations in Mining, Water Development, Energy,  and Technology.",Canada,canada,
san-mateo-de-huanchor-peru,,,,inter-american-commission-on-human-rights,Inter-American Commission on Human Rights,,,,,,,
recognition-of-indigenous-lands-raposa-serra-do-sol-brazil,,,,inter-american-commission-on-human-rights6,Inter- American Commission on Human Rights ,,,,,,,
arcelormittals-iron-ore-mining-liberia,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
atlantico-sul-shipyard-pernambuco-brazil,,,,atradius-dsb,Atradius DSB,,,,Dutch state's export credit agency.,Netherlands,netherlands,
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,,http://www.ebrd.com/pages/homepage.shtml,,european-bank-for-reconstruction-and-development-ebrd,European Bank for Reconstruction and Development,,EBRD,In 2005 approved a 25 million euros loan to ArcelorMittal for improving its production. ,"The European Bank for Reconstruction and Development Is a multilateral development bank owned by 64 countries, the European Union and the European Investment Bank. It is the largest financial investor  from central Europe to central Asia and the southern and eastern Mediterranean.",,,
the-highway-orte-mestre-a-project-with-high-environmental-impact,,http://www.gruppocarige.it/grp/,,carige-bank,Carige Bank,,,,,Italy,italy,
the-highway-orte-mestre-a-project-with-high-environmental-impact,,http://www.efibanca.it/default.php,,efibanca,Efibanca,,,,,Italy,italy,
daule-peripa-hydropower-dam-ecuador,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
daule-peripa-hydropower-dam-ecuador,,http://www.caf.com/es,,corporacion-andina-de-fomento,Corporación Andina de Fomento,,CAF,,,Venezuela,venezuela,
daule-peripa-hydropower-dam-ecuador,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
daule-peripa-hydropower-dam-ecuador,,,,italian-development-funds,Italian Development Funds,,,,,Italy,italy,
deep-sea-mining-rejection-in-vancouver,,https://www.isa.org.jm,,international-seabed-authority,International Seabed Authority,,ISA,,"The ISA is an intergovernmental body based in Kingston, Jamaica, that was established to organize, regulate and control all mineral-related activities in the international seabed area beyond the limits of national jurisdiction, an area underlying most of the world’s oceans. It is an organization established by the Law of the Sea Convention.",Jamaica,jamaica,
shrimp-farming-bangladesh,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
shrimp-farming-bangladesh,,http://www.fao.org,,food-and-agricultural-organisation,Food and Agricultural Organisation,,FAO,,,,,
shrimp-farming-bangladesh,,http://www.adb.org/,,asian-development-bank,Asian Development Bank,,ADB,,"The ADB is a regional development banking, funding development projects in Asian countries",,,
shrimp-farming-bangladesh,,http://www.undp.org/content/undp/en/home.html,,united-nations-development-programme,United Nations Development Programme,,UNDP,,"Involved in integrated conservation and development project, as a donor, as listed in the Project Details section.",United States of America ,united-states-of-america,
baku-tbilisi-ceyhan-pipeline,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
baku-tbilisi-ceyhan-pipeline,,http://www.ebrd.com/pages/homepage.shtml,,european-bank-for-reconstruction-and-development-ebrd,European Bank for Reconstruction and Development,,EBRD,,"The European Bank for Reconstruction and Development Is a multilateral development bank owned by 64 countries, the European Union and the European Investment Bank. It is the largest financial investor  from central Europe to central Asia and the southern and eastern Mediterranean.",,,
baku-tbilisi-ceyhan-pipeline,,,,corporacion-financiera-internacional,Corporación financiera Internacional,,CFI,,,,,
north-weymouth-natural-gas-compressor,,https://www.usbank.com/index.html,,us-bank-national-association,US Bank National Association,,,,"The 5th largest financial services holding company in the United States, and one of the top-ranked commercial banks.",United States of America ,united-states-of-america,
north-weymouth-natural-gas-compressor,,http://www.db.com/,,deutsche-bank,Deutsche Bank,,DB,,A large German banking and finance corporation.,Germany,germany,
north-weymouth-natural-gas-compressor,,wellsfargo.com,,wells-fargo,Wells Fargo,,WFC,,Multinational banking and financial services holding company based out of San Francisco. One of the Big Four Banks of the U.S.,United States of America ,united-states-of-america,
gran-inga-hydropower-project-on-congo-river-drc,,https://www.escamp.lk/,,the-world-bank,The	World Bank	,,"ESCAMP ,WB",,The World Bank is an international financial institution that provides loans troug ESCAMP project to build a road in rain forest,United States of America ,united-states-of-america,
gran-inga-hydropower-project-on-congo-river-drc,,http://www.usaid.gov/,,united-states-agency-for-international-development-usaid,United States Agency for International Development (USAID)  ,,USAID,,"an independent agency of the U.S. federal government that is primarily responsible for administering civilian foreign aid and development assistance. With a budget of over $27 billion, USAID is one of the largest official aid agencies in the world and accounts for more than half of all U.S. foreign assistance—the highest in the world in absolute dollar terms.",United States of America ,united-states-of-america,
gran-inga-hydropower-project-on-congo-river-drc,,https://www.afdb.org/en,,african-development-bank,African Development Bank,,AfDB,,The African Development Bank is a multilateral development finance institution. ] Its mission is to fight poverty and improve living conditions on the continent through promoting the investment of public and private capital in projects and programs that are likely to contribute to the economic and social development of the region.,,,
gran-inga-hydropower-project-on-congo-river-drc,,,,french-development-agency,French Development Agency,,AFD,,,France,france,
gran-inga-hydropower-project-on-congo-river-drc,,http://www.eib.org,,european-investment-bank,European Investment Bank,,EIB,,,,,
gran-inga-hydropower-project-on-congo-river-drc,,https://www.dbsa.org/EN/Pages/default.aspx,,development-bank-of-south-africa,Development Bank of South Africa,,DBSA,,The Development Bank of Southern Africa (DBSA) was established in 1983 to perform a broad economic development function within the homeland constitutional dispensation that prevailed at the time.,South Africa,south-africa,
bafokeng-platinum-mine-south-africa,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
bafokeng-platinum-mine-south-africa,,  http://www.imf.org/external/index.htm,,fondo-monetario-internacional,International Monetary Fund,,FMI,,"El Fondo Monetario Internacional o FMI (en inglés: International Monetary Fund) es una institución internacional que en la actualidad reúne a 188 países, y cuyo papel, según sus estatutos, es «fomentar la cooperación monetaria internacional; facilitar la expansión y el crecimiento equilibrado del comercio internacional; fomentar la estabilidad cambiaria; contribuir a establecer un sistema multilateral de pagos para las transacciones corrientes entre los países miembros y eliminar las restricciones cambiarias que dificulten la expansión del comercio mundial; infundir confianza a los países miembros poniendo a su disposición temporalmente y con las garantías adecuadas los recursos del Fondo, dándoles así oportunidad de que corrijan los desequilibrios de sus balanzas de pagos sin recurrir a medidas perniciosas para la prosperidad nacional o internacional, para acortar la duración y aminorar el desequilibrio de sus balanzas de pagos».1 Su sede se encuentra en Washington, la capital de Estados Unidos",,,
paramo-de-santurban-colombia,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
paramo-de-santurban-colombia,,  http://www.imf.org/external/index.htm,,fondo-monetario-internacional,International Monetary Fund,,FMI,,"El Fondo Monetario Internacional o FMI (en inglés: International Monetary Fund) es una institución internacional que en la actualidad reúne a 188 países, y cuyo papel, según sus estatutos, es «fomentar la cooperación monetaria internacional; facilitar la expansión y el crecimiento equilibrado del comercio internacional; fomentar la estabilidad cambiaria; contribuir a establecer un sistema multilateral de pagos para las transacciones corrientes entre los países miembros y eliminar las restricciones cambiarias que dificulten la expansión del comercio mundial; infundir confianza a los países miembros poniendo a su disposición temporalmente y con las garantías adecuadas los recursos del Fondo, dándoles así oportunidad de que corrijan los desequilibrios de sus balanzas de pagos sin recurrir a medidas perniciosas para la prosperidad nacional o internacional, para acortar la duración y aminorar el desequilibrio de sus balanzas de pagos».1 Su sede se encuentra en Washington, la capital de Estados Unidos",,,
glencore-katanga-mining-ltd-in-the-democratic-republic-of-congo-drc,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
glencore-katanga-mining-ltd-in-the-democratic-republic-of-congo-drc,,,,oficina-del-alto-comisionado-de-las-naciones-unidas-para-los-derechos-humanos-oacnudh,Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos (OACNUDH),,,,,,,
glencore-katanga-mining-ltd-in-the-democratic-republic-of-congo-drc,,  http://www.imf.org/external/index.htm,,fondo-monetario-internacional,International Monetary Fund,,FMI,,"El Fondo Monetario Internacional o FMI (en inglés: International Monetary Fund) es una institución internacional que en la actualidad reúne a 188 países, y cuyo papel, según sus estatutos, es «fomentar la cooperación monetaria internacional; facilitar la expansión y el crecimiento equilibrado del comercio internacional; fomentar la estabilidad cambiaria; contribuir a establecer un sistema multilateral de pagos para las transacciones corrientes entre los países miembros y eliminar las restricciones cambiarias que dificulten la expansión del comercio mundial; infundir confianza a los países miembros poniendo a su disposición temporalmente y con las garantías adecuadas los recursos del Fondo, dándoles así oportunidad de que corrijan los desequilibrios de sus balanzas de pagos sin recurrir a medidas perniciosas para la prosperidad nacional o internacional, para acortar la duración y aminorar el desequilibrio de sus balanzas de pagos».1 Su sede se encuentra en Washington, la capital de Estados Unidos",,,
offshore-oil-and-gas-exploration-guyana,,https://www.worldbank.org/en/home,,world-bank100,World Bank,,WB,,"The Asia Sustainable and Alternative Energy Program (ASTAE), which is a trust fund program, financed a grant for the World Bank team in preparing the groundwork to develop its own lending to the Pavagada Solar Park and a similar project elsewhere in India. ASTAE support has been crucial in allowing the Bank to develop templates for required financial management and procurement actions, as well as the environmental and social screening actions that all solar parks will have to follow if they wish to be sustainable and well managed. It has also helped the World Bank communicate international best practices to the Indian team gearing to implement the solar park.",,,
daewo-blocks-only-source-of-natural-water-in-okordia-clan,,,,unknown,Unknown,,,,no se ha definido el tipo de financiamiento,,,
georgetowns-garbage-woes-and-small-attempts-to-include-waste-pickers-guyana,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
300m-radioactive-waste-from-soviet-times-in-taboshar-tajikistan,,http://www.ebrd.com/pages/homepage.shtml,,european-bank-for-reconstruction-and-development-ebrd,European Bank for Reconstruction and Development,,EBRD,,"The European Bank for Reconstruction and Development Is a multilateral development bank owned by 64 countries, the European Union and the European Investment Bank. It is the largest financial investor  from central Europe to central Asia and the southern and eastern Mediterranean.",,,
soda-ash-mining-in-lake-natron-tanzania,,,,corporacion-financiera-internacional,Corporación financiera Internacional,,CFI,,,,,
resistance-to-soy-monoculture-expansion-in-colonia-barbero-san-pedro,,http://www.responsiblesoy.org/,,roundtable-on-responsible-soy,Roundtable on Responsible Soy,,RTRS,,"Multi-stakeholder initiatives which says to bring together the main actors involved along the soy value chain and to promote responsible production, processing and trading of soy on a global level",,,
the-bridge-over-the-strait-of-messina,,http://europa.eu/index_en.htm,,european-union,European Union,,EU,,Politico-economic union of 28 member states that are primarily located in Europe.,,,
safi-power-station-protests,,,,bank-of-japan,Bank of Japan,,,,,Japan,japan,
safi-power-station-protests,,,,bmce-bank,BMCE Bank,,,,,Morocco,morocco,
safi-power-station-protests,,,,attijariwafa-bank,Attijariwafa Bank,,,,,Morocco,morocco,
safi-power-station-protests,,,,attijariwafa-bank,Attijariwafa Bank,,,,,Morocco,morocco,
tourism-development-versus-nature-conservation-conflict-in-wadi-el-gemal-protected-area-along-the-egyptian-red-sea,,https://www.iucn.org/,,iucn,International Union for the Conservation of Nature,,IUCN ,,"The International Union for Conservation of Nature (IUCN) is a membership Union uniquely composed of both government and civil society organisations. It provides public, private and non-governmental organisations with the knowledge and tools that enable human progress, economic development and nature conservation to take place together.",,,
hidroelectrica-cachuela-esperanza-en-el-rio-beni-bolivia,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
barra-grande-dam-on-river-pelotas-brazil,,http://www.bndes.gov.br/,,banco-nacional-de-desenvolvimento-economico-e-social,Banco Nacional de Desenvolvimento Econômico e Social ,,BNDES,Financer,"The Brazilian Development Bank (BNDES) is the main financing agent for development in Brazil. Since its foundation, in 1952, the BNDES has played a fundamental role in stimulating the expansion of industry and infrastructure in the country. Over the course of the Bank’s history, its operations have evolved in accordance with the Brazilian socio-economic challenges, and now they include support for exports, technological innovation, sustainable socio-environmental development and the modernization of public administration.",Brazil,brazil,
rogun-dam-tajikistan,,https://www.escamp.lk/,,the-world-bank,The	World Bank	,,"ESCAMP ,WB",,The World Bank is an international financial institution that provides loans troug ESCAMP project to build a road in rain forest,United States of America ,united-states-of-america,
lafarge-limestonemining-Meghalaya,,http://www.adb.org/,,asian-development-bank,Asian Development Bank,,ADB,,"The ADB is a regional development banking, funding development projects in Asian countries",,,
lafarge-limestonemining-Meghalaya,,,,international-finance-corporation-of-world-bank, International Finance Corporation (of World Bank),,IFC,,Private finance branch of the World Bank,United States of America ,united-states-of-america,
chinese-industrial-fishing-fleet-in-ghana,,http://www.fao.org,,food-and-agricultural-organisation,Food and Agricultural Organisation,,FAO,,,,,
chinese-industrial-fishing-fleet-in-ghana,,https://www.escamp.lk/,,the-world-bank,The	World Bank	,,"ESCAMP ,WB",,The World Bank is an international financial institution that provides loans troug ESCAMP project to build a road in rain forest,United States of America ,united-states-of-america,
industrial-complex-porto-acu,,https://www.bndes.gov.br/wps/portal/site/home,,bndes,Banco Nacional de Desenvolvimento Econômico e Social,,BNDES,,"Banco Nacional de Desarrollo, Brasil",Brazil,brazil,
ecopark-satellite-city-project-hanoi-vietnam,,https://www.vietcombank.com.vn/,,vietcombank,Vietcombank,,,"banking, finance, investment",,Vietnam,vietnam,
norocholai-coal-power-station,,http://english.eximbank.gov.cn/en/,,the-export-import-bank-of-china,Export-Import Bank of China,,EXIM Bank of China,financier,"Founded in 1994, the Export-Import Bank of China is a state bank solely owned by the Chinese government and under the direct leadership of the State Council.",China,china,
gori-kori-nuclear-plant-1-south-korea,,,,international-atomic-energy-agency,International Atomic Energy Agency,,IAEA,,,,,
a51-highway-extension-trieves-france,,http://www.eib.org,,european-investment-bank,European Investment Bank,,EIB,,,,,
nile-basin-reforestation-project-uganda,,,,world-bank-biocarbon-fund,World Bank BioCarbon fund,,,,,,,
nile-basin-reforestation-project-uganda,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
nile-basin-reforestation-project-uganda,,,,world-bank-carbon-finance-scheme,World Bank Carbon Finance Scheme,,,,,,,
nile-basin-reforestation-project-uganda,,,,clean-development-mechanism-executive-board,Clean Development Mechanism Executive Board,,CDM Executive Board,,,,,
nile-basin-reforestation-project-uganda,,https://cdm.unfccc.int/about/index.html,,united-nations-framework-convention-on-climate-change,United Nations Framework Convention on Climate Change/CDM,,UNFCC,,"With 196 Parties, the United Nations Framework Convention on Climate Change (UNFCCC) has near universal membership and is the parent treaty of the 1997 Kyoto Protocol. The Kyoto Protocol has been ratified by 192 of the UNFCCC Parties. 
            The ultimate objective of both treaties is to stabilize greenhouse gas concentrations in the atmosphere at a level that will prevent dangerous human interference with the climate system.
            The CDM allows emission-reduction projects in developing countries to earn certified emission reduction (CER) credits, each equivalent to one tonne of CO2. These CERs can be traded and sold, and used by industrialized countries to a meet a part of their emission reduction targets under the Kyoto Protocol.
            The mechanism stimulates sustainable development and emission reductions, while giving industrialized countries some flexibility in how they meet their emission reduction limitation targets.
            The CDM is the main source of income for the UNFCCC Adaptation Fund, which was established to finance adaptation projects and programmes in developing country Parties to the Kyoto Protocol that are particularly vulnerable to the adverse effects of climate change. The Adaptation Fund is financed by a 2% levy on CERs issued by the CDM.",,,
nile-basin-reforestation-project-uganda,,"http://web.worldbank.org/WBSITE/EXTERNAL/EXTABOUTUS/EXTIBRD/0,,menuPK:3046081~pagePK:64168427~piPK:64168435~theSitePK:3046012,00.html",,international-bank-for-reconstruction-and-development,International Bank For Reconstruction And Development,,IBRD,It operates as the Trustee for the  BioCarbon Fund,,,,
dirty-and-dangerous-shipbreaking-in-gadani,,https://www.ilo.org,,international-labour-organization,International Labour Organization,,ILO,,"The International Labour Organization (ILO) is devoted to promoting social justice and internationally recognized human and labour rights, pursuing its founding mission that social justice is essential to universal and lasting peace.
Only tripartite U.N. agency, the ILO brings together governments, employers and workers representatives of 187 member States , to set labour standards, develop policies and devise programmes promoting decent work for all women and men.
Today, the ILO's Decent Work agenda  helps advance the economic and working conditions that give all workers, employers and governments a stake in lasting peace, prosperity and progress.",Switzerland,switzerland,
dirty-and-dangerous-shipbreaking-in-gadani,,http://www.unep.org/,,unep,United Nations Environment Programme,,UNEP,,,,,
dirty-and-dangerous-shipbreaking-in-gadani,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
dirty-and-dangerous-shipbreaking-in-gadani,,https://www.imo.org/en/,,international-maritime-organization,International Maritime Organization,,IMO,,"IMO is the UN Specialized Agency competent to regulate matters regarding the safety and security of navigation, the prevention of marine pollution",,,
dirty-and-dangerous-shipbreaking-in-gadani,,,,secretariat-of-the-basel-convention,Secretariat of the Basel Convention,,,,,,,
afrodita-dorato-condorcanqui-peru,,www.un.org,,united-nations-human-rights-council,United Nations Human Rights Council,,UN,,,United States of America ,united-states-of-america,
afrodita-dorato-condorcanqui-peru,,,,un-special-rapporteur-on-the-rights-of-indigenous-peoples,UN Special Rapporteur on the rights of indigenous peoples,,,,,,,
sakhalin-1-and-2-oil-and-gas-development-projects,,www.ebrd.com,,ebrd,The European Bank for Reconstruction and Development ,,EBRD,,The Bank is an investor in GV Gold. Activists and ecologists demanded that in 2011 it pressurise GV Gold to stop work on the Chudnoe deposit. [11],,,
enchroachment-on-mau-forests-complex-kenya,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
enchroachment-on-mau-forests-complex-kenya,,,,us-agency-for-international-development,US Agency for International Development,,USAID,,,,,
antarctic-ocean-sanctuary-argentine-chile-and-the-uk-antarctica,,,,commission-for-the-conservation-of-antarctic-marine-living-resources-ccamlr,Commission for the Conservation of Antarctic Marine Living Resources (CCAMLR),,,,,,,
indonesia-morowali-industrial-park-imip1,,http://www.cdb.com.cn/english/,,china-development-bank,China Development Bank,,CDB,,,China,china,
indonesia-morowali-industrial-park-imip1,,http://www.boc.cn/en/,,bank-of-china,Bank of China,,BOC,,The Bank of China (BOC; Chinese: 中国银行) is a Chinese national commercial bank headquartered in Beijing and the fourth largest bank in the world.,China,china,
indonesia-morowali-industrial-park-imip1,,http://english.eximbank.gov.cn/en/,,the-export-import-bank-of-china,Export-Import Bank of China,,EXIM Bank of China,,"Founded in 1994, the Export-Import Bank of China is a state bank solely owned by the Chinese government and under the direct leadership of the State Council.",China,china,
indonesia-morowali-industrial-park-imip1,,,,hsbc,HSBC,,banking,,,"Hong Kong SAR, China",hong-kong-sar-china,
indonesia-morowali-industrial-park-imip1,,,,reed-international,Reed International,,,Shareholder (24%) of PT Sulawesi Mining Investment,"Reed International Ltd. is a special purpose investment vehicle, fully owned and controlled by China-ASEAN Investment Cooperation Fund (‘CAF’). As mentioned in the 2017 annual report of IMIP, ‘Reed International Limited is a special investment company of China-ASEAN Investment Cooperation Fund set up for investment of the SMI project’. According to publicly available information, CAF is a USD-denominated offshore quasi-sovereign equity fund. It is owned and sponsored by several State-Owned Banks and other Chinese financial institutions (such as the ExportImport Bank of China (’EXIM Bank’) and a China's sovereign wealth fund, China Investment Corporation (‘CIC’), together representing more than 76 % of the shares in CAF).",China,china,
indonesia-morowali-industrial-park-imip1,,http://www.china-asean-fund.com/,,china-asean-investment-cooperation-fund,China-ASEAN Investment Cooperation Fund,,CAF,"Owner of Reed International, shareholder (24%) of PT SMI","China-ASEAN Investment Cooperation Fund (""CAF"") is a USD-denominated offshore quasi-sovereign equity fund sponsored by the Export-Import Bank of China (“EXIM Bank”), among other institutional investors, under the direction of the PRC State Council and approved by the National Development and Reform Commission. The fund targets investment opportunities in infrastructure, energy and natural resources in the ASEAN countries. CAF specializes in sustainable investments that not only bring financial growth to the investee company but also significant values to the community. The establishment of CAF was led by EXIM Bank and approved by the PRC State Council. It was formally announced by the Chinese Premier Wen Jiabao in 2009, and further approved by the National Development and Reform Commission in 2013. Operating with a high level of integrity and international best practices, the Fund's investment professionals pursue strategic opportunities that require growth capital to generate superior returns for its investors. CAF provides capital supports to the outstanding enterprises in both China and the ASEAN region and enhance value for the sponsors. The fund is aiming to become one of the most reputable and best-performing private equity funds in the region.",China,china,
cochabamba-water-war-bolivia,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
cochabamba-water-war-bolivia,,https://icsid.worldbank.org/apps/ICSIDWEB/Pages/default.aspx,,international-centre-for-settlement-of-investment-disputes,International Centre for Settlement of Investment Disputes,,ICSID,,"The International Centre for Settlement of Investment Disputes (ICSID) is an international arbitration institution which facilitates legal dispute resolution and conciliation between international investors. The ICSID is a member of the World Bank Group, from which it receives funding, and is headquartered in Washington, D.C., in the United States. It was established in 1966 as an autonomous, multilateral specialized institution to encourage international flow of investment and mitigate non-commercial risks by a treaty drafted by the International Bank for Reconstruction and Development's executive directors and signed by member countries. As of 2012 there were 158 member countries contracting with and governing the ICSID. Contracting member states agree to enforce and uphold arbitral awards in accordance with the ICSID Convention. The center performs advisory activities and maintains several publications. [Wikipedia]",United States of America ,united-states-of-america,
minera-aguilar-amenaza-humahuaca-argentina,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
minera-aguilar-amenaza-humahuaca-argentina,,,,corporacion-financiera-internacional,Corporación financiera Internacional,,CFI,,,,,
israeli-stone-quarrying-in-the-occupied-palestinian-territory,,,,united-nations-general-assembly,United Nations General Assembly,,UN,,,,,
tourism-vs-fishery-xcalak-quintana-roo,,http://www.wwf.org.pe/,,wwf,WWF,,,,Acting here as financial and management intermediary,Mexico,mexico,
tata-mundra-ultra-mega-power-project-gujarat-india,,https://www.koreaexim.go.kr/site/main/index002,,export-import-bank-of-korea,Export-Import Bank of Korea (KEXIM),,KEXIM,,,Republic of Korea,republic-of-korea,
tata-mundra-ultra-mega-power-project-gujarat-india,,,,korea-export-insurance-corporation,Korea Export Insurance Corporation,,,,,Republic of Korea,republic-of-korea,
tata-mundra-ultra-mega-power-project-gujarat-india,,http://www.adb.org/,,asian-development-bank,Asian Development Bank,,ADB,,"The ADB is a regional development banking, funding development projects in Asian countries",,,
tata-mundra-ultra-mega-power-project-gujarat-india,,http://www.bnpparibas.com/,,bnp-paribas,BNP Paribas,,BNP,,,France,france,
tata-mundra-ultra-mega-power-project-gujarat-india,,,,state-bank-of-india,State Bank of India,,,,,India,india,
tata-mundra-ultra-mega-power-project-gujarat-india,,,,india-infrastructure-finance-company-ltd,India Infrastructure Finance Company Ltd.,,,,,India,india,
tata-mundra-ultra-mega-power-project-gujarat-india,,,,housing-and-urban-development-corporation-ltd,Housing and Urban Development Corporation Ltd.,,,,,India,india,
tata-mundra-ultra-mega-power-project-gujarat-india,,,,oriental-bank-of-commerce,Oriental Bank of Commerce,,,,,India,india,
tata-mundra-ultra-mega-power-project-gujarat-india,,,,vijaya-bank,Vijaya Bank,,,,,India,india,
tata-mundra-ultra-mega-power-project-gujarat-india,,,,state-bank-of-bikaner-and-jaipur,State Bank of Bikaner and Jaipur,,,,,India,india,
tata-mundra-ultra-mega-power-project-gujarat-india,,,,state-bank-of-hyderabad,State Bank of Hyderabad,,,,,India,india,
tata-mundra-ultra-mega-power-project-gujarat-india,,,,state-bank-of-travancore,State Bank of Travancore,,,,,India,india,
tata-mundra-ultra-mega-power-project-gujarat-india,,,,state-bank-of-indore,State Bank of Indore,,,,,India,india,
tata-mundra-ultra-mega-power-project-gujarat-india,,,,corporacion-financiera-internacional,Corporación financiera Internacional,,CFI,,,,,
coltan-parque-nacional-puinawai-colombia,,www.un.org,,united-nations-human-rights-council,United Nations Human Rights Council,,UN,,,United States of America ,united-states-of-america,
laguna-de-llancanelo-mendoza-actividad-petrolera-en-areas-naturales-protegidas,,https://www.ramsar.org/,,ramsar-convention,Ramsar convention,,,,,,,
monsanto-gm-crops-egypt,,,,us-agency-for-international-development,US Agency for International Development,,USAID,,,,,
tipaimukh-dam-india,,,,world-commission-on-dams,World Commission on Dams,,WCD,,,,,
avenue-royale-casablanca-morocco,,https://www.finances.gov.ma/fr/Pages/Investissement.aspx?m=NOS%20METIERS,,hassan-ii-fund-for-economic-and-social-development,Hassan II fund for economic and social development,,,Funder,"The Hassan II fund for economic and social developments grants financial aid in investment projects for certain industrial sectors. These contributions are capped at 15% of the total investment cost and to 30 million Dh.

",Morocco,morocco,
agip-endless-spills-in-emago-kugbo-edema-and-otuabagi-nigeria,,,,era-foen,ERA/FOEN,,,,,,,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,www.home.barclays,,barclays52,Barclays ,,BARC,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),British multinational bank and financial services corporation.,United Kingdom,united-kingdom,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,www.jpmorganchase.com/,,jp-morgan-chase-co,JP Morgan Chase,,JPM,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),"Largest bank in the United States, 6th largest bank in the world by total assets. One of the Big Four U.S. banks.",United States of America ,united-states-of-america,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,www.citi.com,,citibank35,Citibank,,C,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),Consumer division for American multinational investment banking and financial services corporation Citigroup Inc. One of the Big Four U.S. banks.,United States of America ,united-states-of-america,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,http://www.bk.mufg.jp/global/,,bank-of-tokyo-mitsubishi-ufj,The Bank of Tokyo Mitsubishi UFJ,,MUFG,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),"Largest bank in Japan, eighth largest in the world according to Bloomberg. Serves as the core retail, corporate, and investment banking arm of the Mitsubishi UFJ Financial Group.",Japan,japan,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,http://www.db.com/,,deutsche-bank,Deutsche Bank,,DB,,A large German banking and finance corporation.,Germany,germany,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,www.mizuhobank.com,,mizuho-corporate-bank,Mizuho Bank,,MFG,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),Integrated retail and corporate banking unit of Mizuho Financial Group. One of three Japanese megabanks.,Japan,japan,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,wellsfargo.com,,wells-fargo,Wells Fargo,,WFC,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),Multinational banking and financial services holding company based out of San Francisco. One of the Big Four Banks of the U.S.,United States of America ,united-states-of-america,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,www.credit-suisse.com,,credit-suisse,Credit Suisse,,CS,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),Swiss multinational financial services corporation.,Switzerland,switzerland,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,http://www.smbc.co.jp/global/,,sumitomo-mitsui-banking-corporation,Sumitomo Mitsui Banking Corporation,,SMBC,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),Japanese multinational banking and financial services corporation. Second largest bank in Japan by assets.,Japan,japan,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,www.td.com,,toronto-dominion-bank55,Toronto-Dominion Bank,,TD,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),Canadian multinational banking and financial services corporation.  Largest bank in Canada by assets. ,Canada,canada,
