UID,global_production,price,slug,main_producers,name,type,id,description,products
nuclear-power-station-in-doel,,,electricity,,Electricity,,15.0,,
nuclear-power-station-in-doel,,,uranium,,Uranium,,42.0,,
oil-spill-at-ojobo-community-nigeria,,,crude-oil,,Crude oil,,12.0,,
oil-spill-at-ojobo-community-nigeria,,,other,,Other,,57.0,,
preston-new-road-fracking-site-aka-little-plumptons,,,natural-gas,,Natural Gas,,29.0,,
shale-gas-and-fracking-denmark,,,natural-gas,,Natural Gas,,29.0,,
residents-protest-against-foul-air-in-weiyuan-county-sichuan-china,,,other,,Other,,57.0,,
residents-protest-against-foul-air-in-weiyuan-county-sichuan-china,,,coal,,Coal,,7.0,,
proyecto-inmobiliario-bosques-del-paraiso-en-san-francisco-magu-mexico,,,land,,Land,,23.0,,
illegal-animal-traficking-iraq,,,other,,Other,,57.0,,
contaminacion-de-rio-por-proyecto-minero-el-cofre-peru,,,silver,,Silver,,38.0,,
meinungdam-yellow-butterfly-valley-stopped-taiwan,,,water,,Water,,45.0,,
casa-pueblo,,,copper,,Copper,,9.0,,
casa-pueblo,,,gold,,Gold,,20.0,,
ohrid-prespa-urbanization-drive,,,tourism-services,,Tourism services,,54.0,,
shell-brazil-basf-pesticide-plant-brazil,,,other,,Other,,57.0,,
shell-brazil-basf-pesticide-plant-brazil,,,pesticides,,Pesticides,,51.0,,
mafasir-yattas-water-pipelines-cut-by-israeli-occupation-forces-palestine,,,land,,Land,,23.0,,
mafasir-yattas-water-pipelines-cut-by-israeli-occupation-forces-palestine,,,water,,Water,,45.0,,
kashang-hydroelectricity-project,,,land,,Land,,23.0,,
kashang-hydroelectricity-project,,,carbon-offsets,,Carbon offsets,,4.0,,
kashang-hydroelectricity-project,,,electricity,,Electricity,,15.0,,
kashang-hydroelectricity-project,,,water,,Water,,45.0,,
maraglla-tunnel-project,,,land,,Land,,23.0,,
ecoamerica-sac-failed-agriculture-project-in-san-martin-peru,,,other,,Other,,57.0,,
ecoamerica-sac-failed-agriculture-project-in-san-martin-peru,,,land,,Land,,23.0,,
ecoamerica-sac-failed-agriculture-project-in-san-martin-peru,,,live-animals,,Live Animals,,26.0,,
ecoamerica-sac-failed-agriculture-project-in-san-martin-peru,,,timber,,Timber,,53.0,,
deadly-land-grabbing-in-hacienda-dolores-porac-pampanga-philippines,,,land,,Land,,23.0,,
jiasa-river-hydropower-station-dam-threatens-green-peafowls-yunnan-china,,,land,,Land,,23.0,,
jiasa-river-hydropower-station-dam-threatens-green-peafowls-yunnan-china,,,electricity,,Electricity,,15.0,,
jiasa-river-hydropower-station-dam-threatens-green-peafowls-yunnan-china,,,water,,Water,,45.0,,
sakatti-mine,,,copper,,Copper,,9.0,,
sakatti-mine,,,other,,Other,,57.0,,
sakatti-mine,,,gold,,Gold,,20.0,,
datang-coal-to-gas-project-in-hexigten-banner-inner-mongolia-china,,,coal,,Coal,,7.0,,
datang-coal-to-gas-project-in-hexigten-banner-inner-mongolia-china,,,water,,Water,,45.0,,
kun-long-dam-on-the-salween-river-myanmar,,,land,,Land,,23.0,,
kun-long-dam-on-the-salween-river-myanmar,,,electricity,,Electricity,,15.0,,
kun-long-dam-on-the-salween-river-myanmar,,,water,,Water,,45.0,,
artisanal-and-small-scale-gold-mining,,,gold,,Gold,,20.0,,
artisanal-and-small-scale-gold-mining,,,land,,Land,,23.0,,
artisanal-and-small-scale-gold-mining,,,water,,Water,,45.0,,
artisanal-and-small-scale-gold-mining,,,silver,,Silver,,38.0,,
grassroots-seed-conservation-movement-in-greece,,,other,,Other,,57.0,,
grassroots-seed-conservation-movement-in-greece,,,wheat,,Wheat,,43.0,,
jharia-coalfield-fire-india,,,other,,Other,,57.0,,
jharia-coalfield-fire-india,,,coal,,Coal,,7.0,,
jarch-management-land-deal-in-mayom-county-south-sudan,,,other,,Other,,57.0,,
jarch-management-land-deal-in-mayom-county-south-sudan,,,land,,Land,,23.0,,
jarch-management-land-deal-in-mayom-county-south-sudan,,,fruits-and-vegetables,,Fruits and Vegetables,,19.0,,
jarch-management-land-deal-in-mayom-county-south-sudan,,,corn-maize,,Corn/Maize,,10.0,,
us-capital-energy-drilling-in-sarstoon-temash-national-park,,,crude-oil,,Crude oil,,12.0,,
amayapampa-y-capasirca-masacre-bolivia,,,other,,Other,,57.0,,
amayapampa-y-capasirca-masacre-bolivia,,,gold,,Gold,,20.0,,
instalacion-de-una-embotelladora-de-agua-mineral-en-el-valle-del-corneja,,,water,,Water,,45.0,,
suarez-cauca-colombia,,,other,,Other,,57.0,,
suarez-cauca-colombia,,,gold,,Gold,,20.0,,
waste-water-collection-and-treatment-project-proposed-on-the-site-of-the-banlozi-roma-settlement-bosnia-and-herzegovina,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
waste-water-collection-and-treatment-project-proposed-on-the-site-of-the-banlozi-roma-settlement-bosnia-and-herzegovina,,,land,,Land,,23.0,,
waste-water-collection-and-treatment-project-proposed-on-the-site-of-the-banlozi-roma-settlement-bosnia-and-herzegovina,,,water,,Water,,45.0,,
cattenom-nuclear-reactor-france,,,electricity,,Electricity,,15.0,,
cattenom-nuclear-reactor-france,,,uranium,,Uranium,,42.0,,
henan-xinxiang-hongda-paper-industry-co-ltd-causing-water-pollution-china,,,other,,Other,,57.0,,
henan-xinxiang-hongda-paper-industry-co-ltd-causing-water-pollution-china,,,manufactured-products,,Manufactured Products,,27.0,,
henan-xinxiang-hongda-paper-industry-co-ltd-causing-water-pollution-china,,,water,,Water,,45.0,,
cerro-paramo-de-miraflores-colombia,,,crude-oil,,Crude oil,,12.0,,
cerro-paramo-de-miraflores-colombia,,,other,,Other,,57.0,,
cerro-paramo-de-miraflores-colombia,,,land,,Land,,23.0,,
east-side-coastal-resiliency-project-in-the-lower-east-side-new-york-usa,,,ecosystem-services,,Ecosystem Services,,56.0,,
east-side-coastal-resiliency-project-in-the-lower-east-side-new-york-usa,,,land,,Land,,23.0,,
east-side-coastal-resiliency-project-in-the-lower-east-side-new-york-usa,,,natural-gas,,Natural Gas,,29.0,,
east-side-coastal-resiliency-project-in-the-lower-east-side-new-york-usa,,,electricity,,Electricity,,15.0,,
ganaderia-y-siembra-de-arroz-amenazan-la-laguna-matusagarati-darien-panama,,,palm-oil,,Palm oil,,30.0,,
ganaderia-y-siembra-de-arroz-amenazan-la-laguna-matusagarati-darien-panama,,,land,,Land,,23.0,,
ganaderia-y-siembra-de-arroz-amenazan-la-laguna-matusagarati-darien-panama,,,water,,Water,,45.0,,
ganaderia-y-siembra-de-arroz-amenazan-la-laguna-matusagarati-darien-panama,,,rice,,Rice,,34.0,,
pak-lay-dam,,,land,,Land,,23.0,,
pak-lay-dam,,,electricity,,Electricity,,15.0,,
pak-lay-dam,,,water,,Water,,45.0,,
baglihar-hydroelectric-power-project-india,,,other,,Other,,57.0,,
baglihar-hydroelectric-power-project-india,,,electricity,,Electricity,,15.0,,
baglihar-hydroelectric-power-project-india,,,water,,Water,,45.0,,
karama-dam-jordan,,,water,,Water,,45.0,,
dirty-and-dangerous-shipbreaking-in-alang,,,industrial-waste,,Industrial waste,,49.0,,
dirty-and-dangerous-shipbreaking-in-alang,,,recycled-metals,,Recycled Metals,,33.0,,
dirty-and-dangerous-shipbreaking-in-alang,,,asbestos,,Asbestos,,2.0,,
dirty-and-dangerous-shipbreaking-in-alang,,,steel,,Steel,,40.0,,
quirimbas-community-carbon-project-mozambique,,,other,,Other,,57.0,,
quirimbas-community-carbon-project-mozambique,,,carbon-offsets,,Carbon offsets,,4.0,,
electrosteel-plant-in-siyaljori-jharkhand-india,,,land,,Land,,23.0,,
electrosteel-plant-in-siyaljori-jharkhand-india,,,iron-ore,,Iron ore,,21.0,,
electrosteel-plant-in-siyaljori-jharkhand-india,,,coal,,Coal,,7.0,,
city-hall-hampers-the-activities-of-waste-pickers-cooperatives-in-sao-paulo-brazil,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
no-a-la-mineria-in-zacualpan-colimas,,,copper,,Copper,,9.0,,
no-a-la-mineria-in-zacualpan-colimas,,,gold,,Gold,,20.0,,
no-a-la-mineria-in-zacualpan-colimas,,,silver,,Silver,,38.0,,
kuokuang-petrochemical-technology-company-taiwan,,,crude-oil,,Crude oil,,12.0,,
kuokuang-petrochemical-technology-company-taiwan,,,other,,Other,,57.0,,
kuokuang-petrochemical-technology-company-taiwan,,,chemical-products,,Chemical products,,50.0,,
kuokuang-petrochemical-technology-company-taiwan,,,e-waste,,E-waste,,48.0,,
unequal-access-to-safe-drinking-water-in-san-joaquin-valley-usa,,,water,,Water,,45.0,,
michelin-rubber-plantations-nigeria,,,land,,Land,,23.0,,
michelin-rubber-plantations-nigeria,,,rubber,,Rubber,,35.0,,
shintech-pvc-plant-in-the-cancer-alley-usa,,,other,,Other,,57.0,,
shintech-pvc-plant-in-the-cancer-alley-usa,,,chemical-products,,Chemical products,,50.0,,
forest-rights-of-indigenous-people-in-junwani-village,,,land,,Land,,23.0,,
contaminacion-por-el-botadero-kara-kara-bolivia,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
contaminacion-por-el-botadero-kara-kara-bolivia,,,other,,Other,,57.0,,
nadzab-airport-redevelopment-project-narp-and-airport-city,,,land,,Land,,23.0,,
protest-surface-subsidence-and-house-cracking-caused-by-coal-mininghenanchina,,,land,,Land,,23.0,,
protest-surface-subsidence-and-house-cracking-caused-by-coal-mininghenanchina,,,coal,,Coal,,7.0,,
baiyinhua-no3-coal-mine-inner-mongolia-china,,,land,,Land,,23.0,,
baiyinhua-no3-coal-mine-inner-mongolia-china,,,coal,,Coal,,7.0,,
quiruvilca-peru,,,industrial-waste,,Industrial waste,,49.0,,
quiruvilca-peru,,,chemical-products,,Chemical products,,50.0,,
quiruvilca-peru,,,water,,Water,,45.0,,
quiruvilca-peru,,,silver,,Silver,,38.0,,
gripen-gas-oland-sweden,,,other,,Other,,57.0,,
gripen-gas-oland-sweden,,,natural-gas,,Natural Gas,,29.0,,
proyecto-hidroelectrico-el-cimarron-el-salvador,,,land,,Land,,23.0,,
proyecto-hidroelectrico-el-cimarron-el-salvador,,,carbon-offsets,,Carbon offsets,,4.0,,
proyecto-hidroelectrico-el-cimarron-el-salvador,,,electricity,,Electricity,,15.0,,
proyecto-hidroelectrico-el-cimarron-el-salvador,,,water,,Water,,45.0,,
bara-thermal-power-plant-allahabad-india,,,other,,Other,,57.0,,
bara-thermal-power-plant-allahabad-india,,,electricity,,Electricity,,15.0,,
bara-thermal-power-plant-allahabad-india,,,coal,,Coal,,7.0,,
pak-mun-hydropower-dam-thailand,,,other,,Other,,57.0,,
pak-mun-hydropower-dam-thailand,,,electricity,,Electricity,,15.0,,
pak-mun-hydropower-dam-thailand,,,water,,Water,,45.0,,
kediri-airport,,,tourism-services,,Tourism services,,54.0,,
kediri-airport,,,land,,Land,,23.0,,
port-expansion-in-la-punta-valencia-spain,,,other,,Other,,57.0,,
port-expansion-in-la-punta-valencia-spain,,,tourism-services,,Tourism services,,54.0,,
wackersdorf-nuclear-reprocessing-plantg-baviera-germany,,,other,,Other,,57.0,,
wackersdorf-nuclear-reprocessing-plantg-baviera-germany,,,uranium,,Uranium,,42.0,,
suzlon-energy-in-kutch-district,,,land,,Land,,23.0,,
suzlon-energy-in-kutch-district,,,electricity,,Electricity,,15.0,,
signing-of-cameco-areva-deal-with-english-river-first-nations-ignites-strong-opposition-from-members,,,land,,Land,,23.0,,
signing-of-cameco-areva-deal-with-english-river-first-nations-ignites-strong-opposition-from-members,,,uranium,,Uranium,,42.0,,
la-calanque-de-port-miou-and-the-solvay-company-marseille-france,,,other,,Other,,57.0,,
la-calanque-de-port-miou-and-the-solvay-company-marseille-france,,,sand-gravel,,"Sand, gravel",,36.0,,
inceneritore-di-rifiuti-urbani-con-recupero-di-energia-di-acerra,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
ile-doleron-off-shore-wind-mills-france,,,fish,,Fish,,18.0,,
ile-doleron-off-shore-wind-mills-france,,,electricity,,Electricity,,15.0,,
forced-eviction-from-nagarhole-national-park-karnataka-india,,,tourism-services,,Tourism services,,54.0,,
forced-eviction-from-nagarhole-national-park-karnataka-india,,,eucalyptus,,Eucalyptus,,17.0,,
forced-eviction-from-nagarhole-national-park-karnataka-india,,,land,,Land,,23.0,,
forced-eviction-from-nagarhole-national-park-karnataka-india,,,biological-resources,,Biological resources,,46.0,,
forced-eviction-from-nagarhole-national-park-karnataka-india,,,timber,,Timber,,53.0,,
el-quimbo-hydroelectric-project-colombia,,,land,,Land,,23.0,,
el-quimbo-hydroelectric-project-colombia,,,electricity,,Electricity,,15.0,,
el-quimbo-hydroelectric-project-colombia,,,water,,Water,,45.0,,
boral-basin-development-project,,,water,,Water,,45.0,,
hunter-valley-coal-new-south-wales,,,coal,,Coal,,7.0,,
thermal-power-plant-stanari,,,other,,Other,,57.0,,
thermal-power-plant-stanari,,,water,,Water,,45.0,,
rio-tabaconas-minera-las-palmeras-cajamarca,,,gold,,Gold,,20.0,,
ptpn-xiii-conflict-kalimantan-indonesia,,,palm-oil,,Palm oil,,30.0,,
feronia-inc,,,palm-oil,,Palm oil,,30.0,,
feronia-inc,,,land,,Land,,23.0,,
new-hampshires-granite-bridge-gas-pipeline-united-states,,,natural-gas,,Natural Gas,,29.0,,
new-hampshires-granite-bridge-gas-pipeline-united-states,,,electricity,,Electricity,,15.0,,
new-hampshires-granite-bridge-gas-pipeline-united-states,,,water,,Water,,45.0,,
controversial-coal-fired-power-plant-built-in-mcl-cement-plant-mon-state-myanmar,,,electricity,,Electricity,,15.0,,
controversial-coal-fired-power-plant-built-in-mcl-cement-plant-mon-state-myanmar,,,coal,,Coal,,7.0,,
controversial-coal-fired-power-plant-built-in-mcl-cement-plant-mon-state-myanmar,,,cement,,Cement,,55.0,,
oil-palm-monoculture-in-the-choco-colombia,,,palm-oil,,Palm oil,,30.0,,
oil-palm-monoculture-in-the-choco-colombia,,,land,,Land,,23.0,,
oil-palm-monoculture-in-the-choco-colombia,,,biological-resources,,Biological resources,,46.0,,
chimanimani-diamond-mining-zimbabwe,,,other,,Other,,57.0,,
chimanimani-diamond-mining-zimbabwe,,,gold,,Gold,,20.0,,
chimanimani-diamond-mining-zimbabwe,,,diamonds,,Diamonds,,14.0,,
mt-canatuan-gold-mine-on-subanon-ancestral-lands-western-mindanao-philippines,,,copper,,Copper,,9.0,,
mt-canatuan-gold-mine-on-subanon-ancestral-lands-western-mindanao-philippines,,,gold,,Gold,,20.0,,
mt-canatuan-gold-mine-on-subanon-ancestral-lands-western-mindanao-philippines,,,land,,Land,,23.0,,
mt-canatuan-gold-mine-on-subanon-ancestral-lands-western-mindanao-philippines,,,silver,,Silver,,38.0,,
desplazamiento-de-comunidad-de-montubios-ecuador,,,land,,Land,,23.0,,
colquijirca-el-brocal-peru,,,other,,Other,,57.0,,
colquijirca-el-brocal-peru,,,lead,,Lead,,24.0,,
colquijirca-el-brocal-peru,,,zinc,,Zinc,,44.0,,
colquijirca-el-brocal-peru,,,silver,,Silver,,38.0,,
coal-power-plant-in-lamu-kenya,,,electricity,,Electricity,,15.0,,
coal-power-plant-in-lamu-kenya,,,coal,,Coal,,7.0,,
coal-mining-accident-in-bergueda-catalonia-spain,,,coal,,Coal,,7.0,,
successful-protests-to-remain-a-shrimp-free-zone-in-polder-22-bangladesh,,,land,,Land,,23.0,,
successful-protests-to-remain-a-shrimp-free-zone-in-polder-22-bangladesh,,,shrimps,,Shrimps,,37.0,,
ashaninka-community-against-tawaya-cosmeticos,,,biological-resources,,Biological resources,,46.0,,
mekorot-and-the-opt-israel-palestine,,,water,,Water,,45.0,,
sugar-cane-cauca-valley-colombia,,,ethanol,,Ethanol,,16.0,,
sugar-cane-cauca-valley-colombia,,,land,,Land,,23.0,,
sugar-cane-cauca-valley-colombia,,,water,,Water,,45.0,,
sugar-cane-cauca-valley-colombia,,,sugar,,Sugar,,41.0,,
meja-thermal-power-plant-up-india,,,land,,Land,,23.0,,
meja-thermal-power-plant-up-india,,,electricity,,Electricity,,15.0,,
meja-thermal-power-plant-up-india,,,coal,,Coal,,7.0,,
luhri-hydro-project-on-sutlej-river-hp-india,,,land,,Land,,23.0,,
luhri-hydro-project-on-sutlej-river-hp-india,,,electricity,,Electricity,,15.0,,
luhri-hydro-project-on-sutlej-river-hp-india,,,water,,Water,,45.0,,
ixtacamaxtitlan-proyectosmineros-almaden,,,gold,,Gold,,20.0,,
ixtacamaxtitlan-proyectosmineros-almaden,,,silver,,Silver,,38.0,,
afectacion-de-los-pueblos-yekwana-y-sanema-por-mineria-ilegal-en-el-rio-caura,,,gold,,Gold,,20.0,,
estrazione-di-gas-sul-lago-di-bomba,,,natural-gas,,Natural Gas,,29.0,,
torata,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
torata,,,tourism-services,,Tourism services,,54.0,,
torata,,,fish,,Fish,,18.0,,
torata,,,live-animals,,Live Animals,,26.0,,
torata,,,water,,Water,,45.0,,
antapite-huancavelica-peru,,,other,,Other,,57.0,,
antapite-huancavelica-peru,,,gold,,Gold,,20.0,,
antapite-huancavelica-peru,,,silver,,Silver,,38.0,,
dow-plaquemines-la-usa,,,industrial-waste,,Industrial waste,,49.0,,
multiple-spills-in-biseni-nigeria,,,crude-oil,,Crude oil,,12.0,,
multiple-spills-in-biseni-nigeria,,,other,,Other,,57.0,,
famatina-gold-mining-argentina,,,gold,,Gold,,20.0,,
vilappilsala-waste-plant-vilappilsala-kerala-india,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
stone-mining-killing-a-river,,,other,,Other,,57.0,,
stone-mining-killing-a-river,,,sand-gravel,,"Sand, gravel",,36.0,,
reserva-nacional-de-tariquia-y-oposicion-a-hidrocarburos-bolivia,,,crude-oil,,Crude oil,,12.0,,
reserva-nacional-de-tariquia-y-oposicion-a-hidrocarburos-bolivia,,,natural-gas,,Natural Gas,,29.0,,
marlin-guatemala,,,gold,,Gold,,20.0,,
marlin-guatemala,,,silver,,Silver,,38.0,,
vila-nazare,,,land,,Land,,23.0,,
parque-fotovoltaico-yucatan-solar-valladolid-mexico,,,land,,Land,,23.0,,
parque-fotovoltaico-yucatan-solar-valladolid-mexico,,,electricity,,Electricity,,15.0,,
piper-alpha-disaster-in-central-north-sea-scotland,,,crude-oil,,Crude oil,,12.0,,
piper-alpha-disaster-in-central-north-sea-scotland,,,natural-gas,,Natural Gas,,29.0,,
hydro-power-plant-and-national-park-djerdap-serbia,,,land,,Land,,23.0,,
hydro-power-plant-and-national-park-djerdap-serbia,,,electricity,,Electricity,,15.0,,
hydro-power-plant-and-national-park-djerdap-serbia,,,water,,Water,,45.0,,
exxon-valdez-oil-spill-alaska-united-states,,,crude-oil,,Crude oil,,12.0,,
pt-psa-oil-palm-plantation-conflict-sumatra-indonesia,,,palm-oil,,Palm oil,,30.0,,
hidralia-guatemala,,,land,,Land,,23.0,,
hidralia-guatemala,,,electricity,,Electricity,,15.0,,
hidralia-guatemala,,,water,,Water,,45.0,,
contamination-in-el-salto-mexico,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
contamination-in-el-salto-mexico,,,other,,Other,,57.0,,
contamination-in-el-salto-mexico,,,industrial-waste,,Industrial waste,,49.0,,
contamination-in-el-salto-mexico,,,water,,Water,,45.0,,
marathon-oil-refinery-in-detroit-michigan,,,crude-oil,,Crude oil,,12.0,,
fight-against-russian-nuclear-deal-in-south-africa,,,electricity,,Electricity,,15.0,,
fight-against-russian-nuclear-deal-in-south-africa,,,uranium,,Uranium,,42.0,,
ddt-contamination,,,pesticides,,Pesticides,,51.0,,
vijayawada-airport-vga-gannavaram-andhra-pradesh-india,,,land,,Land,,23.0,,
kohala-hydro-power-project-in-pakistan-occupied-kashmir,,,electricity,,Electricity,,15.0,,
kohala-hydro-power-project-in-pakistan-occupied-kashmir,,,water,,Water,,45.0,,
hydro-power-plant-lesce-on-the-dobra-river-croatia,,,electricity,,Electricity,,15.0,,
hydro-power-plant-lesce-on-the-dobra-river-croatia,,,water,,Water,,45.0,,
kusum-tola-india,,,other,,Other,,57.0,,
kusum-tola-india,,,coal,,Coal,,7.0,,
dangjin-coal-fired-power-complex,,,electricity,,Electricity,,15.0,,
dangjin-coal-fired-power-complex,,,coal,,Coal,,7.0,,
contaminacion-por-empresa-de-cementos-en-selva-alegre-ecuador,,,other,,Other,,57.0,,
contaminacion-por-empresa-de-cementos-en-selva-alegre-ecuador,,,cement,,Cement,,55.0,,
division-salvador-bahia-de-chanaral,,,copper,,Copper,,9.0,,
division-salvador-bahia-de-chanaral,,,other,,Other,,57.0,,
akkuyu-nuclear-power-plant-turkey,,,other,,Other,,57.0,,
akkuyu-nuclear-power-plant-turkey,,,electricity,,Electricity,,15.0,,
akkuyu-nuclear-power-plant-turkey,,,uranium,,Uranium,,42.0,,
bronx-river-greenway,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
bronx-river-greenway,,,other,,Other,,57.0,,
bronx-river-greenway,,,industrial-waste,,Industrial waste,,49.0,,
polish-road-construction-in-natura-2000-site,,,land,,Land,,23.0,,
marange-diamond-land-and-human-rights-abuses-zimbabwe,,,other,,Other,,57.0,,
marange-diamond-land-and-human-rights-abuses-zimbabwe,,,land,,Land,,23.0,,
marange-diamond-land-and-human-rights-abuses-zimbabwe,,,diamonds,,Diamonds,,14.0,,
logistics-hub-trans-shipment-port-in-portland-bight-jamaica,,,other,,Other,,57.0,,
logistics-hub-trans-shipment-port-in-portland-bight-jamaica,,,land,,Land,,23.0,,
mong-kung-coal-mine-shan-state-myanmar,,,land,,Land,,23.0,,
mong-kung-coal-mine-shan-state-myanmar,,,coal,,Coal,,7.0,,
vincis-plan-for-a-new-airport-mid-nature-reserve,,,tourism-services,,Tourism services,,54.0,,
vincis-plan-for-a-new-airport-mid-nature-reserve,,,land,,Land,,23.0,,
woodlark-gold-mine,,,gold,,Gold,,20.0,,
incendio-de-formuladora-de-plaguicidas-anaversa,,,pesticides,,Pesticides,,51.0,,
incendio-de-formuladora-de-plaguicidas-anaversa,,,chemical-products,,Chemical products,,50.0,,
estonias-shale-oi-estonia,,,crude-oil,,Crude oil,,12.0,,
estonias-shale-oi-estonia,,,other,,Other,,57.0,,
estonias-shale-oi-estonia,,,electricity,,Electricity,,15.0,,
sumsel-1-coal-fired-power-plant-south-sumatra-indonesiaa,,,land,,Land,,23.0,,
sumsel-1-coal-fired-power-plant-south-sumatra-indonesiaa,,,electricity,,Electricity,,15.0,,
sumsel-1-coal-fired-power-plant-south-sumatra-indonesiaa,,,coal,,Coal,,7.0,,
east-eagle-reliability-project-in-east-boston-by-eversource,,,land,,Land,,23.0,,
east-eagle-reliability-project-in-east-boston-by-eversource,,,electricity,,Electricity,,15.0,,
general-alvear-suspende-proyecto-de-exeter-mendoza-argentina,,,copper,,Copper,,9.0,,
general-alvear-suspende-proyecto-de-exeter-mendoza-argentina,,,gold,,Gold,,20.0,,
carreteras-en-purus-inapari,,,asphalt,,Asphalt,,3.0,,
badagry-residents-and-gas-flare-devastations-nigeria,,,crude-oil,,Crude oil,,12.0,,
badagry-residents-and-gas-flare-devastations-nigeria,,,natural-gas,,Natural Gas,,29.0,,
kerkennah-employment-protests-tunisia,,,natural-gas,,Natural Gas,,29.0,,
canakkale-cirpilar-coal-plant-and-coalmining-project,,,land,,Land,,23.0,,
canakkale-cirpilar-coal-plant-and-coalmining-project,,,electricity,,Electricity,,15.0,,
canakkale-cirpilar-coal-plant-and-coalmining-project,,,coal,,Coal,,7.0,,
canakkale-cirpilar-coal-plant-and-coalmining-project,,,water,,Water,,45.0,,
forced-aquaculture-destroying-local-livelihood,,,fish,,Fish,,18.0,,
forced-aquaculture-destroying-local-livelihood,,,land,,Land,,23.0,,
forced-aquaculture-destroying-local-livelihood,,,shrimps,,Shrimps,,37.0,,
vedanta-and-konkola-zambia,,,copper,,Copper,,9.0,,
vedanta-and-konkola-zambia,,,other,,Other,,57.0,,
fracking-opposition-tunisia,,,other,,Other,,57.0,,
fracking-opposition-tunisia,,,natural-gas,,Natural Gas,,29.0,,
national-park-sjeverni-velebit-croatia,,,tourism-services,,Tourism services,,54.0,,
sasan-ultra-mega-power-project-india,,,other,,Other,,57.0,,
sasan-ultra-mega-power-project-india,,,land,,Land,,23.0,,
sasan-ultra-mega-power-project-india,,,electricity,,Electricity,,15.0,,
sasan-ultra-mega-power-project-india,,,coal,,Coal,,7.0,,
myanmar-ayeyarwady-integrated-river-basin-management-project-airbmp,,,water,,Water,,45.0,,
chevron-activities-degrade-izombe-community-nigeria,,,crude-oil,,Crude oil,,12.0,,
petrochemical-complex-in-itaborai-rio-de-janeiro-brazil,,,crude-oil,,Crude oil,,12.0,,
petrochemical-complex-in-itaborai-rio-de-janeiro-brazil,,,other,,Other,,57.0,,
petrochemical-complex-in-itaborai-rio-de-janeiro-brazil,,,chemical-products,,Chemical products,,50.0,,
chevron-shale-gas-romania,,,natural-gas,,Natural Gas,,29.0,,
alamosgold-morelos-mexico,,,gold,,Gold,,20.0,,
shells-drilling-for-oil-in-the-arctic,,,crude-oil,,Crude oil,,12.0,,
shells-drilling-for-oil-in-the-arctic,,,natural-gas,,Natural Gas,,29.0,,
gas-flaring-in-ebocha-nigeria,,,crude-oil,,Crude oil,,12.0,,
gas-flaring-in-ebocha-nigeria,,,other,,Other,,57.0,,
gas-flaring-in-ebocha-nigeria,,,natural-gas,,Natural Gas,,29.0,,
begendik-thermal-power-plant-turkey,,,other,,Other,,57.0,,
begendik-thermal-power-plant-turkey,,,coal,,Coal,,7.0,,
self-organised-park-navarinou-and-zoodochou-pigis-str,,,land,,Land,,23.0,,
belcoo-comunity-fracking-bloackade,,,natural-gas,,Natural Gas,,29.0,,
land-conflicts-in-indigenous-territories-in-southern-costa-rica,,,land,,Land,,23.0,,
slave-and-forced-labor-in-seafood-industry-thailand,,,other,,Other,,57.0,,
slave-and-forced-labor-in-seafood-industry-thailand,,,fish,,Fish,,18.0,,
slave-and-forced-labor-in-seafood-industry-thailand,,,shrimps,,Shrimps,,37.0,,
deforestacion-en-loreto-y-ucayali-por-grupo-melka,,,other,,Other,,57.0,,
deforestacion-en-loreto-y-ucayali-por-grupo-melka,,,palm-oil,,Palm oil,,30.0,,
socotra-island-military-takeover-by-uae-amid-climate-change-woes,,,other,,Other,,57.0,,
socotra-island-military-takeover-by-uae-amid-climate-change-woes,,,tourism-services,,Tourism services,,54.0,,
socotra-island-military-takeover-by-uae-amid-climate-change-woes,,,ecosystem-services,,Ecosystem Services,,56.0,,
socotra-island-military-takeover-by-uae-amid-climate-change-woes,,,land,,Land,,23.0,,
socotra-island-military-takeover-by-uae-amid-climate-change-woes,,,shrimps,,Shrimps,,37.0,,
deforestation-in-the-sacred-forest-of-massaha-gabon,,,timber,,Timber,,53.0,,
wind-farm-cdm-project-in-kalpavalli-community,,,land,,Land,,23.0,,
wind-farm-cdm-project-in-kalpavalli-community,,,carbon-offsets,,Carbon offsets,,4.0,,
wind-farm-cdm-project-in-kalpavalli-community,,,electricity,,Electricity,,15.0,,
kylylahti-mine,,,copper,,Copper,,9.0,,
kylylahti-mine,,,other,,Other,,57.0,,
kylylahti-mine,,,gold,,Gold,,20.0,,
kylylahti-mine,,,zinc,,Zinc,,44.0,,
devastacion-ambiental-por-pedreras-en-la-region-de-monterrey,,,cement,,Cement,,55.0,,
devastacion-ambiental-por-pedreras-en-la-region-de-monterrey,,,sand-gravel,,"Sand, gravel",,36.0,,
tilaiya-ultra-mega-power-project-india,,,other,,Other,,57.0,,
tilaiya-ultra-mega-power-project-india,,,land,,Land,,23.0,,
tilaiya-ultra-mega-power-project-india,,,coal,,Coal,,7.0,,
