name,groups_mobilizing,slug
Social movements,,indigenous-communities-of-rio-negro-divided-over-mining-regularization-and-affected-by-commercial-cooptation-and-illegal-mining
Ethnically/racially discriminated groups,,indigenous-communities-of-rio-negro-divided-over-mining-regularization-and-affected-by-commercial-cooptation-and-illegal-mining
Local scientists/professionals,,indigenous-communities-of-rio-negro-divided-over-mining-regularization-and-affected-by-commercial-cooptation-and-illegal-mining
Indigenous groups or traditional communities,,extension-of-tucurui-transmission-line-to-roraima-brazil
Local ejos,,extension-of-tucurui-transmission-line-to-roraima-brazil
Local government/political parties,,extension-of-tucurui-transmission-line-to-roraima-brazil
Neighbours/citizens/communities,,extension-of-tucurui-transmission-line-to-roraima-brazil
Social movements,,extension-of-tucurui-transmission-line-to-roraima-brazil
Women,,extension-of-tucurui-transmission-line-to-roraima-brazil
Ethnically/racially discriminated groups,,extension-of-tucurui-transmission-line-to-roraima-brazil
Other,,extension-of-tucurui-transmission-line-to-roraima-brazil
International ejos,,standard-gauge-railway-project-from-mombasa-to-nairobi-kenya
Landless peasants,,standard-gauge-railway-project-from-mombasa-to-nairobi-kenya
Pastoralists,,standard-gauge-railway-project-from-mombasa-to-nairobi-kenya
Other,,standard-gauge-railway-project-from-mombasa-to-nairobi-kenya
Indigenous groups or traditional communities,,water-rights-of-the-dineh-navajo-tribe-usa
Farmers and peasants,,water-rights-of-the-dineh-navajo-tribe-usa
International ejos,,diablo-canyon-california-united-states
Local ejos,,diablo-canyon-california-united-states
Local government/political parties,,diablo-canyon-california-united-states
Neighbours/citizens/communities,,diablo-canyon-california-united-states
Social movements,,diablo-canyon-california-united-states
Trade unions,,diablo-canyon-california-united-states
Women,,diablo-canyon-california-united-states
Recreational users,,diablo-canyon-california-united-states
Local scientists/professionals,,diablo-canyon-california-united-states
Other,,diablo-canyon-california-united-states
Indigenous groups or traditional communities,,balbina-hydroelectric-dam-amazonas-brazil
Landless peasants,,balbina-hydroelectric-dam-amazonas-brazil
Local government/political parties,,balbina-hydroelectric-dam-amazonas-brazil
Neighbours/citizens/communities,,balbina-hydroelectric-dam-amazonas-brazil
Social movements,,balbina-hydroelectric-dam-amazonas-brazil
Ethnically/racially discriminated groups,,balbina-hydroelectric-dam-amazonas-brazil
Local scientists/professionals,,balbina-hydroelectric-dam-amazonas-brazil
International ejos,,marina-de-valdecanas-extremadura-spain
Local ejos,,marina-de-valdecanas-extremadura-spain
Neighbours/citizens/communities,,marina-de-valdecanas-extremadura-spain
Indigenous groups or traditional communities,,veracel-celulose-brazil
Industrial workers,,veracel-celulose-brazil
International ejos,,veracel-celulose-brazil
Local ejos,,veracel-celulose-brazil
Landless peasants,,veracel-celulose-brazil
Neighbours/citizens/communities,,veracel-celulose-brazil
Social movements,,veracel-celulose-brazil
Trade unions,,veracel-celulose-brazil
Women,,veracel-celulose-brazil
Ethnically/racially discriminated groups,,veracel-celulose-brazil
Indigenous groups or traditional communities,,adb-embankment-subproject-in-the-brahmaputra-river-of-kaziranga-assam
Landless peasants,,adb-embankment-subproject-in-the-brahmaputra-river-of-kaziranga-assam
Women,,adb-embankment-subproject-in-the-brahmaputra-river-of-kaziranga-assam
Ethnically/racially discriminated groups,,adb-embankment-subproject-in-the-brahmaputra-river-of-kaziranga-assam
Other,,adb-embankment-subproject-in-the-brahmaputra-river-of-kaziranga-assam
Fisher people,,adb-embankment-subproject-in-the-brahmaputra-river-of-kaziranga-assam
Farmers and peasants,,adb-embankment-subproject-in-the-brahmaputra-river-of-kaziranga-assam
Local ejos,,amarawewa-forest-clearing-for-biofuel-sri-lanka
International ejos,,sadr-city-radioactive-waste-iraq
Local scientists/professionals,,sadr-city-radioactive-waste-iraq
Local ejos,,800-mw-ccgt-power-plant-in-arrubal
Indigenous groups or traditional communities,,fracking-for-oil-in-mendoza-argentina
Local ejos,,fracking-for-oil-in-mendoza-argentina
Local government/political parties,,fracking-for-oil-in-mendoza-argentina
Neighbours/citizens/communities,,fracking-for-oil-in-mendoza-argentina
Local scientists/professionals,,fracking-for-oil-in-mendoza-argentina
Local ejos,,toxic-spill-from-mining-company-belonging-to-grupo-mexico-sonora-mexico
Local government/political parties,,toxic-spill-from-mining-company-belonging-to-grupo-mexico-sonora-mexico
Neighbours/citizens/communities,,toxic-spill-from-mining-company-belonging-to-grupo-mexico-sonora-mexico
Social movements,,toxic-spill-from-mining-company-belonging-to-grupo-mexico-sonora-mexico
Local scientists/professionals,,toxic-spill-from-mining-company-belonging-to-grupo-mexico-sonora-mexico
Fisher people,,toxic-spill-from-mining-company-belonging-to-grupo-mexico-sonora-mexico
Farmers and peasants,,toxic-spill-from-mining-company-belonging-to-grupo-mexico-sonora-mexico
Local ejos,,gasdotto-rete-adriatica-brindisi-minerbio-e-centrale-di-compressione-di-sulmona
Local government/political parties,,gasdotto-rete-adriatica-brindisi-minerbio-e-centrale-di-compressione-di-sulmona
Neighbours/citizens/communities,,gasdotto-rete-adriatica-brindisi-minerbio-e-centrale-di-compressione-di-sulmona
Pastoralists,,gasdotto-rete-adriatica-brindisi-minerbio-e-centrale-di-compressione-di-sulmona
Social movements,,gasdotto-rete-adriatica-brindisi-minerbio-e-centrale-di-compressione-di-sulmona
Local scientists/professionals,,gasdotto-rete-adriatica-brindisi-minerbio-e-centrale-di-compressione-di-sulmona
Farmers and peasants,,gasdotto-rete-adriatica-brindisi-minerbio-e-centrale-di-compressione-di-sulmona
Local government/political parties,,national-grid-pipeline-in-north-brooklyn
Neighbours/citizens/communities,,national-grid-pipeline-in-north-brooklyn
Social movements,,national-grid-pipeline-in-north-brooklyn
Ethnically/racially discriminated groups,,national-grid-pipeline-in-north-brooklyn
Indigenous groups or traditional communities,,pungarayacu-oil-block-ecuador
International ejos,,golfech-nuclear-power-plant-france
Local ejos,,golfech-nuclear-power-plant-france
Local government/political parties,,golfech-nuclear-power-plant-france
Neighbours/citizens/communities,,golfech-nuclear-power-plant-france
Social movements,,golfech-nuclear-power-plant-france
Trade unions,,golfech-nuclear-power-plant-france
Local scientists/professionals,,golfech-nuclear-power-plant-france
Artisanal miners,,angangueo-community-vs-grupo-mexico-michoacan
Industrial workers,,angangueo-community-vs-grupo-mexico-michoacan
Neighbours/citizens/communities,,angangueo-community-vs-grupo-mexico-michoacan
International ejos,,remunicipalisation-and-anti-privatization-movement-in-barcelona1
Local ejos,,remunicipalisation-and-anti-privatization-movement-in-barcelona1
Local government/political parties,,remunicipalisation-and-anti-privatization-movement-in-barcelona1
Neighbours/citizens/communities,,remunicipalisation-and-anti-privatization-movement-in-barcelona1
Social movements,,remunicipalisation-and-anti-privatization-movement-in-barcelona1
Women,,remunicipalisation-and-anti-privatization-movement-in-barcelona1
Ethnically/racially discriminated groups,,remunicipalisation-and-anti-privatization-movement-in-barcelona1
International ejos,,the-retreat-from-monsanto-bt-cotton-burkina-faso
Local ejos,,the-retreat-from-monsanto-bt-cotton-burkina-faso
Social movements,,the-retreat-from-monsanto-bt-cotton-burkina-faso
Trade unions,,the-retreat-from-monsanto-bt-cotton-burkina-faso
Local scientists/professionals,,the-retreat-from-monsanto-bt-cotton-burkina-faso
Farmers and peasants,,the-retreat-from-monsanto-bt-cotton-burkina-faso
Indigenous groups or traditional communities,,parque-eolico-pililin-cciona-energia-chile-spa
Local ejos,,parque-eolico-pililin-cciona-energia-chile-spa
Neighbours/citizens/communities,,parque-eolico-pililin-cciona-energia-chile-spa
Social movements,,parque-eolico-pililin-cciona-energia-chile-spa
Ethnically/racially discriminated groups,,parque-eolico-pililin-cciona-energia-chile-spa
Recreational users,,parque-eolico-pililin-cciona-energia-chile-spa
Local scientists/professionals,,parque-eolico-pililin-cciona-energia-chile-spa
Other,,parque-eolico-pililin-cciona-energia-chile-spa
Local government/political parties,,gungormez-and-bahcekoy-quartzite-mine
Neighbours/citizens/communities,,gungormez-and-bahcekoy-quartzite-mine
Pastoralists,,gungormez-and-bahcekoy-quartzite-mine
Women,,gungormez-and-bahcekoy-quartzite-mine
Recreational users,,gungormez-and-bahcekoy-quartzite-mine
Local scientists/professionals,,gungormez-and-bahcekoy-quartzite-mine
Farmers and peasants,,gungormez-and-bahcekoy-quartzite-mine
Artisanal miners,,conflicto-por-los-derechos-de-concesion-de-la-mina-vibora-entre-los-municipios-de-betanzos-y-tacobamba
Indigenous groups or traditional communities,,conflicto-por-los-derechos-de-concesion-de-la-mina-vibora-entre-los-municipios-de-betanzos-y-tacobamba
Local government/political parties,,conflicto-por-los-derechos-de-concesion-de-la-mina-vibora-entre-los-municipios-de-betanzos-y-tacobamba
Neighbours/citizens/communities,,conflicto-por-los-derechos-de-concesion-de-la-mina-vibora-entre-los-municipios-de-betanzos-y-tacobamba
Social movements,,conflicto-por-los-derechos-de-concesion-de-la-mina-vibora-entre-los-municipios-de-betanzos-y-tacobamba
Indigenous groups or traditional communities,,thervoy-sez-tn-india
Informal workers,,thervoy-sez-tn-india
Local ejos,,thervoy-sez-tn-india
Landless peasants,,thervoy-sez-tn-india
Local government/political parties,,thervoy-sez-tn-india
Neighbours/citizens/communities,,thervoy-sez-tn-india
Social movements,,thervoy-sez-tn-india
Women,,thervoy-sez-tn-india
Local scientists/professionals,,thervoy-sez-tn-india
Farmers and peasants,,thervoy-sez-tn-india
Indigenous groups or traditional communities,,dakota-access-pipeline
International ejos,,dakota-access-pipeline
Neighbours/citizens/communities,,dakota-access-pipeline
Social movements,,dakota-access-pipeline
Women,,dakota-access-pipeline
Local scientists/professionals,,dakota-access-pipeline
Other,,dakota-access-pipeline
Neighbours/citizens/communities,,church-construction-in-the-savicas-park-croatia
Recreational users,,church-construction-in-the-savicas-park-croatia
Local scientists/professionals,,church-construction-in-the-savicas-park-croatia
Indigenous groups or traditional communities,,mangrove-forest-destroyed-by-shell-in-the-niger-delta-nigeria
Landless peasants,,mangrove-forest-destroyed-by-shell-in-the-niger-delta-nigeria
Neighbours/citizens/communities,,mangrove-forest-destroyed-by-shell-in-the-niger-delta-nigeria
Social movements,,mangrove-forest-destroyed-by-shell-in-the-niger-delta-nigeria
Trade unions,,mangrove-forest-destroyed-by-shell-in-the-niger-delta-nigeria
Fisher people,,mangrove-forest-destroyed-by-shell-in-the-niger-delta-nigeria
Farmers and peasants,,mangrove-forest-destroyed-by-shell-in-the-niger-delta-nigeria
Indigenous groups or traditional communities,,cochiti-dam-new-mexico
Local government/political parties,,cochiti-dam-new-mexico
Neighbours/citizens/communities,,cochiti-dam-new-mexico
Social movements,,cochiti-dam-new-mexico
Local scientists/professionals,,cochiti-dam-new-mexico
Other,,cochiti-dam-new-mexico
Fisher people,,cochiti-dam-new-mexico
Farmers and peasants,,cochiti-dam-new-mexico
Indigenous groups or traditional communities,,south-korean-conglomerate-posco-daewoo-oil-palm-expansion-indonesia
International ejos,,south-korean-conglomerate-posco-daewoo-oil-palm-expansion-indonesia
Local ejos,,south-korean-conglomerate-posco-daewoo-oil-palm-expansion-indonesia
Neighbours/citizens/communities,,south-korean-conglomerate-posco-daewoo-oil-palm-expansion-indonesia
Social movements,,south-korean-conglomerate-posco-daewoo-oil-palm-expansion-indonesia
Farmers and peasants,,south-korean-conglomerate-posco-daewoo-oil-palm-expansion-indonesia
Indigenous groups or traditional communities,,marcopper-placer-dome-mining-disaster-marinduque-island-philippines
International ejos,,marcopper-placer-dome-mining-disaster-marinduque-island-philippines
Local ejos,,marcopper-placer-dome-mining-disaster-marinduque-island-philippines
Local government/political parties,,marcopper-placer-dome-mining-disaster-marinduque-island-philippines
Neighbours/citizens/communities,,marcopper-placer-dome-mining-disaster-marinduque-island-philippines
Ethnically/racially discriminated groups,,marcopper-placer-dome-mining-disaster-marinduque-island-philippines
Local scientists/professionals,,marcopper-placer-dome-mining-disaster-marinduque-island-philippines
Religious groups,,marcopper-placer-dome-mining-disaster-marinduque-island-philippines
Fisher people,,marcopper-placer-dome-mining-disaster-marinduque-island-philippines
Farmers and peasants,,marcopper-placer-dome-mining-disaster-marinduque-island-philippines
Indigenous groups or traditional communities,,imperial-metals-mount-polley-mine
Neighbours/citizens/communities,,imperial-metals-mount-polley-mine
Women,,imperial-metals-mount-polley-mine
Recreational users,,imperial-metals-mount-polley-mine
Other,,imperial-metals-mount-polley-mine
Fisher people,,imperial-metals-mount-polley-mine
International ejos,,oil-leak-in-mauritus-islands-is-threatenind-nature-and-local-peoples-health
Local ejos,,oil-leak-in-mauritus-islands-is-threatenind-nature-and-local-peoples-health
Neighbours/citizens/communities,,oil-leak-in-mauritus-islands-is-threatenind-nature-and-local-peoples-health
Local scientists/professionals,,oil-leak-in-mauritus-islands-is-threatenind-nature-and-local-peoples-health
Other,,oil-leak-in-mauritus-islands-is-threatenind-nature-and-local-peoples-health
Fisher people,,oil-leak-in-mauritus-islands-is-threatenind-nature-and-local-peoples-health
Indigenous groups or traditional communities,,fainu-airport
Local ejos,,fainu-airport
Neighbours/citizens/communities,,fainu-airport
Social movements,,fainu-airport
Women,,fainu-airport
Farmers and peasants,,fainu-airport
Artisanal miners,,potosi-san-bartolome-estabilidad-geologica-del-cerro-rico-patrimonio-de-la-humanidad-bolivia
Indigenous groups or traditional communities,,potosi-san-bartolome-estabilidad-geologica-del-cerro-rico-patrimonio-de-la-humanidad-bolivia
Ethnically/racially discriminated groups,,potosi-san-bartolome-estabilidad-geologica-del-cerro-rico-patrimonio-de-la-humanidad-bolivia
Farmers and peasants,,potosi-san-bartolome-estabilidad-geologica-del-cerro-rico-patrimonio-de-la-humanidad-bolivia
Local ejos,,lex-covid-developments-poland
Local government/political parties,,lex-covid-developments-poland
Neighbours/citizens/communities,,lex-covid-developments-poland
Social movements,,lex-covid-developments-poland
Recreational users,,lex-covid-developments-poland
Local scientists/professionals,,lex-covid-developments-poland
Informal workers,,land-grabbing-in-panama-by-navy-and-special-task-force-stf
International ejos,,land-grabbing-in-panama-by-navy-and-special-task-force-stf
Local ejos,,land-grabbing-in-panama-by-navy-and-special-task-force-stf
Landless peasants,,land-grabbing-in-panama-by-navy-and-special-task-force-stf
Neighbours/citizens/communities,,land-grabbing-in-panama-by-navy-and-special-task-force-stf
Social movements,,land-grabbing-in-panama-by-navy-and-special-task-force-stf
Women,,land-grabbing-in-panama-by-navy-and-special-task-force-stf
Local scientists/professionals,,land-grabbing-in-panama-by-navy-and-special-task-force-stf
Religious groups,,land-grabbing-in-panama-by-navy-and-special-task-force-stf
Fisher people,,land-grabbing-in-panama-by-navy-and-special-task-force-stf
Farmers and peasants,,land-grabbing-in-panama-by-navy-and-special-task-force-stf
Local ejos,,busanga-dam-on-lualaba-river-drc
Farmers and peasants,,busanga-dam-on-lualaba-river-drc
Local ejos,,pescadores-de-sechura-contra-exploracion-petrolera-peru
Social movements,,pescadores-de-sechura-contra-exploracion-petrolera-peru
Fisher people,,pescadores-de-sechura-contra-exploracion-petrolera-peru
Indigenous groups or traditional communities,,puerto-las-americas-grupo-daabon-bahia-de-taganga-colombia
Local government/political parties,,puerto-las-americas-grupo-daabon-bahia-de-taganga-colombia
Pastoralists,,puerto-las-americas-grupo-daabon-bahia-de-taganga-colombia
Social movements,,puerto-las-americas-grupo-daabon-bahia-de-taganga-colombia
Women,,puerto-las-americas-grupo-daabon-bahia-de-taganga-colombia
Ethnically/racially discriminated groups,,puerto-las-americas-grupo-daabon-bahia-de-taganga-colombia
Local scientists/professionals,,puerto-las-americas-grupo-daabon-bahia-de-taganga-colombia
Religious groups,,puerto-las-americas-grupo-daabon-bahia-de-taganga-colombia
Fisher people,,puerto-las-americas-grupo-daabon-bahia-de-taganga-colombia
Indigenous groups or traditional communities,,white-mesa-uranium-mill-utah-usa
Local ejos,,white-mesa-uranium-mill-utah-usa
Neighbours/citizens/communities,,white-mesa-uranium-mill-utah-usa
Local scientists/professionals,,white-mesa-uranium-mill-utah-usa
Other,,white-mesa-uranium-mill-utah-usa
Indigenous groups or traditional communities,,desaguadero-oil-spill-transredes-s-a-bolivia
Local ejos,,desaguadero-oil-spill-transredes-s-a-bolivia
Local government/political parties,,desaguadero-oil-spill-transredes-s-a-bolivia
Neighbours/citizens/communities,,desaguadero-oil-spill-transredes-s-a-bolivia
Social movements,,desaguadero-oil-spill-transredes-s-a-bolivia
Fisher people,,desaguadero-oil-spill-transredes-s-a-bolivia
Farmers and peasants,,desaguadero-oil-spill-transredes-s-a-bolivia
Indigenous groups or traditional communities,,petaquilla-panama
Local ejos,,petaquilla-panama
Local government/political parties,,petaquilla-panama
Neighbours/citizens/communities,,petaquilla-panama
Social movements,,petaquilla-panama
Women,,petaquilla-panama
Ethnically/racially discriminated groups,,petaquilla-panama
Local scientists/professionals,,petaquilla-panama
Farmers and peasants,,petaquilla-panama
Industrial workers,,fishmeal-factory-emissions-in-hout-bay-south-africa
Local ejos,,fishmeal-factory-emissions-in-hout-bay-south-africa
Local government/political parties,,fishmeal-factory-emissions-in-hout-bay-south-africa
Neighbours/citizens/communities,,fishmeal-factory-emissions-in-hout-bay-south-africa
Women,,fishmeal-factory-emissions-in-hout-bay-south-africa
Fisher people,,fishmeal-factory-emissions-in-hout-bay-south-africa
Local ejos,,hazardous-garbage-dumping-and-new-waste-to-energy-projects-in-colombo-sri-lanka
Local government/political parties,,hazardous-garbage-dumping-and-new-waste-to-energy-projects-in-colombo-sri-lanka
Neighbours/citizens/communities,,hazardous-garbage-dumping-and-new-waste-to-energy-projects-in-colombo-sri-lanka
Social movements,,hazardous-garbage-dumping-and-new-waste-to-energy-projects-in-colombo-sri-lanka
Local scientists/professionals,,hazardous-garbage-dumping-and-new-waste-to-energy-projects-in-colombo-sri-lanka
Farmers and peasants,,shuangma-no-coal-mine-ningxia-china
Industrial workers,,jakarta-indonesia-anti-privatization-of-water-supply-and-remunicipalisation-struggle
Neighbours/citizens/communities,,jakarta-indonesia-anti-privatization-of-water-supply-and-remunicipalisation-struggle
Social movements,,jakarta-indonesia-anti-privatization-of-water-supply-and-remunicipalisation-struggle
Trade unions,,jakarta-indonesia-anti-privatization-of-water-supply-and-remunicipalisation-struggle
Indigenous groups or traditional communities,,sime-darby-plantations-liberia
International ejos,,sime-darby-plantations-liberia
Local ejos,,sime-darby-plantations-liberia
Farmers and peasants,,sime-darby-plantations-liberia
Local scientists/professionals,,protest-for-ancient-water-management-zayandeh-roud-river-iran
Other,,protest-for-ancient-water-management-zayandeh-roud-river-iran
Farmers and peasants,,protest-for-ancient-water-management-zayandeh-roud-river-iran
Artisanal miners,,disputas-de-los-indigenas-del-alto-paragua-en-torno-a-la-mineria-ilegal-en-sus-territorios
Indigenous groups or traditional communities,,disputas-de-los-indigenas-del-alto-paragua-en-torno-a-la-mineria-ilegal-en-sus-territorios
Local government/political parties,,disputas-de-los-indigenas-del-alto-paragua-en-torno-a-la-mineria-ilegal-en-sus-territorios
Neighbours/citizens/communities,,disputas-de-los-indigenas-del-alto-paragua-en-torno-a-la-mineria-ilegal-en-sus-territorios
Ethnically/racially discriminated groups,,disputas-de-los-indigenas-del-alto-paragua-en-torno-a-la-mineria-ilegal-en-sus-territorios
Other,,disputas-de-los-indigenas-del-alto-paragua-en-torno-a-la-mineria-ilegal-en-sus-territorios
Indigenous groups or traditional communities,,illegal-iron-ore-mine-on-bangka-island-in-the-coral-triangle-sulawesi-indonesia
International ejos,,illegal-iron-ore-mine-on-bangka-island-in-the-coral-triangle-sulawesi-indonesia
Local ejos,,illegal-iron-ore-mine-on-bangka-island-in-the-coral-triangle-sulawesi-indonesia
Recreational users,,illegal-iron-ore-mine-on-bangka-island-in-the-coral-triangle-sulawesi-indonesia
Other,,illegal-iron-ore-mine-on-bangka-island-in-the-coral-triangle-sulawesi-indonesia
Fisher people,,illegal-iron-ore-mine-on-bangka-island-in-the-coral-triangle-sulawesi-indonesia
Farmers and peasants,,illegal-iron-ore-mine-on-bangka-island-in-the-coral-triangle-sulawesi-indonesia
Informal workers,,agrochemical-pesticides-and-kidney-related-diseases-in-sri-lanka
International ejos,,agrochemical-pesticides-and-kidney-related-diseases-in-sri-lanka
Local ejos,,agrochemical-pesticides-and-kidney-related-diseases-in-sri-lanka
Landless peasants,,agrochemical-pesticides-and-kidney-related-diseases-in-sri-lanka
Local government/political parties,,agrochemical-pesticides-and-kidney-related-diseases-in-sri-lanka
Neighbours/citizens/communities,,agrochemical-pesticides-and-kidney-related-diseases-in-sri-lanka
Social movements,,agrochemical-pesticides-and-kidney-related-diseases-in-sri-lanka
Trade unions,,agrochemical-pesticides-and-kidney-related-diseases-in-sri-lanka
Women,,agrochemical-pesticides-and-kidney-related-diseases-in-sri-lanka
Local scientists/professionals,,agrochemical-pesticides-and-kidney-related-diseases-in-sri-lanka
Religious groups,,agrochemical-pesticides-and-kidney-related-diseases-in-sri-lanka
Farmers and peasants,,agrochemical-pesticides-and-kidney-related-diseases-in-sri-lanka
Indigenous groups or traditional communities,,lowell-mining-company-in-shuar-territory-ecuador
International ejos,,ongi-river-movement-mongolia
Local ejos,,ongi-river-movement-mongolia
Local government/political parties,,ongi-river-movement-mongolia
Pastoralists,,ongi-river-movement-mongolia
Women,,ongi-river-movement-mongolia
Local scientists/professionals,,ongi-river-movement-mongolia
Religious groups,,ongi-river-movement-mongolia
International ejos,,pocem-hydropower-dam-albania
Local ejos,,pocem-hydropower-dam-albania
Neighbours/citizens/communities,,pocem-hydropower-dam-albania
Social movements,,pocem-hydropower-dam-albania
Recreational users,,pocem-hydropower-dam-albania
Other,,pocem-hydropower-dam-albania
Local ejos,,brad-polymetallic-ores-including-gold
Landless peasants,,brad-polymetallic-ores-including-gold
Women,,brad-polymetallic-ores-including-gold
Fisher people,,brad-polymetallic-ores-including-gold
Farmers and peasants,,brad-polymetallic-ores-including-gold
Indigenous groups or traditional communities,,reppardfjord-nussir-case
Local ejos,,reppardfjord-nussir-case
Neighbours/citizens/communities,,reppardfjord-nussir-case
Pastoralists,,reppardfjord-nussir-case
Women,,reppardfjord-nussir-case
Ethnically/racially discriminated groups,,reppardfjord-nussir-case
Recreational users,,reppardfjord-nussir-case
Local scientists/professionals,,reppardfjord-nussir-case
Other,,reppardfjord-nussir-case
Fisher people,,reppardfjord-nussir-case
Neighbours/citizens/communities,,criminal-groups-land-grabbing-farms-and-protected-woodlands-for-avocado-production-in-uruapan-michoacan-mexico
Farmers and peasants,,criminal-groups-land-grabbing-farms-and-protected-woodlands-for-avocado-production-in-uruapan-michoacan-mexico
Indigenous groups or traditional communities,,urra-dam-on-the-sinu-river-colombia
International ejos,,urra-dam-on-the-sinu-river-colombia
Local ejos,,urra-dam-on-the-sinu-river-colombia
Social movements,,urra-dam-on-the-sinu-river-colombia
Fisher people,,urra-dam-on-the-sinu-river-colombia
Farmers and peasants,,urra-dam-on-the-sinu-river-colombia
Landless peasants,,lead-poisoning-caused-by-jiaozuo-oriental-gold-and-lead-co-ltd-henan-china
Neighbours/citizens/communities,,lead-poisoning-caused-by-jiaozuo-oriental-gold-and-lead-co-ltd-henan-china
Other,,lead-poisoning-caused-by-jiaozuo-oriental-gold-and-lead-co-ltd-henan-china
Farmers and peasants,,lead-poisoning-caused-by-jiaozuo-oriental-gold-and-lead-co-ltd-henan-china
International ejos,,seeds-and-the-grey-areas-of-the-european-law-in-austria
Local ejos,,seeds-and-the-grey-areas-of-the-european-law-in-austria
Local government/political parties,,seeds-and-the-grey-areas-of-the-european-law-in-austria
Local scientists/professionals,,seeds-and-the-grey-areas-of-the-european-law-in-austria
Farmers and peasants,,seeds-and-the-grey-areas-of-the-european-law-in-austria
Industrial workers,,hindustan-unilever-thermometer-factory-kodaikanal-tamil-nadu-india
International ejos,,hindustan-unilever-thermometer-factory-kodaikanal-tamil-nadu-india
Local ejos,,hindustan-unilever-thermometer-factory-kodaikanal-tamil-nadu-india
Neighbours/citizens/communities,,hindustan-unilever-thermometer-factory-kodaikanal-tamil-nadu-india
Trade unions,,hindustan-unilever-thermometer-factory-kodaikanal-tamil-nadu-india
Local scientists/professionals,,hindustan-unilever-thermometer-factory-kodaikanal-tamil-nadu-india
Local ejos,,embassador-bridge
Neighbours/citizens/communities,,embassador-bridge
Social movements,,embassador-bridge
Ethnically/racially discriminated groups,,embassador-bridge
International ejos,,barbuda-ocean-club
Local ejos,,barbuda-ocean-club
Neighbours/citizens/communities,,barbuda-ocean-club
Local ejos,,a2-motorway-portugal
Indigenous groups or traditional communities,,threats-facing-the-tana-river-primate-reserve-kenya
International ejos,,threats-facing-the-tana-river-primate-reserve-kenya
Local ejos,,threats-facing-the-tana-river-primate-reserve-kenya
Women,,threats-facing-the-tana-river-primate-reserve-kenya
Other,,threats-facing-the-tana-river-primate-reserve-kenya
Farmers and peasants,,threats-facing-the-tana-river-primate-reserve-kenya
Indigenous groups or traditional communities,,uzere-community-protest-against-shell-nigeria
Informal workers,,uzere-community-protest-against-shell-nigeria
Local ejos,,uzere-community-protest-against-shell-nigeria
Landless peasants,,uzere-community-protest-against-shell-nigeria
Neighbours/citizens/communities,,uzere-community-protest-against-shell-nigeria
Social movements,,uzere-community-protest-against-shell-nigeria
Trade unions,,uzere-community-protest-against-shell-nigeria
Women,,uzere-community-protest-against-shell-nigeria
Ethnically/racially discriminated groups,,uzere-community-protest-against-shell-nigeria
Religious groups,,uzere-community-protest-against-shell-nigeria
Fisher people,,uzere-community-protest-against-shell-nigeria
Farmers and peasants,,uzere-community-protest-against-shell-nigeria
Indigenous groups or traditional communities,,lucha-binacional-contra-la-cadena-de-proyectos-hidroelectricos-en-el-rio-usumacinta-mexico-y-guatemala
International ejos,,lucha-binacional-contra-la-cadena-de-proyectos-hidroelectricos-en-el-rio-usumacinta-mexico-y-guatemala
Local ejos,,lucha-binacional-contra-la-cadena-de-proyectos-hidroelectricos-en-el-rio-usumacinta-mexico-y-guatemala
Landless peasants,,lucha-binacional-contra-la-cadena-de-proyectos-hidroelectricos-en-el-rio-usumacinta-mexico-y-guatemala
Neighbours/citizens/communities,,lucha-binacional-contra-la-cadena-de-proyectos-hidroelectricos-en-el-rio-usumacinta-mexico-y-guatemala
Social movements,,lucha-binacional-contra-la-cadena-de-proyectos-hidroelectricos-en-el-rio-usumacinta-mexico-y-guatemala
Women,,lucha-binacional-contra-la-cadena-de-proyectos-hidroelectricos-en-el-rio-usumacinta-mexico-y-guatemala
Ethnically/racially discriminated groups,,lucha-binacional-contra-la-cadena-de-proyectos-hidroelectricos-en-el-rio-usumacinta-mexico-y-guatemala
Recreational users,,lucha-binacional-contra-la-cadena-de-proyectos-hidroelectricos-en-el-rio-usumacinta-mexico-y-guatemala
Local scientists/professionals,,lucha-binacional-contra-la-cadena-de-proyectos-hidroelectricos-en-el-rio-usumacinta-mexico-y-guatemala
Other,,lucha-binacional-contra-la-cadena-de-proyectos-hidroelectricos-en-el-rio-usumacinta-mexico-y-guatemala
Fisher people,,lucha-binacional-contra-la-cadena-de-proyectos-hidroelectricos-en-el-rio-usumacinta-mexico-y-guatemala
Farmers and peasants,,lucha-binacional-contra-la-cadena-de-proyectos-hidroelectricos-en-el-rio-usumacinta-mexico-y-guatemala
Local ejos,,thermal-power-plants-in-sapeacu-brazil
Neighbours/citizens/communities,,thermal-power-plants-in-sapeacu-brazil
Local scientists/professionals,,thermal-power-plants-in-sapeacu-brazil
Religious groups,,thermal-power-plants-in-sapeacu-brazil
Other,,thermal-power-plants-in-sapeacu-brazil
Local ejos,,overfishing-and-illegal-fishing-in-casamance-senegal
Trade unions,,overfishing-and-illegal-fishing-in-casamance-senegal
Women,,overfishing-and-illegal-fishing-in-casamance-senegal
Local scientists/professionals,,overfishing-and-illegal-fishing-in-casamance-senegal
Other,,overfishing-and-illegal-fishing-in-casamance-senegal
Fisher people,,overfishing-and-illegal-fishing-in-casamance-senegal
Industrial workers,,contaminacion-por-asbesto-cemento-colombia
Neighbours/citizens/communities,,contaminacion-por-asbesto-cemento-colombia
