UID,name,forms_mobilizing
djab-wurrung-sacred-tress-and-western-highway-expansion-victoria-australia,Street protest/marches,
djab-wurrung-sacred-tress-and-western-highway-expansion-victoria-australia,Arguments for the rights of mother nature,
djab-wurrung-sacred-tress-and-western-highway-expansion-victoria-australia,Appeals/recourse to economic valuation of the environment,
sinop-dam-mato-grosso-brazil,Blockades,
sinop-dam-mato-grosso-brazil,Creation of alternative reports/knowledge,
sinop-dam-mato-grosso-brazil,Development of a network/collective action,
sinop-dam-mato-grosso-brazil,Involvement of national and international NGOs,
sinop-dam-mato-grosso-brazil,"Lawsuits, court cases, judicial activism",
sinop-dam-mato-grosso-brazil,Media based activism/alternative media,
sinop-dam-mato-grosso-brazil,Objections to the EIA,
sinop-dam-mato-grosso-brazil,Official complaint letters and petitions,
sinop-dam-mato-grosso-brazil,Public campaigns,
sinop-dam-mato-grosso-brazil,Street protest/marches,
sinop-dam-mato-grosso-brazil,Refusal of compensation,
privatisation-of-the-almoraima-cadiz-spain,Development of alternative proposals,
privatisation-of-the-almoraima-cadiz-spain,"Lawsuits, court cases, judicial activism",
privatisation-of-the-almoraima-cadiz-spain,Official complaint letters and petitions,
privatisation-of-the-almoraima-cadiz-spain,Public campaigns,
privatisation-of-the-almoraima-cadiz-spain,Other,
emelle-nations-largest-hazardous-waste-landfill-usa,Blockades,
emelle-nations-largest-hazardous-waste-landfill-usa,Involvement of national and international NGOs,
emelle-nations-largest-hazardous-waste-landfill-usa,Media based activism/alternative media,
emelle-nations-largest-hazardous-waste-landfill-usa,Public campaigns,
emelle-nations-largest-hazardous-waste-landfill-usa,Street protest/marches,
emelle-nations-largest-hazardous-waste-landfill-usa,Strikes,
emelle-nations-largest-hazardous-waste-landfill-usa,Other,
2nd-coal-plant-in-sual,Street protest/marches,
salvem-salau-stop-mine-salau1,Creation of alternative reports/knowledge,
salvem-salau-stop-mine-salau1,Development of a network/collective action,
salvem-salau-stop-mine-salau1,Development of alternative proposals,
salvem-salau-stop-mine-salau1,Involvement of national and international NGOs,
salvem-salau-stop-mine-salau1,"Lawsuits, court cases, judicial activism",
salvem-salau-stop-mine-salau1,Media based activism/alternative media,
salvem-salau-stop-mine-salau1,Objections to the EIA,
salvem-salau-stop-mine-salau1,Official complaint letters and petitions,
salvem-salau-stop-mine-salau1,Street protest/marches,
minicentral-tranquil-panguipulli-chile,Blockades,
minicentral-tranquil-panguipulli-chile,Creation of alternative reports/knowledge,
minicentral-tranquil-panguipulli-chile,Involvement of national and international NGOs,
minicentral-tranquil-panguipulli-chile,"Lawsuits, court cases, judicial activism",
minicentral-tranquil-panguipulli-chile,Media based activism/alternative media,
minicentral-tranquil-panguipulli-chile,Objections to the EIA,
minicentral-tranquil-panguipulli-chile,Official complaint letters and petitions,
minicentral-tranquil-panguipulli-chile,Street protest/marches,
minicentral-tranquil-panguipulli-chile,Other,
deforestation-on-orang-asli-temiar-territory-in-the-balah-permanent-forest-reserve-gua-musang-malaysia,Blockades,
deforestation-on-orang-asli-temiar-territory-in-the-balah-permanent-forest-reserve-gua-musang-malaysia,"Community-based participative research (popular epidemiology studies, etc..)",
deforestation-on-orang-asli-temiar-territory-in-the-balah-permanent-forest-reserve-gua-musang-malaysia,Creation of alternative reports/knowledge,
deforestation-on-orang-asli-temiar-territory-in-the-balah-permanent-forest-reserve-gua-musang-malaysia,Development of a network/collective action,
deforestation-on-orang-asli-temiar-territory-in-the-balah-permanent-forest-reserve-gua-musang-malaysia,Involvement of national and international NGOs,
deforestation-on-orang-asli-temiar-territory-in-the-balah-permanent-forest-reserve-gua-musang-malaysia,"Lawsuits, court cases, judicial activism",
deforestation-on-orang-asli-temiar-territory-in-the-balah-permanent-forest-reserve-gua-musang-malaysia,Media based activism/alternative media,
deforestation-on-orang-asli-temiar-territory-in-the-balah-permanent-forest-reserve-gua-musang-malaysia,Objections to the EIA,
deforestation-on-orang-asli-temiar-territory-in-the-balah-permanent-forest-reserve-gua-musang-malaysia,Official complaint letters and petitions,
deforestation-on-orang-asli-temiar-territory-in-the-balah-permanent-forest-reserve-gua-musang-malaysia,Public campaigns,
deforestation-on-orang-asli-temiar-territory-in-the-balah-permanent-forest-reserve-gua-musang-malaysia,Street protest/marches,
arcelormittals-iron-ore-mining-liberia,Creation of alternative reports/knowledge,
arcelormittals-iron-ore-mining-liberia,Involvement of national and international NGOs,
arcelormittals-iron-ore-mining-liberia,Strikes,
construction-of-hotels-and-operation-of-quarries-in-andarawewa-forest-reserve,"Community-based participative research (popular epidemiology studies, etc..)",
construction-of-hotels-and-operation-of-quarries-in-andarawewa-forest-reserve,Creation of alternative reports/knowledge,
construction-of-hotels-and-operation-of-quarries-in-andarawewa-forest-reserve,Development of a network/collective action,
construction-of-hotels-and-operation-of-quarries-in-andarawewa-forest-reserve,"Lawsuits, court cases, judicial activism",
construction-of-hotels-and-operation-of-quarries-in-andarawewa-forest-reserve,Objections to the EIA,
construction-of-hotels-and-operation-of-quarries-in-andarawewa-forest-reserve,Public campaigns,
construction-of-hotels-and-operation-of-quarries-in-andarawewa-forest-reserve,Street protest/marches,
construction-of-hotels-and-operation-of-quarries-in-andarawewa-forest-reserve,Arguments for the rights of mother nature,
construction-of-hotels-and-operation-of-quarries-in-andarawewa-forest-reserve,Appeals/recourse to economic valuation of the environment,
atlantico-sul-shipyard-pernambuco-brazil,Development of a network/collective action,
atlantico-sul-shipyard-pernambuco-brazil,Land occupation,
atlantico-sul-shipyard-pernambuco-brazil,"Lawsuits, court cases, judicial activism",
atlantico-sul-shipyard-pernambuco-brazil,Media based activism/alternative media,
atlantico-sul-shipyard-pernambuco-brazil,Official complaint letters and petitions,
atlantico-sul-shipyard-pernambuco-brazil,Public campaigns,
atlantico-sul-shipyard-pernambuco-brazil,Street protest/marches,
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,Blockades,
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,Development of a network/collective action,
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,Involvement of national and international NGOs,
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,Media based activism/alternative media,
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,Objections to the EIA,
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,Official complaint letters and petitions,
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,Public campaigns,
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,Street protest/marches,
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,Strikes,
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,Occupation of buildings/public spaces,
pt-tsg-conflict-sumatra-indonesia,Blockades,
pt-tsg-conflict-sumatra-indonesia,Involvement of national and international NGOs,
pt-tsg-conflict-sumatra-indonesia,"Lawsuits, court cases, judicial activism",
pt-tsg-conflict-sumatra-indonesia,Official complaint letters and petitions,
pt-tsg-conflict-sumatra-indonesia,Public campaigns,
pt-tsg-conflict-sumatra-indonesia,Street protest/marches,
pt-tsg-conflict-sumatra-indonesia,Property damage/arson,
pt-tsg-conflict-sumatra-indonesia,Other,
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,"Community-based participative research (popular epidemiology studies, etc..)",
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,Creation of alternative reports/knowledge,
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,Development of a network/collective action,
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,Development of alternative proposals,
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,Involvement of national and international NGOs,
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,"Lawsuits, court cases, judicial activism",
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,Media based activism/alternative media,
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,Objections to the EIA,
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,Official complaint letters and petitions,
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,Public campaigns,
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,Street protest/marches,
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,Other,
rechazo-a-la-extraccion-de-litio-en-las-tapias-cordoba,Creation of alternative reports/knowledge,
rechazo-a-la-extraccion-de-litio-en-las-tapias-cordoba,Development of a network/collective action,
rechazo-a-la-extraccion-de-litio-en-las-tapias-cordoba,Media based activism/alternative media,
rechazo-a-la-extraccion-de-litio-en-las-tapias-cordoba,Official complaint letters and petitions,
rechazo-a-la-extraccion-de-litio-en-las-tapias-cordoba,Public campaigns,
rechazo-a-la-extraccion-de-litio-en-las-tapias-cordoba,Street protest/marches,
jingxin-pharmaceutical-factory,Blockades,
jingxin-pharmaceutical-factory,Official complaint letters and petitions,
jingxin-pharmaceutical-factory,Street protest/marches,
jingxin-pharmaceutical-factory,Property damage/arson,
protest-against-oil-drilling-in-sochi-sochi-in-the-black-sea-russia,Media based activism/alternative media,
protest-against-oil-drilling-in-sochi-sochi-in-the-black-sea-russia,Official complaint letters and petitions,
protest-against-oil-drilling-in-sochi-sochi-in-the-black-sea-russia,Street protest/marches,
protest-against-oil-drilling-in-sochi-sochi-in-the-black-sea-russia,Boycotts of companies-products,
protest-against-oil-drilling-in-sochi-sochi-in-the-black-sea-russia,Other,
ruptured-pipeline-spews-crude-oil-nigeria,Development of a network/collective action,
the-highway-orte-mestre-a-project-with-high-environmental-impact,Blockades,
the-highway-orte-mestre-a-project-with-high-environmental-impact,Boycotts of official procedures/non-participation in official processes,
the-highway-orte-mestre-a-project-with-high-environmental-impact,Creation of alternative reports/knowledge,
the-highway-orte-mestre-a-project-with-high-environmental-impact,Development of a network/collective action,
the-highway-orte-mestre-a-project-with-high-environmental-impact,Development of alternative proposals,
the-highway-orte-mestre-a-project-with-high-environmental-impact,Involvement of national and international NGOs,
the-highway-orte-mestre-a-project-with-high-environmental-impact,"Lawsuits, court cases, judicial activism",
the-highway-orte-mestre-a-project-with-high-environmental-impact,Media based activism/alternative media,
the-highway-orte-mestre-a-project-with-high-environmental-impact,Official complaint letters and petitions,
the-highway-orte-mestre-a-project-with-high-environmental-impact,Public campaigns,
the-highway-orte-mestre-a-project-with-high-environmental-impact,Street protest/marches,
the-highway-orte-mestre-a-project-with-high-environmental-impact,Appeals/recourse to economic valuation of the environment,
tintaya-espinar-peru,Blockades,
tintaya-espinar-peru,"Community-based participative research (popular epidemiology studies, etc..)",
tintaya-espinar-peru,Creation of alternative reports/knowledge,
tintaya-espinar-peru,Development of a network/collective action,
tintaya-espinar-peru,Involvement of national and international NGOs,
tintaya-espinar-peru,"Lawsuits, court cases, judicial activism",
tintaya-espinar-peru,Media based activism/alternative media,
tintaya-espinar-peru,Official complaint letters and petitions,
tintaya-espinar-peru,Public campaigns,
tintaya-espinar-peru,Shareholder/financial activism.,
tintaya-espinar-peru,Street protest/marches,
tintaya-espinar-peru,Strikes,
tintaya-espinar-peru,Occupation of buildings/public spaces,
tintaya-espinar-peru,Arguments for the rights of mother nature,
tintaya-espinar-peru,Appeals/recourse to economic valuation of the environment,
tintaya-espinar-peru,Other,
greenlink-nevada-transmission-project,Development of alternative proposals,
greenlink-nevada-transmission-project,Media based activism/alternative media,
greenlink-nevada-transmission-project,Official complaint letters and petitions,
greenlink-nevada-transmission-project,Street protest/marches,
coro-coro-hidrometalurgica,Blockades,
coro-coro-hidrometalurgica,"Community-based participative research (popular epidemiology studies, etc..)",
coro-coro-hidrometalurgica,Development of a network/collective action,
coro-coro-hidrometalurgica,Land occupation,
coro-coro-hidrometalurgica,Media based activism/alternative media,
coro-coro-hidrometalurgica,Objections to the EIA,
coro-coro-hidrometalurgica,Official complaint letters and petitions,
coro-coro-hidrometalurgica,Public campaigns,
coro-coro-hidrometalurgica,Street protest/marches,
coro-coro-hidrometalurgica,Strikes,
coro-coro-hidrometalurgica,Arguments for the rights of mother nature,
coro-coro-hidrometalurgica,Appeals/recourse to economic valuation of the environment,
coro-coro-hidrometalurgica,Other,
daule-peripa-hydropower-dam-ecuador,Involvement of national and international NGOs,
daule-peripa-hydropower-dam-ecuador,"Lawsuits, court cases, judicial activism",
daule-peripa-hydropower-dam-ecuador,Other,
yellowknife-goldmine-canada,Creation of alternative reports/knowledge,
yellowknife-goldmine-canada,"Lawsuits, court cases, judicial activism",
yellowknife-goldmine-canada,Media based activism/alternative media,
yellowknife-goldmine-canada,Official complaint letters and petitions,
yellowknife-goldmine-canada,Appeals/recourse to economic valuation of the environment,
deep-sea-mining-rejection-in-vancouver,Involvement of national and international NGOs,
deep-sea-mining-rejection-in-vancouver,Public campaigns,
deep-sea-mining-rejection-in-vancouver,Street protest/marches,
deep-sea-mining-rejection-in-vancouver,Appeals/recourse to economic valuation of the environment,
shrimp-farming-bangladesh,"Community-based participative research (popular epidemiology studies, etc..)",
shrimp-farming-bangladesh,Creation of alternative reports/knowledge,
shrimp-farming-bangladesh,Development of a network/collective action,
shrimp-farming-bangladesh,Involvement of national and international NGOs,
shrimp-farming-bangladesh,"Lawsuits, court cases, judicial activism",
shrimp-farming-bangladesh,Media based activism/alternative media,
shrimp-farming-bangladesh,Public campaigns,
shrimp-farming-bangladesh,Street protest/marches,
navarrese-corridor-high-speed-rail,Blockades,
navarrese-corridor-high-speed-rail,Creation of alternative reports/knowledge,
navarrese-corridor-high-speed-rail,Development of a network/collective action,
navarrese-corridor-high-speed-rail,Development of alternative proposals,
navarrese-corridor-high-speed-rail,"Lawsuits, court cases, judicial activism",
navarrese-corridor-high-speed-rail,Media based activism/alternative media,
navarrese-corridor-high-speed-rail,Objections to the EIA,
navarrese-corridor-high-speed-rail,Public campaigns,
navarrese-corridor-high-speed-rail,Referendum other local consultations,
navarrese-corridor-high-speed-rail,Street protest/marches,
navarrese-corridor-high-speed-rail,Occupation of buildings/public spaces,
kasompe-airstrip-demolition-of-300-houses,Involvement of national and international NGOs,
kasompe-airstrip-demolition-of-300-houses,Street protest/marches,
kasompe-airstrip-demolition-of-300-houses,Property damage/arson,
proposed-privatization-of-water-in-new-orleans,Development of a network/collective action,
proposed-privatization-of-water-in-new-orleans,"Lawsuits, court cases, judicial activism",
proposed-privatization-of-water-in-new-orleans,Referendum other local consultations,
proposed-privatization-of-water-in-new-orleans,Street protest/marches,
proposed-privatization-of-water-in-new-orleans,Other,
jindal-steel-captive-power-plant-in-godda-jharkhand-india,Blockades,
jindal-steel-captive-power-plant-in-godda-jharkhand-india,Development of a network/collective action,
jindal-steel-captive-power-plant-in-godda-jharkhand-india,Public campaigns,
jindal-steel-captive-power-plant-in-godda-jharkhand-india,Street protest/marches,
romainville-leisure-park,Development of a network/collective action,
romainville-leisure-park,Land occupation,
romainville-leisure-park,Official complaint letters and petitions,
romainville-leisure-park,Street protest/marches,
simlipal-national-park-conflict-over-conservation-project,Referendum other local consultations,
simlipal-national-park-conflict-over-conservation-project,Street protest/marches,
simlipal-national-park-conflict-over-conservation-project,Appeals/recourse to economic valuation of the environment,
simlipal-national-park-conflict-over-conservation-project,Refusal of compensation,
people-protesting-against-incineration-plants-russia,Official complaint letters and petitions,
people-protesting-against-incineration-plants-russia,Public campaigns,
people-protesting-against-incineration-plants-russia,Street protest/marches,
miike-coal-mine-explosion-japan,"Lawsuits, court cases, judicial activism",
miike-coal-mine-explosion-japan,Refusal of compensation,
miike-coal-mine-explosion-japan,Other,
frinds-of-amager-faelled,Creation of alternative reports/knowledge,
frinds-of-amager-faelled,Development of alternative proposals,
frinds-of-amager-faelled,Involvement of national and international NGOs,
frinds-of-amager-faelled,Media based activism/alternative media,
frinds-of-amager-faelled,Official complaint letters and petitions,
frinds-of-amager-faelled,Public campaigns,
frinds-of-amager-faelled,Street protest/marches,
frinds-of-amager-faelled,Arguments for the rights of mother nature,
baku-tbilisi-ceyhan-pipeline,Media based activism/alternative media,
baspa,Blockades,
baspa,Objections to the EIA,
baspa,Official complaint letters and petitions,
north-weymouth-natural-gas-compressor,Blockades,
north-weymouth-natural-gas-compressor,Development of a network/collective action,
north-weymouth-natural-gas-compressor,Involvement of national and international NGOs,
north-weymouth-natural-gas-compressor,"Lawsuits, court cases, judicial activism",
north-weymouth-natural-gas-compressor,Media based activism/alternative media,
north-weymouth-natural-gas-compressor,Official complaint letters and petitions,
north-weymouth-natural-gas-compressor,Public campaigns,
north-weymouth-natural-gas-compressor,Street protest/marches,
north-weymouth-natural-gas-compressor,Occupation of buildings/public spaces,
north-weymouth-natural-gas-compressor,Appeals/recourse to economic valuation of the environment,
philippine-farmworkers-poisoned-by-dbcp-pesticide,"Community-based participative research (popular epidemiology studies, etc..)",
philippine-farmworkers-poisoned-by-dbcp-pesticide,Development of a network/collective action,
philippine-farmworkers-poisoned-by-dbcp-pesticide,Involvement of national and international NGOs,
philippine-farmworkers-poisoned-by-dbcp-pesticide,"Lawsuits, court cases, judicial activism",
philippine-farmworkers-poisoned-by-dbcp-pesticide,Media based activism/alternative media,
philippine-farmworkers-poisoned-by-dbcp-pesticide,Public campaigns,
philippine-farmworkers-poisoned-by-dbcp-pesticide,Other,
water-contamination-in-biesiesvlei-north-west-south-africa,"Community-based participative research (popular epidemiology studies, etc..)",
water-contamination-in-biesiesvlei-north-west-south-africa,Creation of alternative reports/knowledge,
water-contamination-in-biesiesvlei-north-west-south-africa,Involvement of national and international NGOs,
water-contamination-in-biesiesvlei-north-west-south-africa,"Lawsuits, court cases, judicial activism",
water-contamination-in-biesiesvlei-north-west-south-africa,Street protest/marches,
reopening-of-takahama-nuclear-plants-3-and-4,Involvement of national and international NGOs,
reopening-of-takahama-nuclear-plants-3-and-4,Street protest/marches,
bauxite-mining-in-paderu-visakhapatnam-india,Blockades,
bauxite-mining-in-paderu-visakhapatnam-india,Public campaigns,
bauxite-mining-in-paderu-visakhapatnam-india,Street protest/marches,
bauxite-mining-in-paderu-visakhapatnam-india,Strikes,
gran-inga-hydropower-project-on-congo-river-drc,Creation of alternative reports/knowledge,
gran-inga-hydropower-project-on-congo-river-drc,Development of alternative proposals,
gran-inga-hydropower-project-on-congo-river-drc,Involvement of national and international NGOs,
gran-inga-hydropower-project-on-congo-river-drc,Media based activism/alternative media,
gran-inga-hydropower-project-on-congo-river-drc,Objections to the EIA,
gran-inga-hydropower-project-on-congo-river-drc,Official complaint letters and petitions,
gran-inga-hydropower-project-on-congo-river-drc,Public campaigns,
bafokeng-platinum-mine-south-africa,Boycotts of official procedures/non-participation in official processes,
bafokeng-platinum-mine-south-africa,Land occupation,
bafokeng-platinum-mine-south-africa,"Lawsuits, court cases, judicial activism",
bafokeng-platinum-mine-south-africa,Media based activism/alternative media,
bafokeng-platinum-mine-south-africa,Sabotage,
bafokeng-platinum-mine-south-africa,Shareholder/financial activism.,
bafokeng-platinum-mine-south-africa,Appeals/recourse to economic valuation of the environment,
paramo-de-santurban-colombia,Blockades,
paramo-de-santurban-colombia,"Community-based participative research (popular epidemiology studies, etc..)",
paramo-de-santurban-colombia,Creation of alternative reports/knowledge,
paramo-de-santurban-colombia,Development of a network/collective action,
paramo-de-santurban-colombia,Development of alternative proposals,
paramo-de-santurban-colombia,Involvement of national and international NGOs,
paramo-de-santurban-colombia,"Lawsuits, court cases, judicial activism",
paramo-de-santurban-colombia,Media based activism/alternative media,
paramo-de-santurban-colombia,Objections to the EIA,
paramo-de-santurban-colombia,Official complaint letters and petitions,
paramo-de-santurban-colombia,Public campaigns,
paramo-de-santurban-colombia,Referendum other local consultations,
paramo-de-santurban-colombia,Shareholder/financial activism.,
paramo-de-santurban-colombia,Street protest/marches,
paramo-de-santurban-colombia,Arguments for the rights of mother nature,
paramo-de-santurban-colombia,Appeals/recourse to economic valuation of the environment,
illegal-logging-and-timber-laundering-in-lumphat-wildlife-sanctuary-cambodia,"Community-based participative research (popular epidemiology studies, etc..)",
illegal-logging-and-timber-laundering-in-lumphat-wildlife-sanctuary-cambodia,Creation of alternative reports/knowledge,
illegal-logging-and-timber-laundering-in-lumphat-wildlife-sanctuary-cambodia,Involvement of national and international NGOs,
illegal-logging-and-timber-laundering-in-lumphat-wildlife-sanctuary-cambodia,Official complaint letters and petitions,
illegal-logging-and-timber-laundering-in-lumphat-wildlife-sanctuary-cambodia,Street protest/marches,
glencore-katanga-mining-ltd-in-the-democratic-republic-of-congo-drc,Development of a network/collective action,
glencore-katanga-mining-ltd-in-the-democratic-republic-of-congo-drc,Involvement of national and international NGOs,
glencore-katanga-mining-ltd-in-the-democratic-republic-of-congo-drc,"Lawsuits, court cases, judicial activism",
glencore-katanga-mining-ltd-in-the-democratic-republic-of-congo-drc,Official complaint letters and petitions,
glencore-katanga-mining-ltd-in-the-democratic-republic-of-congo-drc,Street protest/marches,
sardinal-costa-rica,"Artistic and creative actions (eg guerilla theatre, murals)",
sardinal-costa-rica,Blockades,
sardinal-costa-rica,Creation of alternative reports/knowledge,
sardinal-costa-rica,Development of a network/collective action,
sardinal-costa-rica,Development of alternative proposals,
sardinal-costa-rica,Involvement of national and international NGOs,
sardinal-costa-rica,"Lawsuits, court cases, judicial activism",
sardinal-costa-rica,Media based activism/alternative media,
sardinal-costa-rica,Objections to the EIA,
sardinal-costa-rica,Public campaigns,
sardinal-costa-rica,Street protest/marches,
don-sahong-dams-hydropower-project,Creation of alternative reports/knowledge,
don-sahong-dams-hydropower-project,Involvement of national and international NGOs,
don-sahong-dams-hydropower-project,Objections to the EIA,
don-sahong-dams-hydropower-project,Official complaint letters and petitions,
harvards-land-speculation-and-displacement-of-landless-peasants-in-west-bahia-brazil,Development of a network/collective action,
harvards-land-speculation-and-displacement-of-landless-peasants-in-west-bahia-brazil,Involvement of national and international NGOs,
harvards-land-speculation-and-displacement-of-landless-peasants-in-west-bahia-brazil,Land occupation,
harvards-land-speculation-and-displacement-of-landless-peasants-in-west-bahia-brazil,"Lawsuits, court cases, judicial activism",
harvards-land-speculation-and-displacement-of-landless-peasants-in-west-bahia-brazil,Official complaint letters and petitions,
contaminacion-por-carboelectricas-de-la-cfe-en-coahuila-mexico,"Community-based participative research (popular epidemiology studies, etc..)",
contaminacion-por-carboelectricas-de-la-cfe-en-coahuila-mexico,Creation of alternative reports/knowledge,
contaminacion-por-carboelectricas-de-la-cfe-en-coahuila-mexico,Development of a network/collective action,
mining-of-building-materials-and-quarry-treat-indigenous-pitaguary,Development of a network/collective action,
mining-of-building-materials-and-quarry-treat-indigenous-pitaguary,Land occupation,
mining-of-building-materials-and-quarry-treat-indigenous-pitaguary,"Lawsuits, court cases, judicial activism",
mining-of-building-materials-and-quarry-treat-indigenous-pitaguary,Public campaigns,
mining-of-building-materials-and-quarry-treat-indigenous-pitaguary,Occupation of buildings/public spaces,
mining-of-building-materials-and-quarry-treat-indigenous-pitaguary,Arguments for the rights of mother nature,
mining-of-building-materials-and-quarry-treat-indigenous-pitaguary,Other,
offshore-oil-and-gas-exploration-guyana,Creation of alternative reports/knowledge,
offshore-oil-and-gas-exploration-guyana,Development of a network/collective action,
offshore-oil-and-gas-exploration-guyana,Development of alternative proposals,
offshore-oil-and-gas-exploration-guyana,Involvement of national and international NGOs,
offshore-oil-and-gas-exploration-guyana,"Lawsuits, court cases, judicial activism",
offshore-oil-and-gas-exploration-guyana,Media based activism/alternative media,
offshore-oil-and-gas-exploration-guyana,Official complaint letters and petitions,
offshore-oil-and-gas-exploration-guyana,Street protest/marches,
offshore-oil-and-gas-exploration-guyana,Appeals/recourse to economic valuation of the environment,
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,"Artistic and creative actions (eg guerilla theatre, murals)",
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,Blockades,
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,"Community-based participative research (popular epidemiology studies, etc..)",
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,Creation of alternative reports/knowledge,
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,Development of a network/collective action,
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,Involvement of national and international NGOs,
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,"Lawsuits, court cases, judicial activism",
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,Official complaint letters and petitions,
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,Public campaigns,
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,Street protest/marches,
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,Property damage/arson,
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,Arguments for the rights of mother nature,
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,Appeals/recourse to economic valuation of the environment,
dahanu-thermal-power-station-maharashtra-india,Development of a network/collective action,
dahanu-thermal-power-station-maharashtra-india,"Lawsuits, court cases, judicial activism",
dahanu-thermal-power-station-maharashtra-india,Media based activism/alternative media,
dahanu-thermal-power-station-maharashtra-india,Objections to the EIA,
dahanu-thermal-power-station-maharashtra-india,Public campaigns,
dahanu-thermal-power-station-maharashtra-india,Referendum other local consultations,
soy-expansion-and-violent-land-grabbing-at-fazenda-estrondo-bahia-brazil,Development of a network/collective action,
soy-expansion-and-violent-land-grabbing-at-fazenda-estrondo-bahia-brazil,Involvement of national and international NGOs,
soy-expansion-and-violent-land-grabbing-at-fazenda-estrondo-bahia-brazil,"Lawsuits, court cases, judicial activism",
soy-expansion-and-violent-land-grabbing-at-fazenda-estrondo-bahia-brazil,Media based activism/alternative media,
soy-expansion-and-violent-land-grabbing-at-fazenda-estrondo-bahia-brazil,Official complaint letters and petitions,
soy-expansion-and-violent-land-grabbing-at-fazenda-estrondo-bahia-brazil,Public campaigns,
soy-expansion-and-violent-land-grabbing-at-fazenda-estrondo-bahia-brazil,Sabotage,
soy-expansion-and-violent-land-grabbing-at-fazenda-estrondo-bahia-brazil,Street protest/marches,
soy-expansion-and-violent-land-grabbing-at-fazenda-estrondo-bahia-brazil,Property damage/arson,
rovina,Objections to the EIA,
rovina,Official complaint letters and petitions,
rovina,Appeals/recourse to economic valuation of the environment,
riano-dam-spain,Blockades,
riano-dam-spain,Boycotts of official procedures/non-participation in official processes,
riano-dam-spain,Creation of alternative reports/knowledge,
riano-dam-spain,Development of alternative proposals,
riano-dam-spain,Land occupation,
riano-dam-spain,"Lawsuits, court cases, judicial activism",
riano-dam-spain,Media based activism/alternative media,
riano-dam-spain,Official complaint letters and petitions,
riano-dam-spain,Street protest/marches,
riano-dam-spain,Hunger strikes and self immolation,
riano-dam-spain,Other,
cape-gencors-asbestos-mining-milling-activity-south-africa,"Lawsuits, court cases, judicial activism",
daewo-blocks-only-source-of-natural-water-in-okordia-clan,Development of alternative proposals,
daewo-blocks-only-source-of-natural-water-in-okordia-clan,Involvement of national and international NGOs,
daewo-blocks-only-source-of-natural-water-in-okordia-clan,Official complaint letters and petitions,
field-report-209-abandoned-tin-mines-endanger-communities,Involvement of national and international NGOs,
field-report-209-abandoned-tin-mines-endanger-communities,Media based activism/alternative media,
field-report-209-abandoned-tin-mines-endanger-communities,Official complaint letters and petitions,
johnson-controls-lead-processing-kangqiao-shanghai-china,Involvement of national and international NGOs,
johnson-controls-lead-processing-kangqiao-shanghai-china,Media based activism/alternative media,
georgetowns-garbage-woes-and-small-attempts-to-include-waste-pickers-guyana,"Artistic and creative actions (eg guerilla theatre, murals)",
georgetowns-garbage-woes-and-small-attempts-to-include-waste-pickers-guyana,Blockades,
georgetowns-garbage-woes-and-small-attempts-to-include-waste-pickers-guyana,Development of a network/collective action,
georgetowns-garbage-woes-and-small-attempts-to-include-waste-pickers-guyana,Involvement of national and international NGOs,
georgetowns-garbage-woes-and-small-attempts-to-include-waste-pickers-guyana,Street protest/marches,
georgetowns-garbage-woes-and-small-attempts-to-include-waste-pickers-guyana,Hunger strikes and self immolation,
