UID,languages
the-hydro-nuclear-dam-of-chasteuil,es
the-hydro-nuclear-dam-of-chasteuil,it
sakhalin-1-and-2-oil-and-gas-development-projects,en
sakhalin-1-and-2-oil-and-gas-development-projects,es
sakhalin-1-and-2-oil-and-gas-development-projects,it
sakhalin-1-and-2-oil-and-gas-development-projects,fr
sakhalin-1-and-2-oil-and-gas-development-projects,ar
sakhalin-1-and-2-oil-and-gas-development-projects,cn
sakhalin-1-and-2-oil-and-gas-development-projects,tr
pingnan-pollution-case,en
pingnan-pollution-case,cn
pingnan-pollution-case,es
pingnan-pollution-case,tr
pingnan-pollution-case,ar
pingnan-pollution-case,fr
pingnan-pollution-case,it
lack-of-clean-water-in-central-valley-ca-usa,it
lack-of-clean-water-in-central-valley-ca-usa,fr
lack-of-clean-water-in-central-valley-ca-usa,es
lack-of-clean-water-in-central-valley-ca-usa,tr
lack-of-clean-water-in-central-valley-ca-usa,en
lack-of-clean-water-in-central-valley-ca-usa,ar
lack-of-clean-water-in-central-valley-ca-usa,cn
marina-conflict,en
marina-conflict,fr
marina-conflict,cn
marina-conflict,tr
marina-conflict,ar
marina-conflict,es
marina-conflict,it
ho-chunk-tribal,en
ho-chunk-tribal,ar
ho-chunk-tribal,es
ho-chunk-tribal,it
ho-chunk-tribal,tr
ho-chunk-tribal,cn
ho-chunk-tribal,fr
waste-incineration-facility-in-cercs-barcelona-spain,cn
waste-incineration-facility-in-cercs-barcelona-spain,it
waste-incineration-facility-in-cercs-barcelona-spain,ar
waste-incineration-facility-in-cercs-barcelona-spain,tr
waste-incineration-facility-in-cercs-barcelona-spain,es
waste-incineration-facility-in-cercs-barcelona-spain,en
waste-incineration-facility-in-cercs-barcelona-spain,fr
human-rights-and-environmental-violation-for-bauxite-mining-in-the-baphlimali-hills-of-kashipur-rayagada-district-odisha,en
human-rights-and-environmental-violation-for-bauxite-mining-in-the-baphlimali-hills-of-kashipur-rayagada-district-odisha,ar
human-rights-and-environmental-violation-for-bauxite-mining-in-the-baphlimali-hills-of-kashipur-rayagada-district-odisha,cn
human-rights-and-environmental-violation-for-bauxite-mining-in-the-baphlimali-hills-of-kashipur-rayagada-district-odisha,es
human-rights-and-environmental-violation-for-bauxite-mining-in-the-baphlimali-hills-of-kashipur-rayagada-district-odisha,tr
human-rights-and-environmental-violation-for-bauxite-mining-in-the-baphlimali-hills-of-kashipur-rayagada-district-odisha,it
human-rights-and-environmental-violation-for-bauxite-mining-in-the-baphlimali-hills-of-kashipur-rayagada-district-odisha,fr
adivasi-protest-in-gare-pelma-coal-mine-kosampali-chhattisgarh-india,en
adivasi-protest-in-gare-pelma-coal-mine-kosampali-chhattisgarh-india,it
adivasi-protest-in-gare-pelma-coal-mine-kosampali-chhattisgarh-india,tr
adivasi-protest-in-gare-pelma-coal-mine-kosampali-chhattisgarh-india,ar
adivasi-protest-in-gare-pelma-coal-mine-kosampali-chhattisgarh-india,cn
adivasi-protest-in-gare-pelma-coal-mine-kosampali-chhattisgarh-india,fr
adivasi-protest-in-gare-pelma-coal-mine-kosampali-chhattisgarh-india,es
enchroachment-on-mau-forests-complex-kenya,ar
enchroachment-on-mau-forests-complex-kenya,tr
enchroachment-on-mau-forests-complex-kenya,fr
enchroachment-on-mau-forests-complex-kenya,es
enchroachment-on-mau-forests-complex-kenya,it
enchroachment-on-mau-forests-complex-kenya,cn
enchroachment-on-mau-forests-complex-kenya,en
environmental-injustices-for-roma-people-along-the-sajo-river-in-sajoszentpeter-hungary,en
environmental-injustices-for-roma-people-along-the-sajo-river-in-sajoszentpeter-hungary,ar
environmental-injustices-for-roma-people-along-the-sajo-river-in-sajoszentpeter-hungary,cn
environmental-injustices-for-roma-people-along-the-sajo-river-in-sajoszentpeter-hungary,fr
environmental-injustices-for-roma-people-along-the-sajo-river-in-sajoszentpeter-hungary,es
environmental-injustices-for-roma-people-along-the-sajo-river-in-sajoszentpeter-hungary,it
environmental-injustices-for-roma-people-along-the-sajo-river-in-sajoszentpeter-hungary,tr
wind-farm-at-volovja-reber-slovenia,cn
wind-farm-at-volovja-reber-slovenia,tr
wind-farm-at-volovja-reber-slovenia,fr
wind-farm-at-volovja-reber-slovenia,es
wind-farm-at-volovja-reber-slovenia,ar
wind-farm-at-volovja-reber-slovenia,it
wind-farm-at-volovja-reber-slovenia,en
fracking-sobre-el-acuifero-guarani,en
fracking-sobre-el-acuifero-guarani,ar
fracking-sobre-el-acuifero-guarani,es
fracking-sobre-el-acuifero-guarani,cn
fracking-sobre-el-acuifero-guarani,tr
fracking-sobre-el-acuifero-guarani,it
fracking-sobre-el-acuifero-guarani,fr
ikwezi-coal-mining-project-in-dannhauser-newcastle-south-africa,it
ikwezi-coal-mining-project-in-dannhauser-newcastle-south-africa,cn
ikwezi-coal-mining-project-in-dannhauser-newcastle-south-africa,en
ikwezi-coal-mining-project-in-dannhauser-newcastle-south-africa,tr
ikwezi-coal-mining-project-in-dannhauser-newcastle-south-africa,fr
ikwezi-coal-mining-project-in-dannhauser-newcastle-south-africa,ar
ikwezi-coal-mining-project-in-dannhauser-newcastle-south-africa,es
tres-valles-coquimbo-chile,en
tres-valles-coquimbo-chile,it
tres-valles-coquimbo-chile,tr
tres-valles-coquimbo-chile,cn
tres-valles-coquimbo-chile,ar
tres-valles-coquimbo-chile,es
tres-valles-coquimbo-chile,fr
granite-extraction-in-karoonjhar-mountain-in-sindh-pakistan,en
granite-extraction-in-karoonjhar-mountain-in-sindh-pakistan,es
granite-extraction-in-karoonjhar-mountain-in-sindh-pakistan,ar
granite-extraction-in-karoonjhar-mountain-in-sindh-pakistan,fr
granite-extraction-in-karoonjhar-mountain-in-sindh-pakistan,tr
granite-extraction-in-karoonjhar-mountain-in-sindh-pakistan,cn
granite-extraction-in-karoonjhar-mountain-in-sindh-pakistan,it
new-terminal-of-the-paris-roissy-airport,es
new-terminal-of-the-paris-roissy-airport,cn
new-terminal-of-the-paris-roissy-airport,ar
new-terminal-of-the-paris-roissy-airport,fr
new-terminal-of-the-paris-roissy-airport,en
new-terminal-of-the-paris-roissy-airport,tr
new-terminal-of-the-paris-roissy-airport,it
proposed-tanjung-jati-a-coal-fired-power-plant-indonesia,cn
proposed-tanjung-jati-a-coal-fired-power-plant-indonesia,en
proposed-tanjung-jati-a-coal-fired-power-plant-indonesia,es
proposed-tanjung-jati-a-coal-fired-power-plant-indonesia,it
proposed-tanjung-jati-a-coal-fired-power-plant-indonesia,fr
proposed-tanjung-jati-a-coal-fired-power-plant-indonesia,tr
proposed-tanjung-jati-a-coal-fired-power-plant-indonesia,ar
canadas-nuclear-waste-management-organizations-proposal-for-a-nuclear-repository-in-treaty-3-land-near-ignace-ontario-canada,es
canadas-nuclear-waste-management-organizations-proposal-for-a-nuclear-repository-in-treaty-3-land-near-ignace-ontario-canada,tr
canadas-nuclear-waste-management-organizations-proposal-for-a-nuclear-repository-in-treaty-3-land-near-ignace-ontario-canada,cn
canadas-nuclear-waste-management-organizations-proposal-for-a-nuclear-repository-in-treaty-3-land-near-ignace-ontario-canada,fr
canadas-nuclear-waste-management-organizations-proposal-for-a-nuclear-repository-in-treaty-3-land-near-ignace-ontario-canada,en
canadas-nuclear-waste-management-organizations-proposal-for-a-nuclear-repository-in-treaty-3-land-near-ignace-ontario-canada,it
canadas-nuclear-waste-management-organizations-proposal-for-a-nuclear-repository-in-treaty-3-land-near-ignace-ontario-canada,ar
tamanthi-dam-cancelled-following-devastating-impacts-chindwin-river-sagaing-division-myanmar,it
tamanthi-dam-cancelled-following-devastating-impacts-chindwin-river-sagaing-division-myanmar,tr
tamanthi-dam-cancelled-following-devastating-impacts-chindwin-river-sagaing-division-myanmar,ar
tamanthi-dam-cancelled-following-devastating-impacts-chindwin-river-sagaing-division-myanmar,cn
tamanthi-dam-cancelled-following-devastating-impacts-chindwin-river-sagaing-division-myanmar,en
tamanthi-dam-cancelled-following-devastating-impacts-chindwin-river-sagaing-division-myanmar,fr
tamanthi-dam-cancelled-following-devastating-impacts-chindwin-river-sagaing-division-myanmar,es
antarctic-ocean-sanctuary-argentine-chile-and-the-uk-antarctica,fr
antarctic-ocean-sanctuary-argentine-chile-and-the-uk-antarctica,ar
antarctic-ocean-sanctuary-argentine-chile-and-the-uk-antarctica,tr
antarctic-ocean-sanctuary-argentine-chile-and-the-uk-antarctica,it
antarctic-ocean-sanctuary-argentine-chile-and-the-uk-antarctica,es
antarctic-ocean-sanctuary-argentine-chile-and-the-uk-antarctica,cn
antarctic-ocean-sanctuary-argentine-chile-and-the-uk-antarctica,en
morococha-displacement-toromocho-project-peru,en
morococha-displacement-toromocho-project-peru,ar
morococha-displacement-toromocho-project-peru,fr
morococha-displacement-toromocho-project-peru,cn
morococha-displacement-toromocho-project-peru,it
morococha-displacement-toromocho-project-peru,tr
morococha-displacement-toromocho-project-peru,es
sponge-iron-plants-in-odisha-india,en
sponge-iron-plants-in-odisha-india,it
sponge-iron-plants-in-odisha-india,ar
sponge-iron-plants-in-odisha-india,cn
sponge-iron-plants-in-odisha-india,fr
sponge-iron-plants-in-odisha-india,es
sponge-iron-plants-in-odisha-india,tr
rukuda-irrigation-dam-orissa-india,it
rukuda-irrigation-dam-orissa-india,fr
rukuda-irrigation-dam-orissa-india,ar
rukuda-irrigation-dam-orissa-india,tr
rukuda-irrigation-dam-orissa-india,cn
rukuda-irrigation-dam-orissa-india,en
rukuda-irrigation-dam-orissa-india,es
oil-seed-farming-project-in-tana-river-delta-kenya,en
oil-seed-farming-project-in-tana-river-delta-kenya,it
oil-seed-farming-project-in-tana-river-delta-kenya,ar
oil-seed-farming-project-in-tana-river-delta-kenya,tr
oil-seed-farming-project-in-tana-river-delta-kenya,cn
oil-seed-farming-project-in-tana-river-delta-kenya,fr
oil-seed-farming-project-in-tana-river-delta-kenya,es
arlindo-marques-vs-celtejo-empresa-de-celulose-do-tejo-sa,en
arlindo-marques-vs-celtejo-empresa-de-celulose-do-tejo-sa,es
arlindo-marques-vs-celtejo-empresa-de-celulose-do-tejo-sa,ar
arlindo-marques-vs-celtejo-empresa-de-celulose-do-tejo-sa,tr
arlindo-marques-vs-celtejo-empresa-de-celulose-do-tejo-sa,fr
arlindo-marques-vs-celtejo-empresa-de-celulose-do-tejo-sa,cn
arlindo-marques-vs-celtejo-empresa-de-celulose-do-tejo-sa,it
indonesia-morowali-industrial-park-imip1,ar
indonesia-morowali-industrial-park-imip1,cn
indonesia-morowali-industrial-park-imip1,en
indonesia-morowali-industrial-park-imip1,es
indonesia-morowali-industrial-park-imip1,fr
indonesia-morowali-industrial-park-imip1,tr
indonesia-morowali-industrial-park-imip1,it
cochabamba-water-war-bolivia,tr
cochabamba-water-war-bolivia,fr
cochabamba-water-war-bolivia,es
cochabamba-water-war-bolivia,it
cochabamba-water-war-bolivia,ar
cochabamba-water-war-bolivia,en
cochabamba-water-war-bolivia,cn
minera-aguilar-amenaza-humahuaca-argentina,en
minera-aguilar-amenaza-humahuaca-argentina,it
minera-aguilar-amenaza-humahuaca-argentina,ar
minera-aguilar-amenaza-humahuaca-argentina,cn
minera-aguilar-amenaza-humahuaca-argentina,es
minera-aguilar-amenaza-humahuaca-argentina,tr
minera-aguilar-amenaza-humahuaca-argentina,fr
israeli-stone-quarrying-in-the-occupied-palestinian-territory,it
israeli-stone-quarrying-in-the-occupied-palestinian-territory,cn
israeli-stone-quarrying-in-the-occupied-palestinian-territory,fr
israeli-stone-quarrying-in-the-occupied-palestinian-territory,ar
israeli-stone-quarrying-in-the-occupied-palestinian-territory,en
israeli-stone-quarrying-in-the-occupied-palestinian-territory,es
israeli-stone-quarrying-in-the-occupied-palestinian-territory,tr
proyecto-hidroelectrico-el-chaparral-el-salvador,en
proyecto-hidroelectrico-el-chaparral-el-salvador,ar
proyecto-hidroelectrico-el-chaparral-el-salvador,tr
proyecto-hidroelectrico-el-chaparral-el-salvador,it
proyecto-hidroelectrico-el-chaparral-el-salvador,cn
proyecto-hidroelectrico-el-chaparral-el-salvador,es
proyecto-hidroelectrico-el-chaparral-el-salvador,fr
silawathurei-mass-scale-cashew-plantation-project,ar
silawathurei-mass-scale-cashew-plantation-project,cn
silawathurei-mass-scale-cashew-plantation-project,fr
silawathurei-mass-scale-cashew-plantation-project,es
silawathurei-mass-scale-cashew-plantation-project,it
silawathurei-mass-scale-cashew-plantation-project,tr
silawathurei-mass-scale-cashew-plantation-project,en
agroquimicos-e-insuficiencia-renal-san-luis-talpa-el-salvador,en
agroquimicos-e-insuficiencia-renal-san-luis-talpa-el-salvador,ar
agroquimicos-e-insuficiencia-renal-san-luis-talpa-el-salvador,es
agroquimicos-e-insuficiencia-renal-san-luis-talpa-el-salvador,cn
agroquimicos-e-insuficiencia-renal-san-luis-talpa-el-salvador,tr
agroquimicos-e-insuficiencia-renal-san-luis-talpa-el-salvador,it
agroquimicos-e-insuficiencia-renal-san-luis-talpa-el-salvador,fr
cerro-matoso-colombia,en
cerro-matoso-colombia,cn
cerro-matoso-colombia,ar
cerro-matoso-colombia,es
cerro-matoso-colombia,tr
cerro-matoso-colombia,it
cerro-matoso-colombia,fr
tolten-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,en
tolten-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,it
tolten-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,tr
tolten-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,cn
tolten-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,fr
tolten-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,ar
tolten-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,es
new-airport-and-illegal-logging-in-creel-chihuahua-mexico,en
new-airport-and-illegal-logging-in-creel-chihuahua-mexico,cn
new-airport-and-illegal-logging-in-creel-chihuahua-mexico,ar
new-airport-and-illegal-logging-in-creel-chihuahua-mexico,it
new-airport-and-illegal-logging-in-creel-chihuahua-mexico,es
new-airport-and-illegal-logging-in-creel-chihuahua-mexico,fr
new-airport-and-illegal-logging-in-creel-chihuahua-mexico,tr
hydroelectric-power-station-in-gratkorn-and-its-implication-on-environment-and-local-inhabitants,cn
hydroelectric-power-station-in-gratkorn-and-its-implication-on-environment-and-local-inhabitants,it
hydroelectric-power-station-in-gratkorn-and-its-implication-on-environment-and-local-inhabitants,fr
hydroelectric-power-station-in-gratkorn-and-its-implication-on-environment-and-local-inhabitants,es
hydroelectric-power-station-in-gratkorn-and-its-implication-on-environment-and-local-inhabitants,ar
hydroelectric-power-station-in-gratkorn-and-its-implication-on-environment-and-local-inhabitants,en
hydroelectric-power-station-in-gratkorn-and-its-implication-on-environment-and-local-inhabitants,tr
china-national-nuclear-corporation-cnncs-longwan-industrial-park-project-jiangmen-guangdong-china,cn
china-national-nuclear-corporation-cnncs-longwan-industrial-park-project-jiangmen-guangdong-china,tr
china-national-nuclear-corporation-cnncs-longwan-industrial-park-project-jiangmen-guangdong-china,fr
china-national-nuclear-corporation-cnncs-longwan-industrial-park-project-jiangmen-guangdong-china,es
china-national-nuclear-corporation-cnncs-longwan-industrial-park-project-jiangmen-guangdong-china,ar
china-national-nuclear-corporation-cnncs-longwan-industrial-park-project-jiangmen-guangdong-china,it
china-national-nuclear-corporation-cnncs-longwan-industrial-park-project-jiangmen-guangdong-china,en
shell-gas-flaring-in-opolo-epie-nigeria,en
shell-gas-flaring-in-opolo-epie-nigeria,cn
shell-gas-flaring-in-opolo-epie-nigeria,ar
shell-gas-flaring-in-opolo-epie-nigeria,fr
shell-gas-flaring-in-opolo-epie-nigeria,tr
shell-gas-flaring-in-opolo-epie-nigeria,es
shell-gas-flaring-in-opolo-epie-nigeria,it
tabio-rio-frio-mining-activities-colombia,it
tabio-rio-frio-mining-activities-colombia,es
tabio-rio-frio-mining-activities-colombia,cn
tabio-rio-frio-mining-activities-colombia,ar
tabio-rio-frio-mining-activities-colombia,fr
tabio-rio-frio-mining-activities-colombia,tr
tabio-rio-frio-mining-activities-colombia,en
marsh-arabs-and-draining-of-iraqi-wetlands-iraq,es
marsh-arabs-and-draining-of-iraqi-wetlands-iraq,it
marsh-arabs-and-draining-of-iraqi-wetlands-iraq,fr
marsh-arabs-and-draining-of-iraqi-wetlands-iraq,ar
marsh-arabs-and-draining-of-iraqi-wetlands-iraq,en
marsh-arabs-and-draining-of-iraqi-wetlands-iraq,cn
marsh-arabs-and-draining-of-iraqi-wetlands-iraq,tr
oposicion-de-comunidades-indigenas-a-la-xi-ronda-petrolera,en
oposicion-de-comunidades-indigenas-a-la-xi-ronda-petrolera,es
oposicion-de-comunidades-indigenas-a-la-xi-ronda-petrolera,fr
oposicion-de-comunidades-indigenas-a-la-xi-ronda-petrolera,tr
oposicion-de-comunidades-indigenas-a-la-xi-ronda-petrolera,ar
oposicion-de-comunidades-indigenas-a-la-xi-ronda-petrolera,it
oposicion-de-comunidades-indigenas-a-la-xi-ronda-petrolera,cn
salaverna-minera-tahuaya-grupo-frisco-mexico,it
salaverna-minera-tahuaya-grupo-frisco-mexico,cn
salaverna-minera-tahuaya-grupo-frisco-mexico,es
salaverna-minera-tahuaya-grupo-frisco-mexico,fr
salaverna-minera-tahuaya-grupo-frisco-mexico,ar
salaverna-minera-tahuaya-grupo-frisco-mexico,tr
salaverna-minera-tahuaya-grupo-frisco-mexico,en
tourism-vs-fishery-xcalak-quintana-roo,it
tourism-vs-fishery-xcalak-quintana-roo,fr
tourism-vs-fishery-xcalak-quintana-roo,tr
tourism-vs-fishery-xcalak-quintana-roo,ar
tourism-vs-fishery-xcalak-quintana-roo,en
tourism-vs-fishery-xcalak-quintana-roo,es
tourism-vs-fishery-xcalak-quintana-roo,cn
serlui-b-hydropower-project-mizoram-india,it
serlui-b-hydropower-project-mizoram-india,cn
serlui-b-hydropower-project-mizoram-india,ar
serlui-b-hydropower-project-mizoram-india,es
serlui-b-hydropower-project-mizoram-india,en
serlui-b-hydropower-project-mizoram-india,fr
serlui-b-hydropower-project-mizoram-india,tr
proyecto-minero-el-corpus-honduras,tr
proyecto-minero-el-corpus-honduras,ar
proyecto-minero-el-corpus-honduras,cn
proyecto-minero-el-corpus-honduras,es
proyecto-minero-el-corpus-honduras,it
proyecto-minero-el-corpus-honduras,fr
proyecto-minero-el-corpus-honduras,en
tata-mundra-ultra-mega-power-project-gujarat-india,en
tata-mundra-ultra-mega-power-project-gujarat-india,it
tata-mundra-ultra-mega-power-project-gujarat-india,ar
tata-mundra-ultra-mega-power-project-gujarat-india,es
tata-mundra-ultra-mega-power-project-gujarat-india,cn
tata-mundra-ultra-mega-power-project-gujarat-india,fr
tata-mundra-ultra-mega-power-project-gujarat-india,tr
the-mattaponi-tribe-against-virginias-king-william-reservoir-project,tr
the-mattaponi-tribe-against-virginias-king-william-reservoir-project,it
the-mattaponi-tribe-against-virginias-king-william-reservoir-project,en
the-mattaponi-tribe-against-virginias-king-william-reservoir-project,cn
the-mattaponi-tribe-against-virginias-king-william-reservoir-project,es
the-mattaponi-tribe-against-virginias-king-william-reservoir-project,fr
the-mattaponi-tribe-against-virginias-king-william-reservoir-project,ar
acueducto-independencia-hermosillo-sonora,en
acueducto-independencia-hermosillo-sonora,it
acueducto-independencia-hermosillo-sonora,ar
acueducto-independencia-hermosillo-sonora,cn
acueducto-independencia-hermosillo-sonora,es
acueducto-independencia-hermosillo-sonora,tr
acueducto-independencia-hermosillo-sonora,fr
coltan-parque-nacional-puinawai-colombia,en
coltan-parque-nacional-puinawai-colombia,fr
coltan-parque-nacional-puinawai-colombia,tr
coltan-parque-nacional-puinawai-colombia,cn
coltan-parque-nacional-puinawai-colombia,it
coltan-parque-nacional-puinawai-colombia,es
coltan-parque-nacional-puinawai-colombia,ar
colombian-wastepickers-inclusive-labor-conditions-put-at-risk-by-change-in-policies,tr
colombian-wastepickers-inclusive-labor-conditions-put-at-risk-by-change-in-policies,cn
colombian-wastepickers-inclusive-labor-conditions-put-at-risk-by-change-in-policies,fr
colombian-wastepickers-inclusive-labor-conditions-put-at-risk-by-change-in-policies,es
colombian-wastepickers-inclusive-labor-conditions-put-at-risk-by-change-in-policies,it
colombian-wastepickers-inclusive-labor-conditions-put-at-risk-by-change-in-policies,ar
colombian-wastepickers-inclusive-labor-conditions-put-at-risk-by-change-in-policies,en
exploracion-y-explotacion-petrolera-en-el-piedemonte-llanero-colombia,en
exploracion-y-explotacion-petrolera-en-el-piedemonte-llanero-colombia,it
exploracion-y-explotacion-petrolera-en-el-piedemonte-llanero-colombia,ar
exploracion-y-explotacion-petrolera-en-el-piedemonte-llanero-colombia,tr
exploracion-y-explotacion-petrolera-en-el-piedemonte-llanero-colombia,cn
exploracion-y-explotacion-petrolera-en-el-piedemonte-llanero-colombia,es
exploracion-y-explotacion-petrolera-en-el-piedemonte-llanero-colombia,fr
mtunzini-exxaro-proposed-sand-mining-south-africa,en
mtunzini-exxaro-proposed-sand-mining-south-africa,ar
mtunzini-exxaro-proposed-sand-mining-south-africa,cn
mtunzini-exxaro-proposed-sand-mining-south-africa,fr
mtunzini-exxaro-proposed-sand-mining-south-africa,es
mtunzini-exxaro-proposed-sand-mining-south-africa,tr
mtunzini-exxaro-proposed-sand-mining-south-africa,it
laguna-de-llancanelo-mendoza-actividad-petrolera-en-areas-naturales-protegidas,es
laguna-de-llancanelo-mendoza-actividad-petrolera-en-areas-naturales-protegidas,cn
laguna-de-llancanelo-mendoza-actividad-petrolera-en-areas-naturales-protegidas,ar
laguna-de-llancanelo-mendoza-actividad-petrolera-en-areas-naturales-protegidas,fr
laguna-de-llancanelo-mendoza-actividad-petrolera-en-areas-naturales-protegidas,tr
laguna-de-llancanelo-mendoza-actividad-petrolera-en-areas-naturales-protegidas,en
laguna-de-llancanelo-mendoza-actividad-petrolera-en-areas-naturales-protegidas,it
monsanto-gm-crops-egypt,it
monsanto-gm-crops-egypt,tr
monsanto-gm-crops-egypt,fr
monsanto-gm-crops-egypt,ar
monsanto-gm-crops-egypt,cn
monsanto-gm-crops-egypt,en
monsanto-gm-crops-egypt,es
barbuda-new-airport,cn
barbuda-new-airport,it
barbuda-new-airport,tr
barbuda-new-airport,ar
barbuda-new-airport,es
barbuda-new-airport,fr
barbuda-new-airport,en
illegal-industrial-discharge-from-coal-chemical-plant-threatened-villagers-livelihood-in-yulin-shaanxi-china,ar
illegal-industrial-discharge-from-coal-chemical-plant-threatened-villagers-livelihood-in-yulin-shaanxi-china,es
illegal-industrial-discharge-from-coal-chemical-plant-threatened-villagers-livelihood-in-yulin-shaanxi-china,en
illegal-industrial-discharge-from-coal-chemical-plant-threatened-villagers-livelihood-in-yulin-shaanxi-china,fr
illegal-industrial-discharge-from-coal-chemical-plant-threatened-villagers-livelihood-in-yulin-shaanxi-china,it
illegal-industrial-discharge-from-coal-chemical-plant-threatened-villagers-livelihood-in-yulin-shaanxi-china,cn
illegal-industrial-discharge-from-coal-chemical-plant-threatened-villagers-livelihood-in-yulin-shaanxi-china,tr
titiribi-antioquia-colombia,en
titiribi-antioquia-colombia,fr
titiribi-antioquia-colombia,ar
titiribi-antioquia-colombia,it
titiribi-antioquia-colombia,tr
titiribi-antioquia-colombia,es
titiribi-antioquia-colombia,cn
marine-protected-area-ross-sea-antarctica,cn
marine-protected-area-ross-sea-antarctica,es
marine-protected-area-ross-sea-antarctica,fr
marine-protected-area-ross-sea-antarctica,ar
marine-protected-area-ross-sea-antarctica,it
marine-protected-area-ross-sea-antarctica,en
marine-protected-area-ross-sea-antarctica,tr
tree-cutting-jessore,en
tree-cutting-jessore,tr
tree-cutting-jessore,it
tree-cutting-jessore,ar
tree-cutting-jessore,fr
tree-cutting-jessore,es
tree-cutting-jessore,cn
kushinagar-international-airport-up-india,ar
kushinagar-international-airport-up-india,cn
kushinagar-international-airport-up-india,es
kushinagar-international-airport-up-india,tr
kushinagar-international-airport-up-india,fr
kushinagar-international-airport-up-india,en
kushinagar-international-airport-up-india,it
tipaimukh-dam-india,en
tipaimukh-dam-india,es
tipaimukh-dam-india,tr
tipaimukh-dam-india,cn
tipaimukh-dam-india,it
tipaimukh-dam-india,fr
tipaimukh-dam-india,ar
digby-island-proposed-nexxen-aurora-lng-fracked-gas-export-facility-bc-canada,en
digby-island-proposed-nexxen-aurora-lng-fracked-gas-export-facility-bc-canada,it
digby-island-proposed-nexxen-aurora-lng-fracked-gas-export-facility-bc-canada,tr
digby-island-proposed-nexxen-aurora-lng-fracked-gas-export-facility-bc-canada,ar
digby-island-proposed-nexxen-aurora-lng-fracked-gas-export-facility-bc-canada,cn
digby-island-proposed-nexxen-aurora-lng-fracked-gas-export-facility-bc-canada,es
digby-island-proposed-nexxen-aurora-lng-fracked-gas-export-facility-bc-canada,fr
areva-uranium-mining-in-imouraren-niger,en
areva-uranium-mining-in-imouraren-niger,it
areva-uranium-mining-in-imouraren-niger,tr
areva-uranium-mining-in-imouraren-niger,cn
areva-uranium-mining-in-imouraren-niger,ar
areva-uranium-mining-in-imouraren-niger,fr
areva-uranium-mining-in-imouraren-niger,es
tucurui-hydroelectric-dam-and-the-assassination-of-dilma-ferreira-silva-para-brazil,en
tucurui-hydroelectric-dam-and-the-assassination-of-dilma-ferreira-silva-para-brazil,es
tucurui-hydroelectric-dam-and-the-assassination-of-dilma-ferreira-silva-para-brazil,ar
tucurui-hydroelectric-dam-and-the-assassination-of-dilma-ferreira-silva-para-brazil,fr
tucurui-hydroelectric-dam-and-the-assassination-of-dilma-ferreira-silva-para-brazil,tr
tucurui-hydroelectric-dam-and-the-assassination-of-dilma-ferreira-silva-para-brazil,it
tucurui-hydroelectric-dam-and-the-assassination-of-dilma-ferreira-silva-para-brazil,cn
anambra-cargo-airport,cn
anambra-cargo-airport,ar
anambra-cargo-airport,it
anambra-cargo-airport,tr
anambra-cargo-airport,es
anambra-cargo-airport,fr
anambra-cargo-airport,en
resistance-to-chevron-ypf-fracking,en
resistance-to-chevron-ypf-fracking,tr
resistance-to-chevron-ypf-fracking,cn
resistance-to-chevron-ypf-fracking,it
resistance-to-chevron-ypf-fracking,es
resistance-to-chevron-ypf-fracking,fr
resistance-to-chevron-ypf-fracking,ar
avenue-royale-casablanca-morocco,en
avenue-royale-casablanca-morocco,es
avenue-royale-casablanca-morocco,cn
avenue-royale-casablanca-morocco,it
avenue-royale-casablanca-morocco,fr
avenue-royale-casablanca-morocco,ar
avenue-royale-casablanca-morocco,tr
mining-in-esmeraldas,en
mining-in-esmeraldas,tr
mining-in-esmeraldas,cn
mining-in-esmeraldas,ar
mining-in-esmeraldas,it
mining-in-esmeraldas,fr
mining-in-esmeraldas,es
tan-rai-bauxite-mining-in-central-highlands-vietnam,en
tan-rai-bauxite-mining-in-central-highlands-vietnam,es
tan-rai-bauxite-mining-in-central-highlands-vietnam,ar
tan-rai-bauxite-mining-in-central-highlands-vietnam,tr
tan-rai-bauxite-mining-in-central-highlands-vietnam,fr
tan-rai-bauxite-mining-in-central-highlands-vietnam,cn
tan-rai-bauxite-mining-in-central-highlands-vietnam,it
obskaya-bovanenkovo-railroad-arctic-russia,en
obskaya-bovanenkovo-railroad-arctic-russia,ar
obskaya-bovanenkovo-railroad-arctic-russia,tr
obskaya-bovanenkovo-railroad-arctic-russia,cn
obskaya-bovanenkovo-railroad-arctic-russia,fr
obskaya-bovanenkovo-railroad-arctic-russia,es
obskaya-bovanenkovo-railroad-arctic-russia,it
sabatoru-suffers-another-oil-spill-from-agip-pipelines,en
sabatoru-suffers-another-oil-spill-from-agip-pipelines,es
sabatoru-suffers-another-oil-spill-from-agip-pipelines,cn
sabatoru-suffers-another-oil-spill-from-agip-pipelines,fr
sabatoru-suffers-another-oil-spill-from-agip-pipelines,ar
sabatoru-suffers-another-oil-spill-from-agip-pipelines,tr
sabatoru-suffers-another-oil-spill-from-agip-pipelines,it
european-fishing-vessels-in-western-sahara,en
