UID,name,government_actors
nitta-gelatin-india-ltd-ngil-india,Kerala State Industrial Development Corporation ,
bt-kemi-teckomatorp-skane-sweden,The County Administrative Board ,
bt-kemi-teckomatorp-skane-sweden,Svalöv Municipality ,
bt-kemi-teckomatorp-skane-sweden,Licensing Board ,
bt-kemi-teckomatorp-skane-sweden,Health and Social Welfare Board ,
stora-enso-plantations-china,Government of China,
cementera-en-los-haitises-republica-dominicana,Sub Secretaria de Estado de Areas Protegidas,
ganadera-bocas-sa-in-naso-indigenous-territory-panama,Government of Panama,
ganadera-bocas-sa-in-naso-indigenous-territory-panama,Municipality of Changuinola,
ganadera-bocas-sa-in-naso-indigenous-territory-panama,Civil Defense Commission,
simhadri-thermal-power-plant-andhra-pradesh-india,Andhra Pradesh Pollution Control Board,
exploration-of-oil-in-block-10bb-and-block-13t-turkana-kenya,Ministry of Energy; Ministry of Planning and Devolution,
lead-contamination-in-santo-amaro-bahia-brazil,State Government of Bahia,
lead-contamination-in-santo-amaro-bahia-brazil,City Hall of Santo Amaro,
lead-contamination-in-santo-amaro-bahia-brazil,Conselho Nacional de Segurana Alimentar e Nutricional - Consea,
lead-contamination-in-santo-amaro-bahia-brazil,Centro de Recursos Ambientais - CRA,
lead-contamination-in-santo-amaro-bahia-brazil,Fundacao Nacional de Saude - Funasa,
lead-contamination-in-santo-amaro-bahia-brazil,Coordenacao Geral de Vigilancia em Saude Ambiental do Ministerio da Saude ,
lead-contamination-in-santo-amaro-bahia-brazil,Superintendencia de Vigilancia e Protecao da Sade (Suvisa) da Secretaria da Saude do Estado da Bahia ,
lgv-bordeaux-spain-northern-basque-country-france,French Government.,
pcb-contamination-in-warren-county-usa,State of North Carolina,
pcb-contamination-in-warren-county-usa,Warren County,
el-cerrejon-mine-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
el-cerrejon-mine-colombia,Policia Nacional,
el-cerrejon-mine-colombia,Ingeominas ,
el-cerrejon-mine-colombia,Contraloria General de la Republica,
el-cerrejon-mine-colombia,Procuraduria General de la Nacion,
el-cerrejon-mine-colombia,Corte Suprema de Justicia,
el-cerrejon-mine-colombia,Gobernacion de la Guajira,
el-cerrejon-mine-colombia,Alcaldia de Hatonuevo,
el-cerrejon-mine-colombia,Fiscalia General de la Nacion,
pt-ica-land-conflict-on-sumatra-indonesia,Ministry of Forestry,
taraira-vaupes-colombia,Presidencia de la Republica,
taraira-vaupes-colombia,Ministerio de Minas y Energia,
taraira-vaupes-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
taraira-vaupes-colombia,Ministerio de Interior,
taraira-vaupes-colombia,Parques Nacionales Naturales de Colombia,
cerro-la-jacoba-colombia,Ministerio de Minas y Energia,
cerro-la-jacoba-colombia,Ingeominas ,
cerro-la-jacoba-colombia,Alcaldia Municipal de La Union,
cerro-la-jacoba-colombia,San Lorenzo y San Pedro Cartago,
cerro-la-jacoba-colombia,Concejo Municipal de La Union,
gyeongju-nuclear-waste-site-south-korea,The Ministry of Education,
gyeongju-nuclear-waste-site-south-korea,Science,
gyeongju-nuclear-waste-site-south-korea,and Technology (MEST).,
gyeongju-nuclear-waste-site-south-korea,The Korean Atomic Energy Commission (KAEC) is the highest order policy-making body on nuclear matters. South Koreas Prime Minister is the chairperson overseeing such matters.[6],
gyeongju-nuclear-waste-site-south-korea,As of 2009,
gyeongju-nuclear-waste-site-south-korea,all nuclear waste disposal falls under the authority of the Korean Radioactive Waste Management Company. ,
sifca-rubber-and-oil-palm-plantations-liberia,Representative Bhofal Chambers,
sifca-rubber-and-oil-palm-plantations-liberia,Liberian National Government,
sifca-rubber-and-oil-palm-plantations-liberia,Ministry of Labor,
lanco-babandh-power-station-dhenkanal-orissa-india,Government of Orissa,
lanco-babandh-power-station-dhenkanal-orissa-india,State Pollution Control Board,
lanco-babandh-power-station-dhenkanal-orissa-india,Orissa,
dhopave-thermal-power-project-maharastra-india,State Forest Department,
dhopave-thermal-power-project-maharastra-india,Airport Authority of India,
dhopave-thermal-power-project-maharastra-india,Maharashtra Pollution Control Board,
dhopave-thermal-power-project-maharastra-india,Maharashtra Coastal Zone Management Authority,
dhopave-thermal-power-project-maharastra-india,State Environment Department,
dhopave-thermal-power-project-maharastra-india,State Mining Department,
dhopave-thermal-power-project-maharastra-india,Maharashtra Maritime Board,
dhopave-thermal-power-project-maharastra-india,Maharashtra Water Resources Department,
concentrated-animal-feeding-operations-and-minority-residents-in-kenansville-north-carolina-usa,One major problem is that the Department of Health does not have the authority to regulate CAFOs in North Carolina.,
ntacua-tree-plantations-in-zambezia-mozambique,The government of Mozambique gives concession ,
ntacua-tree-plantations-in-zambezia-mozambique,a declaration that concedes the company to use and make profit from the area.,
yamuna-express-way-uttar-pradesh-india,Government of Uttar Pradesh,
yozgat-uranium-mine-project-turkey,General Directorate of Mineral Research and Exploration of Turkey ,
cheyyur-ultra-mega-power-plant-tamil-nadu-india,Government of India,
cheyyur-ultra-mega-power-plant-tamil-nadu-india,Ministry of Environment &,
cheyyur-ultra-mega-power-plant-tamil-nadu-india,Forests,
four-communities-imiringi-elebeleotuasega-and-oruma-stage-peaceful-protest-against-shell-,Nigerian National Petroleum Corporation ,
four-communities-imiringi-elebeleotuasega-and-oruma-stage-peaceful-protest-against-shell-,Nigerian Department of Petroleum Resources ,
high-speed-two-railway-united-kingdom,Department of Transport,
alto-chicama-peru,Ministerio de Energia y Minas,
alto-chicama-peru,Consejo Nacional de Ambiente ,
alto-chicama-peru,Direccion Regional de Energia y Minas,
alto-chicama-peru,Instituto Nacional de Recursos Naturales ,
cocula-guerrero-mexico,Secretaria de Salud SSA,
cocula-guerrero-mexico,Comision de Agua Potable Alcantarillado y Saneamiento del Estado de Guerrero CAPAEG,
cocula-guerrero-mexico,Municipio de Cocula,
cocula-guerrero-mexico,Gobernacion del Estado de Guerrero,
chiquita-brands-colombia,Government of Colombia;,
chiquita-brands-colombia,Armed Forces;,
pakri-barwadih-coal-mining-in-jharkhand-india,Government of India,
pakri-barwadih-coal-mining-in-jharkhand-india,Ministry of Coal,
gmr-kamalanga-energy-limited-thermal-plant-india,Government of Orissa,
metan-se-opone-a-proyecto-leon-argentina,Municipalidad del Rio de las Piedras,
metan-se-opone-a-proyecto-leon-argentina,Municipalidad de Metan,
metan-se-opone-a-proyecto-leon-argentina,Municipio de San Jose de Metan,
metan-se-opone-a-proyecto-leon-argentina,Municipalidad de El Galpon,
multinational-oil-companies-on-the-niger-delta-nigeria,Government of Nigeria.,
defence-of-magdalena-teititipac-against-gold-mining-mexico,Main government actors: México's government/ Secretaría de medio ambiente y recursos naturales (SEMARNAT)/              SecretariÌa de EconomiÌa (SE)/ Procuraduría Federal de Protección al Ambiente (PROFEPA).  Secondary actors: Servicio GeoloÌgico Mexi,
nandi-forest-multipurpose-dam-on-yalas-river-kenya,National Environment Management Authority;,
nandi-forest-multipurpose-dam-on-yalas-river-kenya,The Lake Basin Development Authority;,
nandi-forest-multipurpose-dam-on-yalas-river-kenya,Ministry of Regional Development Authorities;,
nandi-forest-multipurpose-dam-on-yalas-river-kenya,Nandi County Council;,
nandi-forest-multipurpose-dam-on-yalas-river-kenya,Kenya Forest Service,
red-frog-beach-tourist-complex-panama,ANAM ,
canariaco-norte-san-juan-de-kanaris-peru,Ministerio de Agricultura,
canariaco-norte-san-juan-de-kanaris-peru,Ministerio de Energia y Minas,
canariaco-norte-san-juan-de-kanaris-peru,Viceministerio de Interculturalidad,
canariaco-norte-san-juan-de-kanaris-peru,Desarrollo Productivo del Gobierno Regional de Lambayeque,
canariaco-norte-san-juan-de-kanaris-peru,Defensoria del Pueblo de Chiclayo,
rajpura-thermal-power-project-punjab-india,Government of Punjab,
uranium-mining-pollution-and-health-threats-gabon,Ministry of Mining,
uranium-mining-pollution-and-health-threats-gabon,Ministry of Public Health,
prestige-oil-spill-in-galician-coast-spain,Spanish Governement,
prestige-oil-spill-in-galician-coast-spain,Galician Government,
deforestacion-de-manglar-san-blas-nayarit-mexico,Secretaria de Agricultura,
deforestacion-de-manglar-san-blas-nayarit-mexico,Delegacion de la Procuraduria Federal de Proteccion al Ambiente (PROFEPA).,
deforestacion-de-manglar-san-blas-nayarit-mexico,Ganaderia,
deforestacion-de-manglar-san-blas-nayarit-mexico,Desarrollo Rural,
deforestacion-de-manglar-san-blas-nayarit-mexico,Pesca y Alimentacion (SAGARPA).,
deforestacion-de-manglar-san-blas-nayarit-mexico,Fondo Nacional de Turismo (FONATUR).,
deforestacion-de-manglar-san-blas-nayarit-mexico,Secretaria Federal de Turismo en coordinacion con el Gobierno del Estado de Nayarit y el Municipio de Bahia de Banderas.,
ahell-pollutes-environment-and-harrasses-local-people-with-personnel,,
ahell-pollutes-environment-and-harrasses-local-people-with-personnel,Department of Petroleum Resources ,
clustering-of-waste-facilities-in-chester-usa,USEPA,
clustering-of-waste-facilities-in-chester-usa,Delaware County,
clustering-of-waste-facilities-in-chester-usa,Pennsylvania Department of Environmental Protection,
el-barzon-vs-magsilver-cascabel-chihuahua-mexico,Main government actors: México´s government/ Secretaría de medio ambiente y recursos naturales (SEMARNAT)/              Secretaría de Economía (SE)/ Procuraduría Federal de Protección al Ambiente (PROFEPA).  Secondary actors: Servicio Geológico Mexicano (,
gorakhpur-nuclear-power-plant-india,Government of India,
gorakhpur-nuclear-power-plant-india,Haryana Government,
gorakhpur-nuclear-power-plant-india,Haryana Pollution State Control Board,
ninus-y-maria-ines-mendoza-argentina,Congreso Nacional,
ninus-y-maria-ines-mendoza-argentina,Consejo de Mineria de la Provincia de Mendoza,
oil-and-gas-exploration-in-block-l6-lamu-and-tana-delta-districts-kenya,The National Environment Management Authority; Ministry of Energy; National Oil Corporation of Kenya; Kenya Wildlife Service; Lamu and Tana River County Councils; and 20 other Government bodies in the Tana Delta Secretariat coordinated by the Prime Minist,
high-speed-train-basque-country-spain,Basque Country autonomous community Government,
high-speed-train-basque-country-spain,Ministry of Development,
high-speed-train-basque-country-spain,Local councils and province authorities,
lead-poisoning-near-huaqiang-battery-factory-china,Government of Shanghang county,
lead-poisoning-near-huaqiang-battery-factory-china,The Ministry of Environmental Protection,
papagayos-mendoza-argentina,Congreso Nacional,
papagayos-mendoza-argentina,Dirección de Minería - Ministerio de Ambiente y Obras Públicas ,
dams-on-the-narmada-river-india,Supreme Court of India,
dams-on-the-narmada-river-india,Madhya Pradesh Government,
dams-on-the-narmada-river-india,NWDTA - India,
dams-on-the-narmada-river-india,Relief and Rehabilitation Subgroup of the Narmada Control Authority,
dams-on-the-narmada-river-india,NHDC - India,
dams-on-the-narmada-river-india,High Court Of Madhya Pradesh,
dams-on-the-narmada-river-india,Maharashtra Government,
dams-on-the-narmada-river-india,Gujarat Government,
parque-nacional-natural-tayrona-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
parque-nacional-natural-tayrona-colombia,Ministerio de Interior,
parque-nacional-natural-tayrona-colombia,Parques Nacionales Naturales de Colombia,
parque-nacional-natural-tayrona-colombia,Presidencia de La Republica,
parque-nacional-natural-tayrona-colombia,Senado de La Republica,
parque-nacional-natural-tayrona-colombia,Gobernacion del Magdalena,
salango-comuna-against-pesquera-la-polar-ecuador,Commerce,
salango-comuna-against-pesquera-la-polar-ecuador,Jefatura Salud Portoviejo ,
salango-comuna-against-pesquera-la-polar-ecuador,Ministerio Bienestar Social ,
salango-comuna-against-pesquera-la-polar-ecuador,Ministerio de Industrias,
salango-comuna-against-pesquera-la-polar-ecuador,Comercio,
salango-comuna-against-pesquera-la-polar-ecuador,Integracin y Pesca (the Ministry of Industry,
salango-comuna-against-pesquera-la-polar-ecuador,Integration and Fish).,
salango-comuna-against-pesquera-la-polar-ecuador,Comisin Especial Permanente Defensa Medio Ambiente (Permanent and Special Commission for the Environment Defence).,
salango-comuna-against-pesquera-la-polar-ecuador,Instituto Ecuatoriano Forestal y de reas Silvestres-INEFAN (The Ecuadorian National Institute for Forests,
salango-comuna-against-pesquera-la-polar-ecuador,Nature and Wildlife),
saami-metsahallitus-forest-conflict-inari-finland,Metsähallitus ,
vinto-fundidora-de-antimonio-y-estano-bolivia,Gobierno nacional de Bolivia,
farmers-and-the-protected-area-in-pataxo-indigenous-territory-brazil,IBAMA,
farmers-and-the-protected-area-in-pataxo-indigenous-territory-brazil,FUNAI,
zydus-rd-unit-in-gujarat-india,Gujarat Pollution Control Board,
titanium-mining-in-the-kwale-district-kenya,Kenyan Government,
titanium-mining-in-the-kwale-district-kenya,NEMA - Kenya,
shell-shale-gas-project-skane-sweden,Shell Exploration and Production AB (Sweden,
shell-shale-gas-project-skane-sweden,subsidiary to Royal Dutch Shell Plc,
shell-shale-gas-project-skane-sweden,Netherlands),
rio-tinto-zinc-in-molleturo-ecuador,The Ecuadorian National Institute for Forests,
rio-tinto-zinc-in-molleturo-ecuador,Nature and Wildlife,
rio-tinto-zinc-in-molleturo-ecuador,Ministry of Energy and Mines ,
ozbek-village-stone-quarry-construction-turkey,Ministry of Energy and Natural Resources - General Directorate of Mining Affairs,
ozbek-village-stone-quarry-construction-turkey,Izmir Special Provincial Administration ,
ozbek-village-stone-quarry-construction-turkey,Urla Municipality ,
ozbek-village-stone-quarry-construction-turkey,Environmental Commission of Izmir Provincial Assembly ,
tapeba-indians-threatened-by-companies-and-public-policies-in-caucaia-ceara-brazil,Fundacao Nacional do Indio ,
tapeba-indians-threatened-by-companies-and-public-policies-in-caucaia-ceara-brazil,Ministerio da Justica ,
tapeba-indians-threatened-by-companies-and-public-policies-in-caucaia-ceara-brazil,Superior Tribunal de Justica ,
tapeba-indians-threatened-by-companies-and-public-policies-in-caucaia-ceara-brazil,Tribunal de Justica do Ceara ,
comuna-of-agua-blanca-against-the-poly-oil-pipe-ecuador,The Ministry of Agriculture and Livestock,
comuna-of-agua-blanca-against-the-poly-oil-pipe-ecuador,The Ecuadorian National Institute for Forests,
comuna-of-agua-blanca-against-the-poly-oil-pipe-ecuador,Nature and Wildlife (currently is the Ministry of Environment).,
comuna-of-agua-blanca-against-the-poly-oil-pipe-ecuador,National Congress Environment Commission,
bafa-lake-nature-park-turkey,Ministry of Forestry and Water Affairs and its provincial branch divisions,
bafa-lake-nature-park-turkey,Ege University,
bafa-lake-nature-park-turkey,Suleyman Demirel University Egirdir Faculty of Water Products,
bafa-lake-nature-park-turkey,Bafa Municipality.,
fracking-voelkersen-germany,Government of Lower Saxony,
fracking-voelkersen-germany,Lower Saxony State Office for Mining,
fracking-voelkersen-germany,Energy and Geology (LBEG): in Hanover,
son-la-hydropower-dam-vietnam,Ministry of Industry and Trade,
son-la-hydropower-dam-vietnam,Vietnam Union of Science and Technology Association,
son-la-hydropower-dam-vietnam,Ministry of Agriculture and Rural Development,
son-la-hydropower-dam-vietnam,Ministry of Natural Resources and Environment,
chicagos-toxic-doughnut-usa,Chicago Housing Authority,
chicagos-toxic-doughnut-usa,Chicago Department of Public Health,
chicagos-toxic-doughnut-usa,Illinois Department of Public Health,
chicagos-toxic-doughnut-usa,EPA,
addax-bioenergy-bioethanol-project-in-makeni-bombali-district-sierra-leone,His Excellency President Dr. Ernest Bai Koroma,
addax-bioenergy-bioethanol-project-in-makeni-bombali-district-sierra-leone,launched the project,
addax-bioenergy-bioethanol-project-in-makeni-bombali-district-sierra-leone,and Parliament member Martin Bangura,
nayachar-chemical-hub-india,West Bengal government,
nayachar-chemical-hub-india,Trinamool Congress Party,
nayachar-chemical-hub-india,Union Commerce Ministry,
mali-water-privatisation-mali,Ministry of Energy,
mali-water-privatisation-mali,Ministry of Environment,
mali-water-privatisation-mali,Mines and Water,
mali-water-privatisation-mali,Agency for Water Supply and Sanitation,
mali-water-privatisation-mali,Regulatory Commission of Water and Energy,
mali-water-privatisation-mali,National Directorate for Sanitation and Environmental Nuisance Control,
nandigram-chemical-hub-india,Government of West Bengal,
la-morada-miski-mayo-peru,Congreso Nacional,
la-morada-miski-mayo-peru,Comision de Pueblos Andinos,
la-morada-miski-mayo-peru,Amazonicos y Afroperuanos,
la-morada-miski-mayo-peru,Ambiente y Ecologia del Congreso de la Republica,
santa-barbara-honduras,Municipio de Santa Barbara,
santa-barbara-honduras,Municipio de San Francisco,
santa-barbara-honduras,Municipio Santa Cruz de Yojoa,
santa-barbara-honduras,Secretar??a de Recursos Naturales,
fuel-switching-by-cimentos-de-mocambique-matola-gas-company-mozambique,Ministry of the Environment (MICOA) Matola municipality,
acid-mine-drainage-south-africa,Department of Mineral Resources,
acid-mine-drainage-south-africa,Department of Health,
acid-mine-drainage-south-africa,National Nuclear Regulator,
acid-mine-drainage-south-africa,Department of Water and Environment,
acid-mine-drainage-south-africa,Provincial government of Gauteng,
acid-mine-drainage-south-africa,Council on Geosciences,
acid-mine-drainage-south-africa,Water Research Council,
acid-mine-drainage-south-africa,Trans-Caledon Tunnel Authority,
katwa-thermal-power-project-west-bengal-india,Government of West Bengal,
katwa-thermal-power-project-west-bengal-india,West Bengal Pollution Control Board,
mutare-city-river-pollution-zimbabwe,Ministry of Environment and Tourism,
mutare-city-river-pollution-zimbabwe,Environmental Management Agency,
mutare-city-river-pollution-zimbabwe,Zimbabwe National Water Authority,
mutare-city-river-pollution-zimbabwe,Ministry of Local Government,
mutare-city-river-pollution-zimbabwe,Mutare City Council,
mutare-city-river-pollution-zimbabwe,Mutare Rural District Council,
stade-des-lumieres-ol-land-decines-france,French Government,
stade-des-lumieres-ol-land-decines-france,General Council of Rhône,
stade-des-lumieres-ol-land-decines-france,the Grand Lyon,
stade-des-lumieres-ol-land-decines-france,SYTRAL,
stade-des-lumieres-ol-land-decines-france,municipality of Décines,
stade-des-lumieres-ol-land-decines-france,Urban Community of Lyon,
law-to-ban-bullfighting-in-catalunya-spain,Catalan Government,
chumbivilcas-peru,Autoridades del distrito de Llusco,
movement-against-the-third-bridge-turkey,Ministry of Transport,
movement-against-the-third-bridge-turkey,Maritime Affairs and Communications,
movement-against-the-third-bridge-turkey,Istanbul Metropolitan Municipality,
saudi-star-agriculture-and-irrigation-project-in-gambela-ethiopia,Ex-Prime Minister Meles Zenawi,
saudi-star-agriculture-and-irrigation-project-in-gambela-ethiopia,Current Prime Minister Hailemariam Desalegn,
podocarpus-national-park-and-mining-ecuador,The Ministry of Agriculture and Livestock,
podocarpus-national-park-and-mining-ecuador,Military and Police forces.,
podocarpus-national-park-and-mining-ecuador,Instituto Ecuatoriano de Recursos Hdricos-INERHI (Ecuadorian Institute of Water Resources).,
podocarpus-national-park-and-mining-ecuador,Ministerio de Obras Pblicas-MOP ,
ronnbacken-nickel-mine-vasterbotten-sweden,Bergsstaten ,
ronnbacken-nickel-mine-vasterbotten-sweden,Supreme Court,
ronnbacken-nickel-mine-vasterbotten-sweden,Land and Environment Court,
aerial-fumigation-with-glyphosate-in-the-putumayo-colombia,The government of Colombia,
aerial-fumigation-with-glyphosate-in-the-putumayo-colombia,The government of the United States,
aerial-fumigation-with-glyphosate-in-the-putumayo-colombia,USAID,
kynnefjall-nuclear-waste-storage-bohuslan-sweden,Programrådet för radioaktivt avfall (PRAV) (governmental agency that discontinued in 1981,
kynnefjall-nuclear-waste-storage-bohuslan-sweden,SKB took over the mission),
kynnefjall-nuclear-waste-storage-bohuslan-sweden,Swedish ministry of the environment,
kynnefjall-nuclear-waste-storage-bohuslan-sweden,Kärnavfallsrådet ,
mountaintop-mining-removal-in-west-virginia-usa,EPA,
mountaintop-mining-removal-in-west-virginia-usa,West Virginia Office of Miners Health Safety and Training.,
gandarela-mountain-range-minas-gerais-against-mining-iron,MMA ,
gandarela-mountain-range-minas-gerais-against-mining-iron,ICMBio ,
gandarela-mountain-range-minas-gerais-against-mining-iron,SEMAD ,
gandarela-mountain-range-minas-gerais-against-mining-iron,SUPRAM-CM ,
gandarela-mountain-range-minas-gerais-against-mining-iron,MPE ,
gandarela-mountain-range-minas-gerais-against-mining-iron,MPF ,
cerro-verde-arequipa-peru,Gobierno Regional de Arequipa,
yusufeli-dam-turkey,General Directorate for the Hydrcal works.,
yusufeli-dam-turkey,The Turkish Ministry of Energy and Natural Resources,
tuirial-hydro-power-project-mizoram-india,Government of India,
tuirial-hydro-power-project-mizoram-india,Central Electricity Regulatory Commission ,
tuirial-hydro-power-project-mizoram-india,Government of Mizoram,
perenco-guilty-for-environmental-liabilities-ecuador,Ministry of Energy and Mines ,
perenco-guilty-for-environmental-liabilities-ecuador,National Direction of Environmental Protection ,
loliondo-land-vs-tourism-conflict-tanzania,Department of Natural Resources and Tourism,
privatisation-of-water-and-energy-by-union-fenosa-colombia,Electrocosta,
privatisation-of-water-and-energy-by-union-fenosa-colombia,Electrocaribe,
privatisation-of-water-and-energy-by-union-fenosa-colombia,Defensora del pueblo ,
privatisation-of-water-and-energy-by-union-fenosa-colombia,Permanent Peoples Tribunal,
heilongian-beidahuang-in-rio-negro-argentina,Governor Miguel Saiz,
heilongian-beidahuang-in-rio-negro-argentina,Sodero Nievas,
heilongian-beidahuang-in-rio-negro-argentina,Deputy Silvia Horne,
dams-on-the-niger-and-sokoto-rivers-nigeria,Governmnet of Nigeria,
dams-on-the-niger-and-sokoto-rivers-nigeria,Government of Holland,
jubilee-field-oil-versus-fish-ghana,Ministry of Science,
jubilee-field-oil-versus-fish-ghana,Environment and Technology,
jubilee-field-oil-versus-fish-ghana,Enviromental Protection Agency,
jubilee-field-oil-versus-fish-ghana,Minister of Energy and Mines,
jubilee-field-oil-versus-fish-ghana,Ministry of Finance and Economic Planning,
tarda-agricultural-farming-in-tana-river-delta,Tana and Athi Rivers Development Authority (TARDA); -The Ministry of Water and Irrigation;,
tarda-agricultural-farming-in-tana-river-delta,Water Resources Management Authority;,
tarda-agricultural-farming-in-tana-river-delta,National Environment Management Authority;,
tarda-agricultural-farming-in-tana-river-delta,Ministry of Agriculture;,
tarda-agricultural-farming-in-tana-river-delta,Kenya Forest Service;,
tarda-agricultural-farming-in-tana-river-delta,Kenya Wildlife Service.,
indigenous-peoples-land-for-rubber-plantations-cambodia,Provincial Governor of Ratanakiri,
indigenous-peoples-land-for-rubber-plantations-cambodia,District Chiefs of Ta Veng and Andong Meas District,
rio-dagua-gold-mining-zaragoza-colombia,Ministerio de Minas y Energia,
rio-dagua-gold-mining-zaragoza-colombia,Ministerio de Interior,
rio-dagua-gold-mining-zaragoza-colombia,Ministerio de Ambiente,
rio-dagua-gold-mining-zaragoza-colombia,Gobernacion del Valle del Cauca,
rio-dagua-gold-mining-zaragoza-colombia,Presidencia de la Republica de Colombia,
rio-dagua-gold-mining-zaragoza-colombia,Alcaldia de Buenaventura,
rio-dagua-gold-mining-zaragoza-colombia,Corporacion Autonoma Regional del Valle del Cauca ,
rio-dagua-gold-mining-zaragoza-colombia,Policia Nacional,
rio-dagua-gold-mining-zaragoza-colombia,Ingeominas ,
rio-dagua-gold-mining-zaragoza-colombia,Senado de la Republica de Colombia,
rio-dagua-gold-mining-zaragoza-colombia,Ejercito Nacional,
redmud-disaster-kolontar-devecser-hungary,Minister of Internal Affairs,
redmud-disaster-kolontar-devecser-hungary,Director of the National Disaster Management Directorate,
redmud-disaster-kolontar-devecser-hungary,Under-secretary of the Ministry of National Affairs,
shells-adibawa-delivery-pipeline-pollutes-ikarama-community-nigeria,The Nigerian National Petroleum Coporation.,
aliaga-industrial-conflicts-turkey,Ministry of Environment and Urbanisation,
aliaga-industrial-conflicts-turkey,Union of Aeagean Coastal Municipalities,
aliaga-industrial-conflicts-turkey,local authorities (Dikili,
aliaga-industrial-conflicts-turkey,Memenen and Foca Town Councils,
aliaga-industrial-conflicts-turkey,Karliyaka Municipality),
shell-bonga-oil-spill-nigeria,Nigerian National Petroleum Corporation.,
an-army-of-women-an-army-for-water-the-mazahua-indigenous-women-of-mexico,Vicente Fox ,
an-army-of-women-an-army-for-water-the-mazahua-indigenous-women-of-mexico,Cristobal Jaime Jaques ,
trans-panama-pipeline-panama,Government of Panama,
mountaintop-removal-coal-mining-in-laciana-valley-spain,Ministry of Environment,
mountaintop-removal-coal-mining-in-laciana-valley-spain,Villablino Town Council,
mountaintop-removal-coal-mining-in-laciana-valley-spain,Ministry of Industry,
mountaintop-removal-coal-mining-in-laciana-valley-spain,European Parliament,
mountaintop-removal-coal-mining-in-laciana-valley-spain,European Commission,
mountaintop-removal-coal-mining-in-laciana-valley-spain,Regional Governement of Castilla y León,
industrial-complex-in-pontevedra-spain,Spanish government,
industrial-complex-in-pontevedra-spain,Galician regional government,
industrial-complex-in-pontevedra-spain,Pontevedra Town Council,
equatorial-palm-oil-project-stalls-in-bassa-liberia,Liberian Ministry of Agriculture,
equatorial-palm-oil-project-stalls-in-bassa-liberia,Grand Bassa County Legislative Caucus,
mondi-and-sappi-plantations-in-zululand-south-africa,Industrial Development Corporation,
mondi-and-sappi-plantations-in-zululand-south-africa,Dept of Water Affairs ,
mondi-and-sappi-plantations-in-zululand-south-africa,Dept of Forestry ,
mondi-and-sappi-plantations-in-zululand-south-africa,Dept of Environment Affairs ,
mondi-and-sappi-plantations-in-zululand-south-africa,Dept of Trade and Industries ,
selaulim-dam-goa-india,Government of Goa,
selaulim-dam-goa-india,Water Resources Minister,
selaulim-dam-goa-india,Goa,
international-minerals-corporation-imc-in-molleturo-ecuador,Ecuadorian government,
international-minerals-corporation-imc-in-molleturo-ecuador,Parish of Molleturo.,
international-minerals-corporation-imc-in-molleturo-ecuador,The Ecuadorian National Secretariat for Planning and Development-SENPLADES,
international-minerals-corporation-imc-in-molleturo-ecuador,The Ministry of Mines and Petroleum (now the Ministry of Non-Renewable Natural Resources).,
international-minerals-corporation-imc-in-molleturo-ecuador,Environmental Ministry,
international-minerals-corporation-imc-in-molleturo-ecuador,Agencia Agua de Cuenca- Consejo Nacional de Recursos Hidricos ,
mineria-ilegal-jamundi-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
mineria-ilegal-jamundi-colombia,Parques Nacionales Naturales de Colombia,
mineria-ilegal-jamundi-colombia,Gobernacion del Valle del Cauca,
mineria-ilegal-jamundi-colombia,Corporacion Autonoma Regional del Valle del Cauca ,
mineria-ilegal-jamundi-colombia,Policia Nacional,
mineria-ilegal-jamundi-colombia,Alcaldia de Jamundi,
lumber-companies-threaten-extractive-communities-of-labrea-brazil,Instituto Nacional de Colonizacao e Reforma Agraria - INCRA,
lumber-companies-threaten-extractive-communities-of-labrea-brazil,Instituto Nacional de Meio Ambiente e Recursos Naturais Renovaveis - IBAMA,
lumber-companies-threaten-extractive-communities-of-labrea-brazil,Instituto Chico Mendes de Biodiversidade - ICMBIO,
lumber-companies-threaten-extractive-communities-of-labrea-brazil,Ministerio do Meio Ambiente,
lumber-companies-threaten-extractive-communities-of-labrea-brazil,Policia Federal,
perdida-de-manglar-tumaco-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
perdida-de-manglar-tumaco-colombia,Ministerio de Interior,
perdida-de-manglar-tumaco-colombia,Gobernacion de Nariño,
perdida-de-manglar-tumaco-colombia,Alcaldia de Tumaco,
perdida-de-manglar-tumaco-colombia,Corporacion Autonoma de Nariño,
ngobe-bugle-against-mining-panama,Direccion de Evaluacion y Ordenamiento Ambiental de la Autoridad Nacional del Ambiente ,
ngobe-bugle-against-mining-panama,Ministerio de Comercio e Industrias MICI,
san-mateo-de-huanchor-peru,Ministerio del Ambiente,
san-mateo-de-huanchor-peru,Instituto de Salud y del Trabajo ,
recognition-of-indigenous-lands-raposa-serra-do-sol-brazil,Government of Brazil,
recognition-of-indigenous-lands-raposa-serra-do-sol-brazil,Government of the Roraima State - Brazil,
privatisation-of-the-almoraima-cadiz-spain,Ministry of Environment,
privatisation-of-the-almoraima-cadiz-spain,Andalucian regional government,
privatisation-of-the-almoraima-cadiz-spain,Castellar de la frontera Town Council,
emelle-nations-largest-hazardous-waste-landfill-usa,USEPA,
