UID,updated_at,slug,name,locale,id,headline
santo-domingo-mining-project-nicaragua,2022-05-02,santo-domingo-mining-project-nicaragua,"Libertad mining project, Chontales, Nicaragua ",en,1509,Artisanal miners from Nicaragua oppose large-scale mining by the Canadian company B2Gold.
acid-mine-drainage-south-africa,2022-04-25,acid-mine-drainage-south-africa,"Acid Mine Drainage, South Africa",en,651,
comunidades-campesinas-de-ccarhuarazo-de-tintay-se-opone-a-proyecto-minero-kimsa-orcco-peru,2022-04-25,comunidades-campesinas-de-ccarhuarazo-de-tintay-se-opone-a-proyecto-minero-kimsa-orcco-peru,"Proyecto minero Kimsa Orcco y oposición de comunidades de Ccarhuarazo de Tintay, Perú",en,2123,Proyecto minero amenaza fuentes hídricas  y territorio considerado sagrado por las comunidades campesinas de Ccarhuarazo
proposed-jambi-2-coal-fired-power-plant-jambi-indonesia,2022-11-24,proposed-jambi-2-coal-fired-power-plant-jambi-indonesia,"Proposed Jambi-2 coal-fired power plant, Jambi, Indonesia",en,6097,"WALHI Jambi published suggestions to the Jambi Province Governor to cancel Jambi-1 and Jambi-2 coal-fired power plant, as well as remove CFPP in Jambi’s electricity planning."
fishers-protest-destruction-of-mangroves-in-ennore-india,2023-05-13,fishers-protest-destruction-of-mangroves-in-ennore-india,"Ennore coal power plant and Fisherfolk protest, north Chennai, India",en,2202,"A sacrifice zone with coal power plants, chemical industries, a port and a landfill. Fisherfolk defend the commons (the Poromboke), against pollution and encroachments affecting their livelihood. "
landgrab-powerplant-gujarat,2022-05-02,landgrab-powerplant-gujarat,"Land grab for a power plant of Gujarat Power Corporation Ltd. in Bhavnagar, Gujarat, India",en,3090,"More than 5000 farmers in Gujarat protest against land grab for setting up a thermal power plant and lignite mine by pleading for ""mass euthanasia"", as without the land they won´t survive. "
second-airport-in-jeju-south-coast-of-south-korea,2021-10-14,second-airport-in-jeju-south-coast-of-south-korea,"Second airport in Jeju (air force base),  south coast, South Korea",en,3295,"Communities on Jeju, South Korea's 'island of peace', are resisting a second airport threatening the island's farming. They have set up a protest camp and their resistance is garnering support from many organizations."
incinerator-in-haiyan-county-haiyan-waste-to-energy-project-zhejiang-china,2021-10-14,incinerator-in-haiyan-county-haiyan-waste-to-energy-project-zhejiang-china,"Waste-to-Energy Incinerator in Haiyan County, Zhejiang, China",en,2833,"In 2016 a Waste-to-Energy project in Haiyan, Zhejiang province, was halted after local residents' protest but resumed after improved public communications, participation and transparency of information."
depredacion-inmobiliaria-en-el-tangano,2022-05-02,depredacion-inmobiliaria-en-el-tangano,"Depredación inmobiliaria en el Tangano, Querétaro, México",en,5611,"El Tangano I y II son una área natural protegida que se conectan con el Parque Nacional El Cimatario por medio de un corredor biológico, el cual no está considerado como tal y actualmente un desarrollo inmobiliario amenaza con destruirlo. "
ranthambore-tiger-reserve-rajasthan-india,2021-10-14,ranthambore-tiger-reserve-rajasthan-india,"Ranthambore Tiger Reserve, Rajasthan, India",en,4012,"Since its inception in 1973, the creation of a tiger reserve led to forced eviction and relocation of pastoralist Van Gujjars and other traditional communities, without proper resettlement land and services"
hydroelectric-barrages-along-the-mur-river-styria-austria,2022-04-25,hydroelectric-barrages-along-the-mur-river-styria-austria,"Hydroelectric barrages along the Mur River, Styria, Austria",en,1835,"No more barrages! Hydroelectric power plants along the Mur River in Graz, Austria, provoke strong mobilizations by local citizens groups"
perenco-muanda-in-bas-congo,2023-02-13,perenco-muanda-in-bas-congo,"Perenco Muanda, Dem. Rep. Congo",en,1385,
smart-growth-issues-in-west-oakland,2021-10-14,smart-growth-issues-in-west-oakland,"Gentrification in West Oakland, USA",en,1389,"Gentrification is not only changing the character of Oakland, it is making residents sick because of financial distress, loss of community services, and overcrowded substandard housing conditions"
zueitina-oil-port-blockade,2021-10-14,zueitina-oil-port-blockade,"Zueitina oil port blockade, Libya",en,1820,Zueitina oil port is under control of armed rebel groups and operates without environmental control and regulation. 
enbridge-northern-gateway-pipeline-canada,2021-10-14,enbridge-northern-gateway-pipeline-canada,"Enbridge/Northern Gateway Pipeline, Canada",en,376,BC First Nations and supporters successfully oppose Enbridge's Northern Gateway pipeline project. Project cancelled in 2016.
katwa-thermal-power-project-west-bengal-india,2021-10-14,katwa-thermal-power-project-west-bengal-india,"Katwa Thermal Power Project, West Bengal, India",en,968,
oil-spill-in-etimboue-region-gabon,2023-02-13,oil-spill-in-etimboue-region-gabon,"Oil spill in Etimboué Region, Gabon",en,6262,"In 2020, the Perenco company, accused of previous environmental damaging activities in other areas of the world, caused oil spills in several sites in the Etimboué region in Gabon. Local NGOs and communities sued the company, helped by international NGOs."
movement-against-industrial-renewable-energy-resources-res-in-chios,2022-05-02,movement-against-industrial-renewable-energy-resources-res-in-chios,"Movement against industrial Renewable Energy Resources (RES) in Chios, Greece",en,1683,"Windfarms of Iberdrola coming up on the Greek island, disturbing bird population and migration but also increasing pressure on seabed due to transmission cables. "
suzlon-in-dhule,2022-05-02,suzlon-in-dhule,"Suzlon windfarm in Dhule, Maharashtra",en,2013,Wind energy project and carbon offset scheme in Dhule: controversies on land grabbing against Adivasi people and deforestation
tenke-fungurume-deposit-democratic-republic-of-congo,2023-04-25,tenke-fungurume-deposit-democratic-republic-of-congo,"Tenke Fungurume Deposit, Democratic Republic of Congo",en,5572,"Tenke Fungurume is one of the largest copper and cobalt deposits in the world. As a result of this mine, local communities are left with nothing, and compensations do not equate to their livelihood loss. "
fomi-dam,2023-06-11,fomi-dam,"Fomi Dam for water diversion and hydropower, Guinea-Mali",en,1733,The Inner Niger Delta in Mali is one of Africa’s largest wetlands. The Fomi dam in Guinea would produce electricity and water for mining and large scale agriculture under the name of poverty reduction. World Bank still selling old flawed discourses.
mutare-city-river-pollution-zimbabwe,2022-05-02,mutare-city-river-pollution-zimbabwe,"Mutare City River Pollution, Zimbabwe",en,292,
la-grecia-sugar-mill-in-marcovia-choluteca-honduras,2022-05-02,la-grecia-sugar-mill-in-marcovia-choluteca-honduras,"La Grecia Sugar Mill in Marcovia, Choluteca, Honduras",en,5649,"On April 2, 2020, La Grecia violently evicted peasant farmers living on 20ha of government land set aside for their subsistence. Woman leader Iris Argentina Álvarez was murdered during the raid."
stade-des-lumieres-ol-land-decines-france,2021-10-14,stade-des-lumieres-ol-land-decines-france,"Stade des Lumières - OL Land. Decines, France",en,8,
break-free-2016-port-of-newcastle-blockade,2021-10-14,break-free-2016-port-of-newcastle-blockade,"Port of Newcastle and Break Free 2016 blockade, Australia",en,2439,"Break Free 2016 blockade of world's largest coal export port in Newcastle, Australia, stops ships for a day and highlights impacts of global warming, particularly sea level rise on Pacific Island Nations. "
maithon-dam-and-the-damodar-river-valley-project-west-bengal-india,2023-04-25,maithon-dam-and-the-damodar-river-valley-project-west-bengal-india,"Maithon Dam and the Damodar River Valley Project, West Bengal, India",en,1293,
lead-poisoning-by-jiangsu-chunxing-pizhou-china,2021-10-14,lead-poisoning-by-jiangsu-chunxing-pizhou-china,"Lead poisoning by Jiangsu Chunxing, Pizhou, China",en,4310,"A battery recycling enterprise in Pizhou, northern Jiangsu, was relocated after protests from local residents as more than 100 children were poisoned by excessive blood lead."
law-to-ban-bullfighting-in-catalunya-spain,2021-10-14,law-to-ban-bullfighting-in-catalunya-spain,"Law to ban bullfighting in Catalunya, Spain",en,74,
refinaria-abreu-e-lima-rnest-pernambuco-brazil,2021-10-14,refinaria-abreu-e-lima-rnest-pernambuco-brazil,"Refinaria Abreu e Lima (RNEST), Pernambuco, Brazil",en,3985,"Workers defend strike claiming labor rights and better
working conditions at the Abreu e Lima Refinery - Industrial Complex of Suape - PE - Brazil"
toxic-wasteleak-at-the-zijinshan-copper-mine-fujian-china,2023-08-06,toxic-wasteleak-at-the-zijinshan-copper-mine-fujian-china,"Toxic waste leak at Zijinshan Gold & Copper Mine, Fujian, China",en,3735,"Toxic waste from a mine operated by China's top gold/copper producer polluted the Tingjiang River, threatening  drinking water supply and the fishing industry along the river."
proyecto-de-mineria-de-oro-los-domos-aysen,2022-05-02,proyecto-de-mineria-de-oro-los-domos-aysen,"Proyecto de minería de oro Los Domos, Aysén, Chile",en,4740,"El proyecto de exploración minera de oro y plata ""Los Domos"" se ubica en terrenos fiscales, adyacentes a zona de conservación de la biodiversidad y patrimonio arqueológico y paleontológico, Reservas Nacionales y el Parque Patagonia."
proposed-incinerator-at-dandora-landfill-threatens-wastepicker-livelihood-in-nairobi-kenya,2021-10-14,proposed-incinerator-at-dandora-landfill-threatens-wastepicker-livelihood-in-nairobi-kenya,"Waste-to-Energy Project in Kibera, Kenya",en,4869,"Infamous for its overcrowded and hazardous conditions, Dandora landfill has been selected as the site for constructing a new incinerator, which threatens to further marginalize wastepickers there."
tamaqua-borough-passes-ordinance-on-rights-of-nature,2022-05-02,tamaqua-borough-passes-ordinance-on-rights-of-nature,"In wake of toxic dumping, Tamaqua Borough passes Rights of Nature ordinance, USA",en,4119,"Community groups in Tamaqua Borough, Pennsylvania, successfully passed the world's first Rights of Nature ordinance in the wake of a toxic sludge dumping conflict"
janna-dam-lebanon,2022-04-25,janna-dam-lebanon,"Janna Dam, Lebanon",en,2514,"One of the major water veins of Lebanon, from Adonis valley to Beirut, is threatening important biodiversity hotspots. Despite a halt order, construction continues. Opponents sent a drone to get the proofs"
chumbivilcas-peru,2022-01-04,chumbivilcas-peru,"Chumbivilcas, Peru",en,802,
movement-against-the-third-bridge-turkey,2021-10-14,movement-against-the-third-bridge-turkey,"Movement against the third bridge, Turkey",en,1014,"The 3rd bridge is a bridge and interlinking highways project planned in the northern part of Istanbul on the Bosphorous, between Garipce Village and Poyrazkoy. It is operational since August 2016. "
chinese-investments-in-copper-mining-the-case-of-mes-aynak,2022-09-07,chinese-investments-in-copper-mining-the-case-of-mes-aynak,"Mes Aynak Copper Mining, Afghanistan",en,6123,"Mes Aynak is the second largest copper mine in the world, and an ancient Buddhist archeological site. Through the company MMC, China bought extraction rights for billions of cubic metres of ore. At what cost?"
loop-202-freeway-project-south-mountain-phoenix-usa,2021-10-14,loop-202-freeway-project-south-mountain-phoenix-usa,"Gila River Community against Loop 202 freeway project, South Mountain,  Phoenix, USA",en,5622,"Tribal members consider South Mountain Park to be sacred. They fought to preserve the area from the expansion of the Loop 202 freeway since 2012. However, the damaging project has been approved in 2021."
deepwater-horizon-oil-spill-usa,2021-10-14,deepwater-horizon-oil-spill-usa,"Deepwater Horizon oil spill, USA",en,836,"Deepwater Horizon Spill in Gulf of Mexico causes deaths and extensive damage; beyond compensation paid, international activists have called for recognition of Rights of Nature under universal jurisdiction"
dardanelos-dam-in-amazonia-brazil,2021-10-14,dardanelos-dam-in-amazonia-brazil,"Dardanelos Dam in Amazonia, Brazil",en,2934,"Indigenous groups in Mato Grosso took over a hydroelectric dam in 2010 that polluted vital fishing grounds and destroyed sacred burial grounds, demanding compensation and  that no more dams be built without prior consent."
litani-river-pollution-bar-elias-case,2022-05-02,litani-river-pollution-bar-elias-case,"Bar Elias Litani Pollution, Lebanon",en,2873,"people in Bar Elias used to drink and swim in the Litani River. Twenty years ago, the river started to get severely polluted due to factories and household wastes being dumped in the stream in the river causing many health problems for locals"
colectivo-por-la-proteccion-de-la-provincia-de-sugamuxi,2021-10-14,colectivo-por-la-proteccion-de-la-provincia-de-sugamuxi,"Exploración y explotación petrolera en la Provincia de Sugamuxi, Colombia",en,2383,"La exploración petrolera en Boyacá, aunque menos activa, sigue latente. Los procesos de modificación de las licencias ambientales otorgadas siguen su curso. Grupos activistas de la Provincia de Sugamuxi continúan luchando por la protección del territorio."
compania-minera-victoria-explotacion-de-depositos-de-hierro-en-la-comunidad-nueva-esperanza,2021-10-14,compania-minera-victoria-explotacion-de-depositos-de-hierro-en-la-comunidad-nueva-esperanza,"Compañía minera Victoria, explotación de depósitos de hierro en la Comunidad Nueva Esperanza, Honduras",en,2321,"In Honduras, a successful case of resistance by local inhabitants and external allies   against exploration of iron ore deposits."
paruszowiec-coal-mine-in-rybnik-poland,2023-02-13,paruszowiec-coal-mine-in-rybnik-poland,"Bapro's coal mine in Rybnik, Poland",en,6229,"In 2016, the Polish government planned to open a new mine in Rybnik, Silesia. Local authorities and citizens protested and launched a court procedure. After repeated judicial to-and-fro, the mine project was stopped in 2022. "
shark-finning-o-aleteo-en-costa-rica,2021-10-31,shark-finning-o-aleteo-en-costa-rica,Shark Finning Industry or “Aleteo” in Costa Rica ,en,2349,"In the last 50 years shark populations in Costa Rica decreased by 60 per cent mainly because of ""finning"", the practice of fishing sharks and cutting off their fins, for export. "
bengkulu-coal-fired-power-plant-bengkulu-province-indonesia,2023-01-27,bengkulu-coal-fired-power-plant-bengkulu-province-indonesia,"Bengkulu Coal-fired Power Plant, Indonesia",en,5248,"The Bengkulu coal-fired power plant has caused multiple negative effects on the local environment and population, which has led to opposition by residents and environmental organizations since before construction began in 2016."
aoos-river-diversion,2022-01-04,aoos-river-diversion,"Aoos River Diversion and Hydroelectric Projects, Greece",en,2242,"The Aoos river diversion project involves the construction of hydroelectric power plant, although areas are registered in NATURA 2000.
There is opposition as the benefits are controversial. The project is temporary suspended, but included in the RBMP. "
engen-oil-refinery-pollution-in-durban-south-africa,2021-10-14,engen-oil-refinery-pollution-in-durban-south-africa,"Engen oil refinery pollution in Durban, South Africa",en,5136,The Engen oil refinery has polluted Durban over decades spanning hundreds of accidents and incidents. Protesting groups fought for the right to  mobilize after legal action banning demonstrations outside of the refinery. 
brahmapuram-solid-waste-processing-plant,2021-10-14,brahmapuram-solid-waste-processing-plant,"Brahmapuram Solid Waste Processing Plant, Kerala, India",en,5222,The indiscriminate and unscientific management of urban solid waste by the Kochi Corporation at Brahmapuram posed over the years environmental and public health hazards to the residents in the area.
isiokpo-ogbodo-explosion-nigeria,2022-01-04,isiokpo-ogbodo-explosion-nigeria,"Shell's environmental racism against the Ogbodo-Isiokpo community, after a pipeline's explosion and spill, Nigeria",en,576,"Shell did not respond rapidly, leading to 50,000 barrels of oil spill in Ogbodo land. They falsely accused the locals of provoking it, then did not lead a proper clean-up nor did provide an adequate support to the locals living under extreme conditions."
andes-petroleum-oil-proposal-in-sapara-indigenous-territory-in-amazon-rainforest-ecuador,2022-01-04,andes-petroleum-oil-proposal-in-sapara-indigenous-territory-in-amazon-rainforest-ecuador,"Andes Petroleum Oil Proposal in Sápara Indigenous Territory in Amazon Rainforest, Ecuador",en,4927,"Gloria Ushigua fought against Andes Petroleum's plans for oil exploration in Yasuni National Park in the Amazon rainforest. After delaying the project for years, the company withdrew in 2019."
saudi-star-agriculture-and-irrigation-project-in-gambela-ethiopia,2022-05-02,saudi-star-agriculture-and-irrigation-project-in-gambela-ethiopia,"Saudi Star Agriculture and Irrigation Project in Gambela, Ethiopia",en,99,
sinking-of-the-oil-tanker-haven-genoa-italy,2022-08-17,sinking-of-the-oil-tanker-haven-genoa-italy,"Burning and sinking of the oil tanker MT Haven, Genoa, Italy",en,6113,"MT Haven was leased to Troodos Shipping. In 1991,  loaded with 1 million barrels of crude oil, it caught fire and sank off the coast of Genoa, killing six Cypriot crew. The outcome of the court case angered environmentalists and trade unions. "
proyecto-hidroelectrico-xalala,2022-04-25,proyecto-hidroelectrico-xalala,"Proyecto Hidroeléctrico Xalalá, Guatemala",en,1603,
podocarpus-national-park-and-mining-ecuador,2021-10-14,podocarpus-national-park-and-mining-ecuador,"Podocarpus National Park and mining, Ecuador",en,879,
illegal-landfill-in-martinaj-village-plav-gucinje-montenegro,2021-10-14,illegal-landfill-in-martinaj-village-plav-gucinje-montenegro,"Illegal landfill in Martinaj village-Plav Gucinje, Montenegro",en,1506,
illegal-dumping-of-organic-waste-travnik-bosnia-and-herzegovina,2022-05-02,illegal-dumping-of-organic-waste-travnik-bosnia-and-herzegovina," Illegal dumping of organic waste Travnik, Bosnia and Herzegovina",en,1207,"In 2013, a meat-processing industry Bajra illegally disposed a large amount of untreated organic waste near the village Goleš, Travnik."
betty-carino-oaxaca-mexico,2022-04-26,betty-carino-oaxaca-mexico,"The violent death of Betty Cariño, Oaxaca, Mexico",en,2579,"When she was killed, Betty Cariño was 37 years old, with a long trajectory of struggle for women's freedom, for environmental  and human rights, and for self-determination of indigenous peoples."
a-mega-dam-and-methylmercury-concerns-at-muskrat-falls-labrador-canada,2021-10-14,a-mega-dam-and-methylmercury-concerns-at-muskrat-falls-labrador-canada,"Lower Churchill Falls Project Phase 1 (Muskrat Falls) in Labrador, Canada",en,4855,Local Inuit people resisted the flooding by the 834 MW dam arguing it will contaminate the area with methylmercury. The company continued with the project and flooded the 41-sq-km reservoir. 
ronnbacken-nickel-mine-vasterbotten-sweden,2022-05-02,ronnbacken-nickel-mine-vasterbotten-sweden,"Rönnbäcken Nickel Mine, Västerbotten, Sweden",en,411,"In November 2013, the UN Committee on the Elimination of Racial Discrimination called on the Swedish government to stop activities at the proposed nickel mine. The Sámi herd their reindeer in the area. "
rio-tuba-mining-corporation,2022-05-02,rio-tuba-mining-corporation,"Rio Tuba and Coral Bay nickel mining and processing in Palawan, Philippines",en,1375,"Production of nickel and cobalt sulfide from ores mined in open pit by Filipino and Japanese companies, possibly endangering human health and biodiversity."
protest-against-open-pit-coal-mine-project-in-phulbari-region,2021-10-14,protest-against-open-pit-coal-mine-project-in-phulbari-region,"Phulbari coal mine project, Bangladesh",en,1747,"Read the story of one of the most violent repressions in Bangladesh, with several female and male victims, leading to a ban on open-pit mining in the area and withdrawal of international funding"
greenwashing-by-the-jewish-national-fund-and-trees-as-a-weapon-of-dispossession-israel,2022-09-29,greenwashing-by-the-jewish-national-fund-and-trees-as-a-weapon-of-dispossession-israel,"Greenwashing by the Jewish National Fund, Israel",en,4001,"The Jewish National Fund has been for years operating under the status of ""charity"" while it enforces and conceals war crimes by planting exotic trees as a means to  further dispossess Palestinians from their lands and traditions."
aerial-fumigation-with-glyphosate-in-the-putumayo-colombia,2022-09-29,aerial-fumigation-with-glyphosate-in-the-putumayo-colombia,"Aerial Fumigation with glyphosate in the Putumayo, Colombia",en,486,"After over a decade of dangerous contamination, aerial fumigation with the pesticide have ended in May 2015. A new anti-drug policy was approved and relocation of families started"
khandwa-water-service-development-and-privatization-india,2021-10-14,khandwa-water-service-development-and-privatization-india,"Khandwa water service development and privatization, India",en,1338,
comunidades-rechazan-expansion-de-mina-marlin-en-huehuetenango-guatemala,2022-05-02,comunidades-rechazan-expansion-de-mina-marlin-en-huehuetenango-guatemala,"Resistencia de los Maya Mam contra proyectos de minería en Huehuetenango, Guatemala ",en,1931,"Mediante el ejercicio democrático de consultas comunitarias, los 13 municipios que conforman la región Maya Mam del Departamento de Huehuetenango declaran No a la Minería. "
kynnefjall-nuclear-waste-storage-bohuslan-sweden,2021-10-14,kynnefjall-nuclear-waste-storage-bohuslan-sweden,"Kynnefjäll, Nuclear Waste Storage, Bohuslän, Sweden",en,412,
contaminacion-del-agua-de-guanajuato-por-las-actividades-mineras-el-caso-de-great-panther-silve,2023-02-13,contaminacion-del-agua-de-guanajuato-por-las-actividades-mineras-el-caso-de-great-panther-silve,"Great Panther Silver mining and water contamination, México",en,6152,"The waste derived from the metal extraction processes, in charge of the Canadian mining company Great Panther Silver, in the Guanajuato Mining Complex, heavily contaminated water sources"
mountaintop-mining-removal-in-west-virginia-usa,2023-07-18,mountaintop-mining-removal-in-west-virginia-usa,"Mountaintop Mining Removal in West Virginia, USA",en,371,
gandarela-mountain-range-minas-gerais-against-mining-iron,2022-01-04,gandarela-mountain-range-minas-gerais-against-mining-iron,"Iron ore mining in Gandarela Mountain Range, Minas Gerais, Brazil ",en,308,"Vale plans to extract iron ore in an area of great ecological importance. The boundaries of the Gandarela National Park, created in 2014, have been defined so that the mine can be built."
cerro-verde-arequipa-peru,2022-04-25,cerro-verde-arequipa-peru,"Minería de cobre y molybdenum Cerro Verde en Arequipa, Peru",en,347,"Complejo minero de cobre y molibdeno, es la tercera mayor mina de cobre de Peru. Se demostraron grave contaminación del aire y vertimientos de filtraciones cancerigenas."
ventura-timber-corporations-logging-activities-on-ancestral-lands-of-mamanwas-and-minobos-northern-mindanao-philippines,2023-07-30,ventura-timber-corporations-logging-activities-on-ancestral-lands-of-mamanwas-and-minobos-northern-mindanao-philippines,"Ventura Timber Corporation’s logging operations on ancestral lands of Mamanwas and Manobos, Northern Mindanao, Philippines",en,1981,"“We are deprived by the resource management of our Ancestral domain, we will not let the development projects like mining and logging enter our territory.” Datu Ceasar Batao, leader of indigenous KATRIMMA organization."
eucalyptus-monoculture-and-common-lands-portugal,2022-05-02,eucalyptus-monoculture-and-common-lands-portugal,"Eucalyptus monoculture and common lands, Portugal",en,1634,"The largest monoculture plantation of eucalyptus in Europe: more than 800,000 hectares covering a quarter of Portugal’s forest area and 9% of the continent's territory"
urban-solid-waste-incinerator-of-asturias,2021-10-14,urban-solid-waste-incinerator-of-asturias,"Urban solid waste incinerator of Asturias, Spain",en,1858,Government of the Principality of Asturias and COGERSA pushing for its construction in absence of a logical waste management plan compliant to the European Waste Directive
zaldibar-industrial-waste-dump-basque-country-spain,2021-10-14,zaldibar-industrial-waste-dump-basque-country-spain,"Zaldibar industrial waste dump, Basque Country,  Spain",en,5088,"The Basque Country suffers an industrial waste crisis made more obvious after the collapse in Febr. 2020 of the Zaldibar dumpsite that admitted 500,000 tons per year (including asbestos). Two workers lost their lives."
cagayan-black-sand-mining-in-shore-area,2022-05-02,cagayan-black-sand-mining-in-shore-area,"Cagayan black sand mining in shore areas, Luzon, Philippines",en,1953,"Ten black sand mining companies operating in the province of Cagayan were suspended, following large negative impacts on coastal communities and the environment. However, illegal mining goes on and continues to threaten people and the environment. "
etalin-hydroelectric-project-dibang-valley-arunachal-pradesh,2022-05-02,etalin-hydroelectric-project-dibang-valley-arunachal-pradesh,"Etalin hydroelectric project in the Dibang valley, AP, India",en,5037,"Protests as the government of India deliberates on granting forest clearance for a massive dam project in the biodiverse rich forests inhabited by the Idu Mishmi tribe in Dibang valley, Arunachal Pradesh, India."
yongxing-cancer-village-near-likeng-landfill-and-incinerators-in-guangdong-province,2021-10-14,yongxing-cancer-village-near-likeng-landfill-and-incinerators-in-guangdong-province,"Yongxing Cancer Village near Likeng Landfill and Incinerators in Guangdong Province, China",en,2197,"Villagers have been fighting in an endless vicious circle – protest and failure – against the construction of incinerators and a waste treatment plant in Likeng, Guangdong Province. "
series-of-oil-spills-from-the-conocophillips-and-cnooc-fields-at-bohai-bay-china,2021-10-14,series-of-oil-spills-from-the-conocophillips-and-cnooc-fields-at-bohai-bay-china,"Oil spills from the ConocoPhillips and CNOOC fields at Bohai Bay, China",en,3119,"In 2011, spills took place in Penglai 19-3 oilfield,  Bohai Bay,  producing 57% of China’s oil output and 12% of its natural gas. Disputes over information transparency, corporate liability and compensation lasted for years."
sterling-and-exxonmobil-offshore-in-ampasindava-madagascar,2021-10-14,sterling-and-exxonmobil-offshore-in-ampasindava-madagascar,"Sterling and ExxonMobil Offshore in Ampasindava, Madagascar",en,1970,
yusufeli-dam-turkey,2021-10-14,yusufeli-dam-turkey,"Yusufeli Dam, Turkey",en,501,
tuirial-hydro-power-project-mizoram-india,2022-04-25,tuirial-hydro-power-project-mizoram-india,"Tuirial Hydro Power Project, Mizoram, India",en,977,
perenco-guilty-for-environmental-liabilities-ecuador,2021-10-14,perenco-guilty-for-environmental-liabilities-ecuador,"Perenco guilty for environmental liabilities, Ecuador",en,1155,
las-bambas-peru,2022-06-03,las-bambas-peru,"Proyecto minero Las Bambas, Perú",en,2109,"Las Bambas could be the second world mine for copper production. Despite the opposition of communities, this project continues under construction by the MMG company supported by the Peruvian state. "
dbcp-class-action-suit-ecuador,2021-10-14,dbcp-class-action-suit-ecuador,"DBCP class action suit, Ecuador",en,864,
proyecto-hidroelectrico-los-encinos-honduras-,2021-10-14,proyecto-hidroelectrico-los-encinos-honduras-,"Exploración de Petróleo en la Mosquitia, Honduras ",en,2049,"La exploración y posible explotación de petróleo en la plataforma marítma de Honduras, coloca en serio peligro a las comunidades Miskitas y Garifunas a largo de la costa caribe de Honduras, Guatemala y Belice."
loliondo-land-vs-tourism-conflict-tanzania,2023-06-11,loliondo-land-vs-tourism-conflict-tanzania,"Militarised conservation in Liolondo, Tanzania",en,243,"For decades, Masaai communities have been suffering threats, dispossession, loss of livelihoods and violence in the name of ‘protected’ areas."
weigyi-dam-on-the-salween-river-myanmar,2022-05-02,weigyi-dam-on-the-salween-river-myanmar,"Weigyi dam on the Salween River, Karen and Karenni state, Myanmar",en,3518,"Most of the electricity would be exported to Thailand. The plans for the massive 4,500 MW dam on the Salween River in Karen and Karenni state are contested through strong opposition from civil society groups. "
tumarin-hydroelectric-dam-nicaragua,2022-04-25,tumarin-hydroelectric-dam-nicaragua,"Tumarín hydroelectric Dam, Nicaragua ",en,1546,
te-moak-tribe-opposed-oil-and-gas-drilling-plan-in-the-ruby-mountains-nevada-usa,2021-10-14,te-moak-tribe-opposed-oil-and-gas-drilling-plan-in-the-ruby-mountains-nevada-usa,"Oil and gas drilling plan in the Ruby Mountains, Nevada, USA",en,4800,The US Forest Service issued their final Environmental Assessment on Nevada’s Ruby Mountains-- denying the Bureau of Land Management’s (BLM) request to offer parcels for leasing in the landscape. 
privatisation-of-water-and-energy-by-union-fenosa-colombia,2022-05-02,privatisation-of-water-and-energy-by-union-fenosa-colombia,"Privatization of Water and Energy by Union Fenosa, Colombia",en,521,"The Spanish company holds here monopoly of water and energy basic service, controlling a war on tariffs and violating national laws"
unemployed-movement-in-ouargla,2021-10-14,unemployed-movement-in-ouargla,"Unemployed movement in oil and gas rich Ouargla town, Algeria",en,2677,"Ouargla is one of the wealth poles of Algeria and the richest energy towns in the country, where most of the big oil and gas companies are based. Yet, since February 2012 there has been growing discontent about the lack of jobs for local workers."
land-grabbing-by-foreign-pension-funds-and-harvard-university-piaui-maranhao-brazil,2023-06-16,land-grabbing-by-foreign-pension-funds-and-harvard-university-piaui-maranhao-brazil,"Deforestation and agrotoxics linked to Harvard University's land speculation, Piauí, Brazil",en,5055,"Circumventing legal restrictions through a complex corporate structure, Harvard after 2008 massively invested in Brazilian farmland. In Piauí, this has led to the destruction of forests and community land and polluted water through pesticides."
buxa-tiger-reserve-west-bengal-india,2021-10-14,buxa-tiger-reserve-west-bengal-india,"Buxa Tiger Reserve, West Bengal, India ",en,3893,"Many cases of murder by shooting or other means by employees of the forest department within the Buxa Tiger Reserve were reported. There was a dispute on whether the victims were members of a ""timber mafia"" or rather local tribal villagers. "
1300-roma-evicted-from-their-settlement-in-gianturco-and-forced-to-live-in-parking-lots-former-factory-and-market-napoli-italy,2022-01-04,1300-roma-evicted-from-their-settlement-in-gianturco-and-forced-to-live-in-parking-lots-former-factory-and-market-napoli-italy,"Roma evicted to a polluted sites and close to a landfill in Naples, Italy",en,5435,"Due to a land plot owned by two real estate companies, Romani people were evicted by local authorities to segregated and heavily polluted sites outside the city or left homeless."
guicheloudaya-and-ouled-sbita-land-grabbing-morocco,2022-05-02,guicheloudaya-and-ouled-sbita-land-grabbing-morocco,"Guicheloudaya land grabbing, Morocco",en,2696,Tribes in Morocco are facing violent evictions in the face of rapid urban development in the region of Rabat
hydroelectric-project-caculo-cabaca-angola,2021-10-14,hydroelectric-project-caculo-cabaca-angola,"Hydroelectric Project Caculo Cabaça, Angola",en,2999,"Big Chinese investment on hydropower on the river Kwanza, for domestic consumption but also for export to South Africa and possibly for aluminium smelting. Very significant impacts but opposition is limited due to government control."
pichanaki,2021-10-14,pichanaki,"Pichanaki and Pluspetrol,  Peru",en,2217,Gas exploration by Pluspetrol led to complaints by local people and to police repression with several deaths in February 2015. Project stopped for the time being.
