name,slug,conflict_event
Repression,korindos-oil-palm-operations-in-gane-south-halmahera-north-maluku-indonesia,
Violent targeting of activists,korindos-oil-palm-operations-in-gane-south-halmahera-north-maluku-indonesia,
Compensation,relocation-of-the-vreoci-village-kolubara-coal-basin,
Corruption,relocation-of-the-vreoci-village-kolubara-coal-basin,
Court decision (victory for environmental justice),relocation-of-the-vreoci-village-kolubara-coal-basin,
Court decision (failure for environmental justice),relocation-of-the-vreoci-village-kolubara-coal-basin,
Migration/displacement,relocation-of-the-vreoci-village-kolubara-coal-basin,
Repression,relocation-of-the-vreoci-village-kolubara-coal-basin,
Under negotiation,tansim,
Compensation,establishment-of-pt-bnm-palm-oil-plantation-in-jelai-hulu-ketapang-district,
Criminalization of activists,establishment-of-pt-bnm-palm-oil-plantation-in-jelai-hulu-ketapang-district,
Court decision (undecided),establishment-of-pt-bnm-palm-oil-plantation-in-jelai-hulu-ketapang-district,
"Environmental improvements, rehabilitation/restoration of area",dique-de-colas-de-san-miguel,
Negotiated alternative solution,dique-de-colas-de-san-miguel,
Under negotiation,dique-de-colas-de-san-miguel,
Other,dique-de-colas-de-san-miguel,
Court decision (undecided),proposed-windfarm-on-the-isle-of-lewis-scotland,
Deaths,chota-nagpur-conflict-jharkhand-india,
Repression,chota-nagpur-conflict-jharkhand-india,
Violent targeting of activists,chota-nagpur-conflict-jharkhand-india,
Corruption,potassium-mining-sinkholes-in-berezniki-russia,
"Environmental improvements, rehabilitation/restoration of area",potassium-mining-sinkholes-in-berezniki-russia,
Migration/displacement,potassium-mining-sinkholes-in-berezniki-russia,
Negotiated alternative solution,potassium-mining-sinkholes-in-berezniki-russia,
Technical solutions to improve resource supply/quality/distribution,potassium-mining-sinkholes-in-berezniki-russia,
Withdrawal of company/investment,potassium-mining-sinkholes-in-berezniki-russia,
Corruption,contaminacion-por-relaves-mineros-en-el-rio-pilcomayo-bolivia,
"Environmental improvements, rehabilitation/restoration of area",contaminacion-por-relaves-mineros-en-el-rio-pilcomayo-bolivia,
Migration/displacement,contaminacion-por-relaves-mineros-en-el-rio-pilcomayo-bolivia,
Strengthening of participation,contaminacion-por-relaves-mineros-en-el-rio-pilcomayo-bolivia,
Technical solutions to improve resource supply/quality/distribution,contaminacion-por-relaves-mineros-en-el-rio-pilcomayo-bolivia,
New Environmental Impact Assessment/Study,contaminacion-por-relaves-mineros-en-el-rio-pilcomayo-bolivia,
Under negotiation,pescadores-y-camaroneros-del-rio-ocona-se-oponen-a-proyecto-hidroelectrico-peru,
Compensation,tendele-coal-mine-somkhele-kwazulu-natal,
Corruption,tendele-coal-mine-somkhele-kwazulu-natal,
Deaths,tendele-coal-mine-somkhele-kwazulu-natal,
Court decision (failure for environmental justice),tendele-coal-mine-somkhele-kwazulu-natal,
Migration/displacement,tendele-coal-mine-somkhele-kwazulu-natal,
Repression,tendele-coal-mine-somkhele-kwazulu-natal,
Violent targeting of activists,tendele-coal-mine-somkhele-kwazulu-natal,
Strengthening of participation,cerro-la-jacoba-colombia,
Under negotiation,cerro-la-jacoba-colombia,
Compensation,gyeongju-nuclear-waste-site-south-korea,
Other,gyeongju-nuclear-waste-site-south-korea,
Criminalization of activists,textile-industries-in-tehuacan-mexico-have-contaminated-underground-water-used-to-be-bottled-for-sales,
"Environmental improvements, rehabilitation/restoration of area",textile-industries-in-tehuacan-mexico-have-contaminated-underground-water-used-to-be-bottled-for-sales,
Institutional changes,textile-industries-in-tehuacan-mexico-have-contaminated-underground-water-used-to-be-bottled-for-sales,
Migration/displacement,textile-industries-in-tehuacan-mexico-have-contaminated-underground-water-used-to-be-bottled-for-sales,
Negotiated alternative solution,textile-industries-in-tehuacan-mexico-have-contaminated-underground-water-used-to-be-bottled-for-sales,
Technical solutions to improve resource supply/quality/distribution,textile-industries-in-tehuacan-mexico-have-contaminated-underground-water-used-to-be-bottled-for-sales,
Violent targeting of activists,textile-industries-in-tehuacan-mexico-have-contaminated-underground-water-used-to-be-bottled-for-sales,
Institutional changes,conflict-over-bears-ears-national-monument,
Land demarcation,conflict-over-bears-ears-national-monument,
Court decision (undecided),conflict-over-bears-ears-national-monument,
New legislation,conflict-over-bears-ears-national-monument,
Corruption,proyecto-inmibiliario-lomas-de-angelopolis-de-grupo-proyecta-puebla-mexico,
Criminalization of activists,proyecto-inmibiliario-lomas-de-angelopolis-de-grupo-proyecta-puebla-mexico,
Repression,proyecto-inmibiliario-lomas-de-angelopolis-de-grupo-proyecta-puebla-mexico,
Under negotiation,proyecto-inmibiliario-lomas-de-angelopolis-de-grupo-proyecta-puebla-mexico,
Criminalization of activists,sifca-rubber-and-oil-palm-plantations-liberia,
Deaths,sifca-rubber-and-oil-palm-plantations-liberia,
Migration/displacement,sifca-rubber-and-oil-palm-plantations-liberia,
Corruption,golfo-de-morrosquillo,
New legislation,golfo-de-morrosquillo,
New Environmental Impact Assessment/Study,golfo-de-morrosquillo,
Corruption,gas-and-oil-extraction-kamchatka-eastern-siberia-russia,
Criminalization of activists,gas-and-oil-extraction-kamchatka-eastern-siberia-russia,
Repression,gas-and-oil-extraction-kamchatka-eastern-siberia-russia,
Violent targeting of activists,gas-and-oil-extraction-kamchatka-eastern-siberia-russia,
New Environmental Impact Assessment/Study,gas-and-oil-extraction-kamchatka-eastern-siberia-russia,
Project cancelled,redd-pilot-lacandon-jungle-chiapas-mexico,
Criminalization of activists,prirazlomnoye-field,
Institutional changes,projeto-cacapava-do-sul,
Court decision (undecided),projeto-cacapava-do-sul,
Negotiated alternative solution,projeto-cacapava-do-sul,
New legislation,projeto-cacapava-do-sul,
Technical solutions to improve resource supply/quality/distribution,projeto-cacapava-do-sul,
New Environmental Impact Assessment/Study,projeto-cacapava-do-sul,
Project temporarily suspended,projeto-cacapava-do-sul,
Court decision (victory for environmental justice),hydro-power-plants-on-the-river-lim-serbia,
Violent targeting of activists,hydro-power-plants-on-the-river-lim-serbia,
Criminalization of activists,phosphate-mining-project-in-lavras-do-sul-rio-grande-do-sul-brazil,
New Environmental Impact Assessment/Study,phosphate-mining-project-in-lavras-do-sul-rio-grande-do-sul-brazil,
Compensation,lanco-babandh-power-station-dhenkanal-orissa-india,
"Environmental improvements, rehabilitation/restoration of area",lanco-babandh-power-station-dhenkanal-orissa-india,
Court decision (victory for environmental justice),lanco-babandh-power-station-dhenkanal-orissa-india,
Negotiated alternative solution,lanco-babandh-power-station-dhenkanal-orissa-india,
New legislation,lanco-babandh-power-station-dhenkanal-orissa-india,
Under negotiation,lanco-babandh-power-station-dhenkanal-orissa-india,
New legislation,air-pollution-and-nuisance-in-the-area-of-schiphol-airport-and-amsterdam,
Technical solutions to improve resource supply/quality/distribution,air-pollution-and-nuisance-in-the-area-of-schiphol-airport-and-amsterdam,
Under negotiation,air-pollution-and-nuisance-in-the-area-of-schiphol-airport-and-amsterdam,
Court decision (failure for environmental justice),mineria-en-urrao-colombia,
Strengthening of participation,mineria-en-urrao-colombia,
Technical solutions to improve resource supply/quality/distribution,mineria-en-urrao-colombia,
Under negotiation,mineria-en-urrao-colombia,
New Environmental Impact Assessment/Study,mineria-en-urrao-colombia,
Court decision (victory for environmental justice),infravest-windenergy-taiwan,
Negotiated alternative solution,infravest-windenergy-taiwan,
Repression,infravest-windenergy-taiwan,
Strengthening of participation,infravest-windenergy-taiwan,
Other,infravest-windenergy-taiwan,
Project temporarily suspended,surf-park-saint-pere-en-retz,
Court decision (undecided),norlite-plant-burning-pfoas-for-department-of-defense,
New legislation,norlite-plant-burning-pfoas-for-department-of-defense,
Under negotiation,norlite-plant-burning-pfoas-for-department-of-defense,
Moratoria,norlite-plant-burning-pfoas-for-department-of-defense,
Project temporarily suspended,norlite-plant-burning-pfoas-for-department-of-defense,
Negotiated alternative solution,proyecto-hidroelectrico-la-miel-ii,
Moratoria,proyecto-hidroelectrico-la-miel-ii,
Court decision (undecided),conflicto-internacional-rio-lauca-bolivia-chile,
Under negotiation,conflicto-internacional-rio-lauca-bolivia-chile,
Application of existing regulations,conflicto-internacional-rio-lauca-bolivia-chile,
Compensation,eon-centrale-bois-energie-de-gardanne,
Court decision (failure for environmental justice),eon-centrale-bois-energie-de-gardanne,
Other,eon-centrale-bois-energie-de-gardanne,
Migration/displacement,denied-access-to-water-for-roma-in-prasnik-a-town-rich-in-water-and-spa-resorts-slovakia,
Repression,denied-access-to-water-for-roma-in-prasnik-a-town-rich-in-water-and-spa-resorts-slovakia,
Compensation,hukaung-valley-hotspot-kachin-state-myanmar,
Migration/displacement,hukaung-valley-hotspot-kachin-state-myanmar,
Repression,hukaung-valley-hotspot-kachin-state-myanmar,
Strengthening of participation,hukaung-valley-hotspot-kachin-state-myanmar,
Violent targeting of activists,hukaung-valley-hotspot-kachin-state-myanmar,
Court decision (failure for environmental justice),logging-blockade-aalistunturi-kolari-arctic-finland,
Court decision (undecided),logging-blockade-aalistunturi-kolari-arctic-finland,
Repression,logging-blockade-aalistunturi-kolari-arctic-finland,
Court decision (undecided),amazon-prime-cargo-hub-at-cvg-airport,
Strengthening of participation,midcat-gas-pipeline,
Application of existing regulations,midcat-gas-pipeline,
Project cancelled,midcat-gas-pipeline,
Withdrawal of company/investment,midcat-gas-pipeline,
Corruption,sinar-mas-app-groups-forestry-pulp-paper-integrated-project-in-yunnan,
Criminalization of activists,sinar-mas-app-groups-forestry-pulp-paper-integrated-project-in-yunnan,
Court decision (victory for environmental justice),sinar-mas-app-groups-forestry-pulp-paper-integrated-project-in-yunnan,
Withdrawal of company/investment,sinar-mas-app-groups-forestry-pulp-paper-integrated-project-in-yunnan,
Other,sinar-mas-app-groups-forestry-pulp-paper-integrated-project-in-yunnan,
"Environmental improvements, rehabilitation/restoration of area",basurero-las-matas-en-minatitlan-mexico,
Repression,basurero-las-matas-en-minatitlan-mexico,
New Environmental Impact Assessment/Study,basurero-las-matas-en-minatitlan-mexico,
Project temporarily suspended,basurero-las-matas-en-minatitlan-mexico,
Court decision (victory for environmental justice),fracking-in-the-parana-basin-brazil,
New legislation,fracking-in-the-parana-basin-brazil,
Under negotiation,ava-flegt,
Application of existing regulations,ava-flegt,
Corruption,marcventures-mining-operations-in-cantilan-surigao-del-sur-philippines,
Court decision (victory for environmental justice),marcventures-mining-operations-in-cantilan-surigao-del-sur-philippines,
Court decision (failure for environmental justice),marcventures-mining-operations-in-cantilan-surigao-del-sur-philippines,
Repression,marcventures-mining-operations-in-cantilan-surigao-del-sur-philippines,
Strengthening of participation,marcventures-mining-operations-in-cantilan-surigao-del-sur-philippines,
New Environmental Impact Assessment/Study,marcventures-mining-operations-in-cantilan-surigao-del-sur-philippines,
Project temporarily suspended,marcventures-mining-operations-in-cantilan-surigao-del-sur-philippines,
Technical solutions to improve resource supply/quality/distribution,biometano-a-latina-scalo,
New Environmental Impact Assessment/Study,biometano-a-latina-scalo,
Compensation,dhopave-thermal-power-project-maharastra-india,
"Environmental improvements, rehabilitation/restoration of area",dhopave-thermal-power-project-maharastra-india,
Institutional changes,dhopave-thermal-power-project-maharastra-india,
New legislation,dhopave-thermal-power-project-maharastra-india,
Under negotiation,dhopave-thermal-power-project-maharastra-india,
Court decision (failure for environmental justice),vital-ad-polluting-vrbas-serbia,
Court decision (undecided),vital-ad-polluting-vrbas-serbia,
Other,vital-ad-polluting-vrbas-serbia,
Migration/displacement,chekaa,
Under negotiation,chekaa,
New legislation,waste-dumping-and-burning-in-adana-turkey,
Compensation,mon-len-gold-mine-killings-shan-state-myanmar,
Deaths,mon-len-gold-mine-killings-shan-state-myanmar,
"Environmental improvements, rehabilitation/restoration of area",mon-len-gold-mine-killings-shan-state-myanmar,
Migration/displacement,mon-len-gold-mine-killings-shan-state-myanmar,
Repression,mon-len-gold-mine-killings-shan-state-myanmar,
Strengthening of participation,mon-len-gold-mine-killings-shan-state-myanmar,
Violent targeting of activists,mon-len-gold-mine-killings-shan-state-myanmar,
Project temporarily suspended,mon-len-gold-mine-killings-shan-state-myanmar,
Other,mon-len-gold-mine-killings-shan-state-myanmar,
New legislation,concentrated-animal-feeding-operations-and-minority-residents-in-kenansville-north-carolina-usa,
Other,concentrated-animal-feeding-operations-and-minority-residents-in-kenansville-north-carolina-usa,
Project cancelled,thjorsarver-iceland,
Compensation,yamuna-express-way-uttar-pradesh-india,
Institutional changes,yamuna-express-way-uttar-pradesh-india,
Land demarcation,yamuna-express-way-uttar-pradesh-india,
Negotiated alternative solution,yamuna-express-way-uttar-pradesh-india,
New legislation,yamuna-express-way-uttar-pradesh-india,
Strengthening of participation,yamuna-express-way-uttar-pradesh-india,
Technical solutions to improve resource supply/quality/distribution,yamuna-express-way-uttar-pradesh-india,
Violent targeting of activists,yamuna-express-way-uttar-pradesh-india,
Compensation,cheyyur-ultra-mega-power-plant-tamil-nadu-india,
"Environmental improvements, rehabilitation/restoration of area",cheyyur-ultra-mega-power-plant-tamil-nadu-india,
Institutional changes,cheyyur-ultra-mega-power-plant-tamil-nadu-india,
Land demarcation,cheyyur-ultra-mega-power-plant-tamil-nadu-india,
Court decision (victory for environmental justice),cheyyur-ultra-mega-power-plant-tamil-nadu-india,
New legislation,cheyyur-ultra-mega-power-plant-tamil-nadu-india,
Strengthening of participation,cheyyur-ultra-mega-power-plant-tamil-nadu-india,
Technical solutions to improve resource supply/quality/distribution,cheyyur-ultra-mega-power-plant-tamil-nadu-india,
Under negotiation,cheyyur-ultra-mega-power-plant-tamil-nadu-india,
New Environmental Impact Assessment/Study,cheyyur-ultra-mega-power-plant-tamil-nadu-india,
Compensation,sicogon-island-tourism-estate-philippines,
Migration/displacement,sicogon-island-tourism-estate-philippines,
Repression,sicogon-island-tourism-estate-philippines,
Under negotiation,sicogon-island-tourism-estate-philippines,
Project temporarily suspended,sicogon-island-tourism-estate-philippines,
Criminalization of activists,sagay-massacre-of-sugar-farmers-philippines,
Deaths,sagay-massacre-of-sugar-farmers-philippines,
Violent targeting of activists,sagay-massacre-of-sugar-farmers-philippines,
Other,sagay-massacre-of-sugar-farmers-philippines,
"Environmental improvements, rehabilitation/restoration of area",villaggio-turistico-di-forti-porto-tolle,
Court decision (victory for environmental justice),villaggio-turistico-di-forti-porto-tolle,
Migration/displacement,sosucam-and-samdiaa-sugar-operation-in-haute-sanaga-cameroon,
Repression,sosucam-and-samdiaa-sugar-operation-in-haute-sanaga-cameroon,
Strengthening of participation,rio-tintos-iron-mine-and-destruction-of-sacred-aboriginal-sites-australia,
Under negotiation,rio-tintos-iron-mine-and-destruction-of-sacred-aboriginal-sites-australia,
New Environmental Impact Assessment/Study,rio-tintos-iron-mine-and-destruction-of-sacred-aboriginal-sites-australia,
Moratoria,rio-tintos-iron-mine-and-destruction-of-sacred-aboriginal-sites-australia,
Other,rio-tintos-iron-mine-and-destruction-of-sacred-aboriginal-sites-australia,
Corruption,garbage-mountain-saida,
"Environmental improvements, rehabilitation/restoration of area",garbage-mountain-saida,
Compensation,uralita-in-cerdanyola-catalonia-asbestos-spain,
Institutional changes,uralita-in-cerdanyola-catalonia-asbestos-spain,
Court decision (victory for environmental justice),uralita-in-cerdanyola-catalonia-asbestos-spain,
Court decision (undecided),uralita-in-cerdanyola-catalonia-asbestos-spain,
Under negotiation,uralita-in-cerdanyola-catalonia-asbestos-spain,
Compensation,high-speed-two-railway-united-kingdom,
"Environmental improvements, rehabilitation/restoration of area",high-speed-two-railway-united-kingdom,
Other,upper-kengtawng-dam-shan-state-myanmar,
Court decision (failure for environmental justice),fungicides-in-banana-plantations-in-davao,
New legislation,fungicides-in-banana-plantations-in-davao,
Corruption,violence-against-buddhist-monks-opposing-dams-in-tawang-arunachal-pradesh-india,
Criminalization of activists,violence-against-buddhist-monks-opposing-dams-in-tawang-arunachal-pradesh-india,
Deaths,violence-against-buddhist-monks-opposing-dams-in-tawang-arunachal-pradesh-india,
Court decision (undecided),violence-against-buddhist-monks-opposing-dams-in-tawang-arunachal-pradesh-india,
Repression,violence-against-buddhist-monks-opposing-dams-in-tawang-arunachal-pradesh-india,
Strengthening of participation,violence-against-buddhist-monks-opposing-dams-in-tawang-arunachal-pradesh-india,
Violent targeting of activists,violence-against-buddhist-monks-opposing-dams-in-tawang-arunachal-pradesh-india,
New Environmental Impact Assessment/Study,violence-against-buddhist-monks-opposing-dams-in-tawang-arunachal-pradesh-india,
Other,violence-against-buddhist-monks-opposing-dams-in-tawang-arunachal-pradesh-india,
Corruption,pt-inti-indorayon-utama-eucalyptus-plantation-conflict-sumatra-indonesia,
Criminalization of activists,pt-inti-indorayon-utama-eucalyptus-plantation-conflict-sumatra-indonesia,
Court decision (failure for environmental justice),pt-inti-indorayon-utama-eucalyptus-plantation-conflict-sumatra-indonesia,
Repression,pt-inti-indorayon-utama-eucalyptus-plantation-conflict-sumatra-indonesia,
Violent targeting of activists,alto-chicama-peru,
Application of existing regulations,alto-chicama-peru,
"Environmental improvements, rehabilitation/restoration of area",portland-harbor-superfund-site,
Strengthening of participation,portland-harbor-superfund-site,
Technical solutions to improve resource supply/quality/distribution,portland-harbor-superfund-site,
Application of existing regulations,portland-harbor-superfund-site,
Criminalization of activists,huaneng-haimen-coal-fired-power-station,
Deaths,huaneng-haimen-coal-fired-power-station,
Repression,huaneng-haimen-coal-fired-power-station,
Violent targeting of activists,huaneng-haimen-coal-fired-power-station,
Application of existing regulations,huaneng-haimen-coal-fired-power-station,
Other,huaneng-haimen-coal-fired-power-station,
Compensation,palm-oil-companies-grab-orang-rimba-land,
Criminalization of activists,palm-oil-companies-grab-orang-rimba-land,
Deaths,palm-oil-companies-grab-orang-rimba-land,
Migration/displacement,palm-oil-companies-grab-orang-rimba-land,
Repression,palm-oil-companies-grab-orang-rimba-land,
Violent targeting of activists,palm-oil-companies-grab-orang-rimba-land,
Court decision (undecided),oil-and-gas-prospections-in-the-balearic-sea-spain,
New Environmental Impact Assessment/Study,oil-and-gas-prospections-in-the-balearic-sea-spain,
Compensation,nitrogen-crisis-and-farmers-protests,
New legislation,nitrogen-crisis-and-farmers-protests,
"Environmental improvements, rehabilitation/restoration of area",rio-atoyac-tlaxcala-puebla-an-environmental-hell-mexico,
Technical solutions to improve resource supply/quality/distribution,rio-atoyac-tlaxcala-puebla-an-environmental-hell-mexico,
Under negotiation,rio-atoyac-tlaxcala-puebla-an-environmental-hell-mexico,
Court decision (failure for environmental justice),nickel-ore-exploration-mining-trstenik-serbia,
New legislation,nickel-ore-exploration-mining-trstenik-serbia,
Project temporarily suspended,nickel-ore-exploration-mining-trstenik-serbia,
Other,nickel-ore-exploration-mining-trstenik-serbia,
Strengthening of participation,deva-muncel-gold-polymetallic-ores-exploitation,
Other,deva-muncel-gold-polymetallic-ores-exploitation,
Court decision (victory for environmental justice),tribes-halt-copper-mine-on-ancestral-lands-santa-rita-mountains-arizona-usa,
Project temporarily suspended,tribes-halt-copper-mine-on-ancestral-lands-santa-rita-mountains-arizona-usa,
Compensation,cocula-guerrero-mexico,
Criminalization of activists,cocula-guerrero-mexico,
Deaths,cocula-guerrero-mexico,
Violent targeting of activists,cocula-guerrero-mexico,
Application of existing regulations,cocula-guerrero-mexico,
Compensation,afectadas-por-el-nemagon-costa-rica,
Institutional changes,afectadas-por-el-nemagon-costa-rica,
Court decision (victory for environmental justice),afectadas-por-el-nemagon-costa-rica,
Court decision (undecided),afectadas-por-el-nemagon-costa-rica,
Migration/displacement,afectadas-por-el-nemagon-costa-rica,
New legislation,afectadas-por-el-nemagon-costa-rica,
Strengthening of participation,afectadas-por-el-nemagon-costa-rica,
Application of existing regulations,afectadas-por-el-nemagon-costa-rica,
Criminalization of activists,brokdorf-germany,
Court decision (victory for environmental justice),brokdorf-germany,
Court decision (failure for environmental justice),brokdorf-germany,
Repression,brokdorf-germany,
Violent targeting of activists,brokdorf-germany,
Corruption,chiquita-brands-colombia,
Criminalization of activists,chiquita-brands-colombia,
Deaths,chiquita-brands-colombia,
Court decision (failure for environmental justice),chiquita-brands-colombia,
Repression,chiquita-brands-colombia,
Application of existing regulations,chiquita-brands-colombia,
Migration/displacement,delhi-mumbai-industrial-corridor,
Repression,delhi-mumbai-industrial-corridor,
Violent targeting of activists,delhi-mumbai-industrial-corridor,
Other,delhi-mumbai-industrial-corridor,
Court decision (undecided),atlantic-empress-oil-tanker-accident-1979,
Under negotiation,holcim-cement-plant-in-puttalam,
Strengthening of participation,deep-sea-port-and-airport-on-kalagote-island,
Compensation,bayan-obo-world-biggest-rare-earths-mine-baogang-group-baotou-inner-mongolia-china,
Criminalization of activists,bayan-obo-world-biggest-rare-earths-mine-baogang-group-baotou-inner-mongolia-china,
Migration/displacement,bayan-obo-world-biggest-rare-earths-mine-baogang-group-baotou-inner-mongolia-china,
Repression,bayan-obo-world-biggest-rare-earths-mine-baogang-group-baotou-inner-mongolia-china,
Application of existing regulations,bayan-obo-world-biggest-rare-earths-mine-baogang-group-baotou-inner-mongolia-china,
New Environmental Impact Assessment/Study,bayan-obo-world-biggest-rare-earths-mine-baogang-group-baotou-inner-mongolia-china,
Other,bayan-obo-world-biggest-rare-earths-mine-baogang-group-baotou-inner-mongolia-china,
Compensation,pakri-barwadih-coal-mining-in-jharkhand-india,
Negotiated alternative solution,pakri-barwadih-coal-mining-in-jharkhand-india,
New legislation,pakri-barwadih-coal-mining-in-jharkhand-india,
Strengthening of participation,pakri-barwadih-coal-mining-in-jharkhand-india,
Compensation,gmr-kamalanga-energy-limited-thermal-plant-india,
"Environmental improvements, rehabilitation/restoration of area",gmr-kamalanga-energy-limited-thermal-plant-india,
Repression,gmr-kamalanga-energy-limited-thermal-plant-india,
Strengthening of participation,gmr-kamalanga-energy-limited-thermal-plant-india,
"Environmental improvements, rehabilitation/restoration of area",attempted-conversion-of-reserve-forests-for-housing-of-public-officials-coxs-bazar-district-bangladesh,
Land demarcation,attempted-conversion-of-reserve-forests-for-housing-of-public-officials-coxs-bazar-district-bangladesh,
Court decision (victory for environmental justice),attempted-conversion-of-reserve-forests-for-housing-of-public-officials-coxs-bazar-district-bangladesh,
Corruption,vele-colliery-mine-next-to-the-mapungubwe-national-park-in-limpopo-south-africa,
Court decision (victory for environmental justice),vele-colliery-mine-next-to-the-mapungubwe-national-park-in-limpopo-south-africa,
Court decision (failure for environmental justice),vele-colliery-mine-next-to-the-mapungubwe-national-park-in-limpopo-south-africa,
Court decision (undecided),vele-colliery-mine-next-to-the-mapungubwe-national-park-in-limpopo-south-africa,
New legislation,vele-colliery-mine-next-to-the-mapungubwe-national-park-in-limpopo-south-africa,
Under negotiation,vele-colliery-mine-next-to-the-mapungubwe-national-park-in-limpopo-south-africa,
Application of existing regulations,vele-colliery-mine-next-to-the-mapungubwe-national-park-in-limpopo-south-africa,
New Environmental Impact Assessment/Study,vele-colliery-mine-next-to-the-mapungubwe-national-park-in-limpopo-south-africa,
Withdrawal of company/investment,vele-colliery-mine-next-to-the-mapungubwe-national-park-in-limpopo-south-africa,
Project temporarily suspended,vele-colliery-mine-next-to-the-mapungubwe-national-park-in-limpopo-south-africa,
Criminalization of activists,sabal-trail-pipeline,
Court decision (failure for environmental justice),sabal-trail-pipeline,
Project temporarily suspended,sabal-trail-pipeline,
"Environmental improvements, rehabilitation/restoration of area",coalmining-caribou-moberlylake-bc,
Institutional changes,coalmining-caribou-moberlylake-bc,
Land demarcation,coalmining-caribou-moberlylake-bc,
Court decision (victory for environmental justice),coalmining-caribou-moberlylake-bc,
Court decision (failure for environmental justice),coalmining-caribou-moberlylake-bc,
New legislation,coalmining-caribou-moberlylake-bc,
Strengthening of participation,coalmining-caribou-moberlylake-bc,
Fostering a culture of peace,coalmining-caribou-moberlylake-bc,
Application of existing regulations,coalmining-caribou-moberlylake-bc,
New Environmental Impact Assessment/Study,coalmining-caribou-moberlylake-bc,
Institutional changes,metan-se-opone-a-proyecto-leon-argentina,
Court decision (victory for environmental justice),metan-se-opone-a-proyecto-leon-argentina,
New legislation,metan-se-opone-a-proyecto-leon-argentina,
Strengthening of participation,metan-se-opone-a-proyecto-leon-argentina,
New Environmental Impact Assessment/Study,metan-se-opone-a-proyecto-leon-argentina,
Project cancelled,metan-se-opone-a-proyecto-leon-argentina,
Compensation,ogun-cargo-airport,
Criminalization of activists,ogun-cargo-airport,
Land demarcation,ogun-cargo-airport,
Court decision (undecided),ogun-cargo-airport,
Migration/displacement,ogun-cargo-airport,
Repression,ogun-cargo-airport,
Violent targeting of activists,ogun-cargo-airport,
Corruption,multinational-oil-companies-on-the-niger-delta-nigeria,
Criminalization of activists,multinational-oil-companies-on-the-niger-delta-nigeria,
Deaths,multinational-oil-companies-on-the-niger-delta-nigeria,
Court decision (victory for environmental justice),multinational-oil-companies-on-the-niger-delta-nigeria,
Migration/displacement,multinational-oil-companies-on-the-niger-delta-nigeria,
Repression,multinational-oil-companies-on-the-niger-delta-nigeria,
Violent targeting of activists,multinational-oil-companies-on-the-niger-delta-nigeria,
Compensation,spires-natural-gas-pipeline-for-st-louis-mo-usa,
"Environmental improvements, rehabilitation/restoration of area",spires-natural-gas-pipeline-for-st-louis-mo-usa,
Court decision (undecided),spires-natural-gas-pipeline-for-st-louis-mo-usa,
Compensation,defence-of-magdalena-teititipac-against-gold-mining-mexico,
"Environmental improvements, rehabilitation/restoration of area",defence-of-magdalena-teititipac-against-gold-mining-mexico,
Application of existing regulations,defence-of-magdalena-teititipac-against-gold-mining-mexico,
Project cancelled,al-bassa-landfill-syria,
Technical solutions to improve resource supply/quality/distribution,salal-hydro-power-project-jammu-kashmir-india,
Under negotiation,salal-hydro-power-project-jammu-kashmir-india,
Fostering a culture of peace,salal-hydro-power-project-jammu-kashmir-india,
Application of existing regulations,salal-hydro-power-project-jammu-kashmir-india,
Moratoria,salal-hydro-power-project-jammu-kashmir-india,
Land demarcation,caffaro-contamination-in-brescia,
Court decision (undecided),caffaro-contamination-in-brescia,
New legislation,caffaro-contamination-in-brescia,
Strengthening of participation,caffaro-contamination-in-brescia,
Technical solutions to improve resource supply/quality/distribution,caffaro-contamination-in-brescia,
Under negotiation,caffaro-contamination-in-brescia,
New Environmental Impact Assessment/Study,caffaro-contamination-in-brescia,
Criminalization of activists,karachaganak,
Court decision (victory for environmental justice),karachaganak,
Court decision (failure for environmental justice),karachaganak,
Technical solutions to improve resource supply/quality/distribution,karachaganak,
Violent targeting of activists,karachaganak,
New Environmental Impact Assessment/Study,karachaganak,
Other,karachaganak,
Land demarcation,world-tristar-entertainment-land-grab-in-the-koh-sla-region-kampot-cambodia,
Migration/displacement,world-tristar-entertainment-land-grab-in-the-koh-sla-region-kampot-cambodia,
Repression,world-tristar-entertainment-land-grab-in-the-koh-sla-region-kampot-cambodia,
Violent targeting of activists,world-tristar-entertainment-land-grab-in-the-koh-sla-region-kampot-cambodia,
Criminalization of activists,mahmoodkot-power-station-pakistan,
Project cancelled,mahmoodkot-power-station-pakistan,
Corruption,land-grabbing-sudan,
Criminalization of activists,land-grabbing-sudan,
Repression,land-grabbing-sudan,
Violent targeting of activists,land-grabbing-sudan,
Corruption,aquaculture-advancement,
Court decision (failure for environmental justice),aquaculture-advancement,
Strengthening of participation,aquaculture-advancement,
Compensation,angry-protest-against-proposed-petroleum-refinery-in-ratnagiri-district-maharashtra,
Under negotiation,angry-protest-against-proposed-petroleum-refinery-in-ratnagiri-district-maharashtra,
Application of existing regulations,angry-protest-against-proposed-petroleum-refinery-in-ratnagiri-district-maharashtra,
"Environmental improvements, rehabilitation/restoration of area",exposure-to-agent-orange,
Institutional changes,exposure-to-agent-orange,
Court decision (failure for environmental justice),exposure-to-agent-orange,
Migration/displacement,exposure-to-agent-orange,
Project cancelled,waste-incinerator-in-resnik-zagreb-croatia,
Court decision (victory for environmental justice),waste-tire-burnings-for-energy-production-in-cement-plant-cemex-ponce,
Court decision (failure for environmental justice),waste-tire-burnings-for-energy-production-in-cement-plant-cemex-ponce,
