name,socio_economical_impact,slug
Loss of landscape/sense of place,,concentrated-animal-feeding-operations-and-minority-residents-in-kenansville-north-carolina-usa
Loss of landscape/sense of place,,thjorsarver-iceland
Increase in Corruption/Co-optation of different actors,,ntacua-tree-plantations-in-zambezia-mozambique
Displacement,,ntacua-tree-plantations-in-zambezia-mozambique
"Lack of work security, labour absenteeism, firings, unemployment",,ntacua-tree-plantations-in-zambezia-mozambique
Loss of livelihood,,ntacua-tree-plantations-in-zambezia-mozambique
Loss of traditional knowledge/practices/cultures,,ntacua-tree-plantations-in-zambezia-mozambique
Specific impacts on women,,ntacua-tree-plantations-in-zambezia-mozambique
Violations of human rights,,ntacua-tree-plantations-in-zambezia-mozambique
Land dispossession,,ntacua-tree-plantations-in-zambezia-mozambique
Loss of landscape/sense of place,,ntacua-tree-plantations-in-zambezia-mozambique
Displacement,,yamuna-express-way-uttar-pradesh-india
Loss of livelihood,,yamuna-express-way-uttar-pradesh-india
Violations of human rights,,yamuna-express-way-uttar-pradesh-india
Land dispossession,,yamuna-express-way-uttar-pradesh-india
Loss of landscape/sense of place,,yamuna-express-way-uttar-pradesh-india
Militarization and increased police presence,,yozgat-uranium-mine-project-turkey
Land dispossession,,yozgat-uranium-mine-project-turkey
Loss of landscape/sense of place,,yozgat-uranium-mine-project-turkey
Displacement,,cheyyur-ultra-mega-power-plant-tamil-nadu-india
"Lack of work security, labour absenteeism, firings, unemployment",,cheyyur-ultra-mega-power-plant-tamil-nadu-india
Loss of livelihood,,cheyyur-ultra-mega-power-plant-tamil-nadu-india
Loss of traditional knowledge/practices/cultures,,cheyyur-ultra-mega-power-plant-tamil-nadu-india
Violations of human rights,,cheyyur-ultra-mega-power-plant-tamil-nadu-india
Land dispossession,,cheyyur-ultra-mega-power-plant-tamil-nadu-india
Loss of landscape/sense of place,,cheyyur-ultra-mega-power-plant-tamil-nadu-india
Land dispossession,,sicogon-island-tourism-estate-philippines
Loss of landscape/sense of place,,sicogon-island-tourism-estate-philippines
Loss of traditional knowledge/practices/cultures,,sicogon-island-tourism-estate-philippines
Violations of human rights,,sicogon-island-tourism-estate-philippines
Displacement,,sicogon-island-tourism-estate-philippines
Loss of livelihood,,sicogon-island-tourism-estate-philippines
Other socio-economic impacts,,sicogon-island-tourism-estate-philippines
Increase in Corruption/Co-optation of different actors,,sicogon-island-tourism-estate-philippines
"Lack of work security, labour absenteeism, firings, unemployment",,sagay-massacre-of-sugar-farmers-philippines
Loss of livelihood,,sagay-massacre-of-sugar-farmers-philippines
Militarization and increased police presence,,sagay-massacre-of-sugar-farmers-philippines
Violations of human rights,,sagay-massacre-of-sugar-farmers-philippines
Land dispossession,,sagay-massacre-of-sugar-farmers-philippines
Specific impacts on women,,sagay-massacre-of-sugar-farmers-philippines
Loss of landscape/sense of place,,villaggio-turistico-di-forti-porto-tolle
Displacement,,sosucam-and-samdiaa-sugar-operation-in-haute-sanaga-cameroon
Loss of livelihood,,sosucam-and-samdiaa-sugar-operation-in-haute-sanaga-cameroon
Loss of traditional knowledge/practices/cultures,,sosucam-and-samdiaa-sugar-operation-in-haute-sanaga-cameroon
Specific impacts on women,,sosucam-and-samdiaa-sugar-operation-in-haute-sanaga-cameroon
Violations of human rights,,sosucam-and-samdiaa-sugar-operation-in-haute-sanaga-cameroon
Land dispossession,,sosucam-and-samdiaa-sugar-operation-in-haute-sanaga-cameroon
Loss of traditional knowledge/practices/cultures,,rio-tintos-iron-mine-and-destruction-of-sacred-aboriginal-sites-australia
Land dispossession,,rio-tintos-iron-mine-and-destruction-of-sacred-aboriginal-sites-australia
Loss of landscape/sense of place,,rio-tintos-iron-mine-and-destruction-of-sacred-aboriginal-sites-australia
Displacement,,rio-tintos-iron-mine-and-destruction-of-sacred-aboriginal-sites-australia
Violations of human rights,,rio-tintos-iron-mine-and-destruction-of-sacred-aboriginal-sites-australia
Loss of landscape/sense of place,,garbage-mountain-saida
Loss of livelihood,,uralita-in-cerdanyola-catalonia-asbestos-spain
Violations of human rights,,uralita-in-cerdanyola-catalonia-asbestos-spain
Increase in Corruption/Co-optation of different actors,,uralita-in-cerdanyola-catalonia-asbestos-spain
Displacement,,uralita-in-cerdanyola-catalonia-asbestos-spain
"Lack of work security, labour absenteeism, firings, unemployment",,uralita-in-cerdanyola-catalonia-asbestos-spain
Displacement,,high-speed-two-railway-united-kingdom
Land dispossession,,high-speed-two-railway-united-kingdom
Loss of landscape/sense of place,,high-speed-two-railway-united-kingdom
Militarization and increased police presence,,upper-kengtawng-dam-shan-state-myanmar
Displacement,,upper-kengtawng-dam-shan-state-myanmar
Loss of livelihood,,upper-kengtawng-dam-shan-state-myanmar
Loss of traditional knowledge/practices/cultures,,upper-kengtawng-dam-shan-state-myanmar
Violations of human rights,,upper-kengtawng-dam-shan-state-myanmar
Land dispossession,,upper-kengtawng-dam-shan-state-myanmar
Loss of landscape/sense of place,,upper-kengtawng-dam-shan-state-myanmar
Loss of livelihood,,fungicides-in-banana-plantations-in-davao
Specific impacts on women,,fungicides-in-banana-plantations-in-davao
Violations of human rights,,fungicides-in-banana-plantations-in-davao
"Lack of work security, labour absenteeism, firings, unemployment",,fungicides-in-banana-plantations-in-davao
Loss of traditional knowledge/practices/cultures,,fungicides-in-banana-plantations-in-davao
Loss of landscape/sense of place,,fungicides-in-banana-plantations-in-davao
"Lack of work security, labour absenteeism, firings, unemployment",,the-houston-hub-carbon-capture-and-storage-facility-texas-usa
Increase in Corruption/Co-optation of different actors,,violence-against-buddhist-monks-opposing-dams-in-tawang-arunachal-pradesh-india
Militarization and increased police presence,,violence-against-buddhist-monks-opposing-dams-in-tawang-arunachal-pradesh-india
Violations of human rights,,violence-against-buddhist-monks-opposing-dams-in-tawang-arunachal-pradesh-india
Displacement,,violence-against-buddhist-monks-opposing-dams-in-tawang-arunachal-pradesh-india
Land dispossession,,violence-against-buddhist-monks-opposing-dams-in-tawang-arunachal-pradesh-india
Loss of landscape/sense of place,,violence-against-buddhist-monks-opposing-dams-in-tawang-arunachal-pradesh-india
Loss of traditional knowledge/practices/cultures,,pt-inti-indorayon-utama-eucalyptus-plantation-conflict-sumatra-indonesia
"Social problems (alcoholism, prostitution, etc..)",,pt-inti-indorayon-utama-eucalyptus-plantation-conflict-sumatra-indonesia
Specific impacts on women,,pt-inti-indorayon-utama-eucalyptus-plantation-conflict-sumatra-indonesia
Land dispossession,,pt-inti-indorayon-utama-eucalyptus-plantation-conflict-sumatra-indonesia
Loss of livelihood,,pt-inti-indorayon-utama-eucalyptus-plantation-conflict-sumatra-indonesia
Increase in violence and crime,,alto-chicama-peru
Loss of livelihood,,alto-chicama-peru
Loss of traditional knowledge/practices/cultures,,alto-chicama-peru
Militarization and increased police presence,,alto-chicama-peru
Land dispossession,,alto-chicama-peru
Displacement,,portland-harbor-superfund-site
Loss of livelihood,,portland-harbor-superfund-site
Loss of traditional knowledge/practices/cultures,,portland-harbor-superfund-site
Loss of landscape/sense of place,,portland-harbor-superfund-site
"Lack of work security, labour absenteeism, firings, unemployment",,portland-harbor-superfund-site
"Lack of work security, labour absenteeism, firings, unemployment",,huaneng-haimen-coal-fired-power-station
Loss of livelihood,,huaneng-haimen-coal-fired-power-station
Loss of traditional knowledge/practices/cultures,,palm-oil-companies-grab-orang-rimba-land
Loss of landscape/sense of place,,palm-oil-companies-grab-orang-rimba-land
Loss of livelihood,,palm-oil-companies-grab-orang-rimba-land
Displacement,,palm-oil-companies-grab-orang-rimba-land
Land dispossession,,palm-oil-companies-grab-orang-rimba-land
Increase in violence and crime,,palm-oil-companies-grab-orang-rimba-land
"Lack of work security, labour absenteeism, firings, unemployment",,palm-oil-companies-grab-orang-rimba-land
Other socio-economic impacts,,palm-oil-companies-grab-orang-rimba-land
"Social problems (alcoholism, prostitution, etc..)",,palm-oil-companies-grab-orang-rimba-land
Violations of human rights,,palm-oil-companies-grab-orang-rimba-land
Other socio-economic impacts,,oil-and-gas-prospections-in-the-balearic-sea-spain
"Lack of work security, labour absenteeism, firings, unemployment",,nitrogen-crisis-and-farmers-protests
Loss of livelihood,,nitrogen-crisis-and-farmers-protests
Other socio-economic impacts,,nitrogen-crisis-and-farmers-protests
Loss of livelihood,,rio-atoyac-tlaxcala-puebla-an-environmental-hell-mexico
Specific impacts on women,,rio-atoyac-tlaxcala-puebla-an-environmental-hell-mexico
Violations of human rights,,rio-atoyac-tlaxcala-puebla-an-environmental-hell-mexico
Loss of landscape/sense of place,,rio-atoyac-tlaxcala-puebla-an-environmental-hell-mexico
Increase in Corruption/Co-optation of different actors,,nickel-ore-exploration-mining-trstenik-serbia
Displacement,,nickel-ore-exploration-mining-trstenik-serbia
Increase in violence and crime,,nickel-ore-exploration-mining-trstenik-serbia
"Lack of work security, labour absenteeism, firings, unemployment",,nickel-ore-exploration-mining-trstenik-serbia
Loss of livelihood,,nickel-ore-exploration-mining-trstenik-serbia
Militarization and increased police presence,,nickel-ore-exploration-mining-trstenik-serbia
Land dispossession,,nickel-ore-exploration-mining-trstenik-serbia
Loss of landscape/sense of place,,nickel-ore-exploration-mining-trstenik-serbia
Increase in Corruption/Co-optation of different actors,,deva-muncel-gold-polymetallic-ores-exploitation
Displacement,,deva-muncel-gold-polymetallic-ores-exploitation
Increase in violence and crime,,deva-muncel-gold-polymetallic-ores-exploitation
"Lack of work security, labour absenteeism, firings, unemployment",,deva-muncel-gold-polymetallic-ores-exploitation
Loss of traditional knowledge/practices/cultures,,deva-muncel-gold-polymetallic-ores-exploitation
Militarization and increased police presence,,deva-muncel-gold-polymetallic-ores-exploitation
Violations of human rights,,deva-muncel-gold-polymetallic-ores-exploitation
Land dispossession,,deva-muncel-gold-polymetallic-ores-exploitation
Displacement,,tribes-halt-copper-mine-on-ancestral-lands-santa-rita-mountains-arizona-usa
Loss of livelihood,,tribes-halt-copper-mine-on-ancestral-lands-santa-rita-mountains-arizona-usa
Loss of traditional knowledge/practices/cultures,,tribes-halt-copper-mine-on-ancestral-lands-santa-rita-mountains-arizona-usa
Land dispossession,,tribes-halt-copper-mine-on-ancestral-lands-santa-rita-mountains-arizona-usa
Loss of landscape/sense of place,,tribes-halt-copper-mine-on-ancestral-lands-santa-rita-mountains-arizona-usa
Displacement,,tribes-halt-copper-mine-on-ancestral-lands-santa-rita-mountains-arizona-usa
Loss of livelihood,,tribes-halt-copper-mine-on-ancestral-lands-santa-rita-mountains-arizona-usa
Loss of traditional knowledge/practices/cultures,,tribes-halt-copper-mine-on-ancestral-lands-santa-rita-mountains-arizona-usa
Land dispossession,,tribes-halt-copper-mine-on-ancestral-lands-santa-rita-mountains-arizona-usa
Loss of landscape/sense of place,,tribes-halt-copper-mine-on-ancestral-lands-santa-rita-mountains-arizona-usa
Other socio-economic impacts,,tribes-halt-copper-mine-on-ancestral-lands-santa-rita-mountains-arizona-usa
Increase in Corruption/Co-optation of different actors,,cocula-guerrero-mexico
Displacement,,cocula-guerrero-mexico
Increase in violence and crime,,cocula-guerrero-mexico
Loss of livelihood,,cocula-guerrero-mexico
Militarization and increased police presence,,cocula-guerrero-mexico
"Social problems (alcoholism, prostitution, etc..)",,cocula-guerrero-mexico
Specific impacts on women,,cocula-guerrero-mexico
Violations of human rights,,cocula-guerrero-mexico
Land dispossession,,cocula-guerrero-mexico
Increase in Corruption/Co-optation of different actors,,afectadas-por-el-nemagon-costa-rica
Displacement,,afectadas-por-el-nemagon-costa-rica
Increase in violence and crime,,afectadas-por-el-nemagon-costa-rica
"Lack of work security, labour absenteeism, firings, unemployment",,afectadas-por-el-nemagon-costa-rica
Loss of livelihood,,afectadas-por-el-nemagon-costa-rica
Loss of traditional knowledge/practices/cultures,,afectadas-por-el-nemagon-costa-rica
"Social problems (alcoholism, prostitution, etc..)",,afectadas-por-el-nemagon-costa-rica
Specific impacts on women,,afectadas-por-el-nemagon-costa-rica
Violations of human rights,,afectadas-por-el-nemagon-costa-rica
Militarization and increased police presence,,brokdorf-germany
Displacement,,brokdorf-germany
Increase in Corruption/Co-optation of different actors,,chiquita-brands-colombia
Displacement,,chiquita-brands-colombia
Increase in violence and crime,,chiquita-brands-colombia
"Lack of work security, labour absenteeism, firings, unemployment",,chiquita-brands-colombia
Loss of livelihood,,chiquita-brands-colombia
Loss of traditional knowledge/practices/cultures,,chiquita-brands-colombia
Militarization and increased police presence,,chiquita-brands-colombia
"Social problems (alcoholism, prostitution, etc..)",,chiquita-brands-colombia
Specific impacts on women,,chiquita-brands-colombia
Violations of human rights,,chiquita-brands-colombia
Land dispossession,,chiquita-brands-colombia
Loss of traditional knowledge/practices/cultures,,delhi-mumbai-industrial-corridor
Militarization and increased police presence,,delhi-mumbai-industrial-corridor
Displacement,,delhi-mumbai-industrial-corridor
"Lack of work security, labour absenteeism, firings, unemployment",,delhi-mumbai-industrial-corridor
Loss of livelihood,,delhi-mumbai-industrial-corridor
Violations of human rights,,delhi-mumbai-industrial-corridor
Land dispossession,,delhi-mumbai-industrial-corridor
Loss of landscape/sense of place,,delhi-mumbai-industrial-corridor
Specific impacts on women,,delhi-mumbai-industrial-corridor
Increase in Corruption/Co-optation of different actors,,delhi-mumbai-industrial-corridor
"Lack of work security, labour absenteeism, firings, unemployment",,atlantic-empress-oil-tanker-accident-1979
Loss of livelihood,,atlantic-empress-oil-tanker-accident-1979
Loss of landscape/sense of place,,atlantic-empress-oil-tanker-accident-1979
Displacement,,holcim-cement-plant-in-puttalam
"Lack of work security, labour absenteeism, firings, unemployment",,holcim-cement-plant-in-puttalam
Loss of livelihood,,holcim-cement-plant-in-puttalam
Displacement,,deep-sea-port-and-airport-on-kalagote-island
Loss of livelihood,,deep-sea-port-and-airport-on-kalagote-island
Loss of traditional knowledge/practices/cultures,,deep-sea-port-and-airport-on-kalagote-island
Militarization and increased police presence,,deep-sea-port-and-airport-on-kalagote-island
Land dispossession,,deep-sea-port-and-airport-on-kalagote-island
Loss of landscape/sense of place,,deep-sea-port-and-airport-on-kalagote-island
Violations of human rights,,deep-sea-port-and-airport-on-kalagote-island
Violations of human rights,,bayan-obo-world-biggest-rare-earths-mine-baogang-group-baotou-inner-mongolia-china
Displacement,,bayan-obo-world-biggest-rare-earths-mine-baogang-group-baotou-inner-mongolia-china
"Lack of work security, labour absenteeism, firings, unemployment",,bayan-obo-world-biggest-rare-earths-mine-baogang-group-baotou-inner-mongolia-china
Loss of livelihood,,bayan-obo-world-biggest-rare-earths-mine-baogang-group-baotou-inner-mongolia-china
Loss of traditional knowledge/practices/cultures,,bayan-obo-world-biggest-rare-earths-mine-baogang-group-baotou-inner-mongolia-china
Loss of landscape/sense of place,,bayan-obo-world-biggest-rare-earths-mine-baogang-group-baotou-inner-mongolia-china
Increase in Corruption/Co-optation of different actors,,bayan-obo-world-biggest-rare-earths-mine-baogang-group-baotou-inner-mongolia-china
Displacement,,pakri-barwadih-coal-mining-in-jharkhand-india
"Lack of work security, labour absenteeism, firings, unemployment",,pakri-barwadih-coal-mining-in-jharkhand-india
Loss of livelihood,,pakri-barwadih-coal-mining-in-jharkhand-india
Loss of traditional knowledge/practices/cultures,,pakri-barwadih-coal-mining-in-jharkhand-india
Violations of human rights,,pakri-barwadih-coal-mining-in-jharkhand-india
Land dispossession,,pakri-barwadih-coal-mining-in-jharkhand-india
Loss of landscape/sense of place,,pakri-barwadih-coal-mining-in-jharkhand-india
Displacement,,gmr-kamalanga-energy-limited-thermal-plant-india
"Lack of work security, labour absenteeism, firings, unemployment",,gmr-kamalanga-energy-limited-thermal-plant-india
Loss of livelihood,,gmr-kamalanga-energy-limited-thermal-plant-india
Loss of traditional knowledge/practices/cultures,,gmr-kamalanga-energy-limited-thermal-plant-india
Specific impacts on women,,gmr-kamalanga-energy-limited-thermal-plant-india
Land dispossession,,gmr-kamalanga-energy-limited-thermal-plant-india
Loss of landscape/sense of place,,gmr-kamalanga-energy-limited-thermal-plant-india
Loss of livelihood,,attempted-conversion-of-reserve-forests-for-housing-of-public-officials-coxs-bazar-district-bangladesh
Increase in Corruption/Co-optation of different actors,,vele-colliery-mine-next-to-the-mapungubwe-national-park-in-limpopo-south-africa
Loss of livelihood,,vele-colliery-mine-next-to-the-mapungubwe-national-park-in-limpopo-south-africa
Land dispossession,,vele-colliery-mine-next-to-the-mapungubwe-national-park-in-limpopo-south-africa
Loss of traditional knowledge/practices/cultures,,vele-colliery-mine-next-to-the-mapungubwe-national-park-in-limpopo-south-africa
"Social problems (alcoholism, prostitution, etc..)",,vele-colliery-mine-next-to-the-mapungubwe-national-park-in-limpopo-south-africa
Loss of landscape/sense of place,,vele-colliery-mine-next-to-the-mapungubwe-national-park-in-limpopo-south-africa
Land dispossession,,sabal-trail-pipeline
Loss of landscape/sense of place,,sabal-trail-pipeline
Displacement,,coalmining-caribou-moberlylake-bc
Loss of livelihood,,coalmining-caribou-moberlylake-bc
Loss of traditional knowledge/practices/cultures,,coalmining-caribou-moberlylake-bc
Violations of human rights,,coalmining-caribou-moberlylake-bc
Land dispossession,,coalmining-caribou-moberlylake-bc
Loss of landscape/sense of place,,coalmining-caribou-moberlylake-bc
"Lack of work security, labour absenteeism, firings, unemployment",,metan-se-opone-a-proyecto-leon-argentina
Loss of livelihood,,metan-se-opone-a-proyecto-leon-argentina
Land dispossession,,metan-se-opone-a-proyecto-leon-argentina
Loss of landscape/sense of place,,metan-se-opone-a-proyecto-leon-argentina
Increase in Corruption/Co-optation of different actors,,metan-se-opone-a-proyecto-leon-argentina
Other socio-economic impacts,,metan-se-opone-a-proyecto-leon-argentina
Loss of traditional knowledge/practices/cultures,,metan-se-opone-a-proyecto-leon-argentina
Displacement,,ogun-cargo-airport
Increase in violence and crime,,ogun-cargo-airport
Loss of livelihood,,ogun-cargo-airport
Loss of traditional knowledge/practices/cultures,,ogun-cargo-airport
Militarization and increased police presence,,ogun-cargo-airport
Land dispossession,,ogun-cargo-airport
Loss of landscape/sense of place,,ogun-cargo-airport
Violations of human rights,,ogun-cargo-airport
Increase in Corruption/Co-optation of different actors,,multinational-oil-companies-on-the-niger-delta-nigeria
Displacement,,multinational-oil-companies-on-the-niger-delta-nigeria
Increase in violence and crime,,multinational-oil-companies-on-the-niger-delta-nigeria
"Lack of work security, labour absenteeism, firings, unemployment",,multinational-oil-companies-on-the-niger-delta-nigeria
Loss of livelihood,,multinational-oil-companies-on-the-niger-delta-nigeria
Militarization and increased police presence,,multinational-oil-companies-on-the-niger-delta-nigeria
"Social problems (alcoholism, prostitution, etc..)",,multinational-oil-companies-on-the-niger-delta-nigeria
Violations of human rights,,multinational-oil-companies-on-the-niger-delta-nigeria
Land dispossession,,multinational-oil-companies-on-the-niger-delta-nigeria
Loss of landscape/sense of place,,multinational-oil-companies-on-the-niger-delta-nigeria
Loss of traditional knowledge/practices/cultures,,multinational-oil-companies-on-the-niger-delta-nigeria
Specific impacts on women,,multinational-oil-companies-on-the-niger-delta-nigeria
Land dispossession,,spires-natural-gas-pipeline-for-st-louis-mo-usa
Loss of livelihood,,spires-natural-gas-pipeline-for-st-louis-mo-usa
Other socio-economic impacts,,spires-natural-gas-pipeline-for-st-louis-mo-usa
Increase in Corruption/Co-optation of different actors,,defence-of-magdalena-teititipac-against-gold-mining-mexico
Displacement,,defence-of-magdalena-teititipac-against-gold-mining-mexico
Increase in violence and crime,,defence-of-magdalena-teititipac-against-gold-mining-mexico
"Lack of work security, labour absenteeism, firings, unemployment",,defence-of-magdalena-teititipac-against-gold-mining-mexico
Loss of livelihood,,defence-of-magdalena-teititipac-against-gold-mining-mexico
Loss of traditional knowledge/practices/cultures,,defence-of-magdalena-teititipac-against-gold-mining-mexico
Militarization and increased police presence,,defence-of-magdalena-teititipac-against-gold-mining-mexico
"Social problems (alcoholism, prostitution, etc..)",,defence-of-magdalena-teititipac-against-gold-mining-mexico
Specific impacts on women,,defence-of-magdalena-teititipac-against-gold-mining-mexico
Violations of human rights,,defence-of-magdalena-teititipac-against-gold-mining-mexico
Land dispossession,,defence-of-magdalena-teititipac-against-gold-mining-mexico
Loss of landscape/sense of place,,defence-of-magdalena-teititipac-against-gold-mining-mexico
Loss of livelihood,,al-bassa-landfill-syria
Loss of landscape/sense of place,,al-bassa-landfill-syria
Displacement,,al-bassa-landfill-syria
Displacement,,salal-hydro-power-project-jammu-kashmir-india
Loss of landscape/sense of place,,salal-hydro-power-project-jammu-kashmir-india
Loss of landscape/sense of place,,caffaro-contamination-in-brescia
Violations of human rights,,karachaganak
Loss of landscape/sense of place,,karachaganak
Loss of livelihood,,karachaganak
Displacement,,world-tristar-entertainment-land-grab-in-the-koh-sla-region-kampot-cambodia
Increase in violence and crime,,world-tristar-entertainment-land-grab-in-the-koh-sla-region-kampot-cambodia
Loss of livelihood,,world-tristar-entertainment-land-grab-in-the-koh-sla-region-kampot-cambodia
Violations of human rights,,world-tristar-entertainment-land-grab-in-the-koh-sla-region-kampot-cambodia
Land dispossession,,world-tristar-entertainment-land-grab-in-the-koh-sla-region-kampot-cambodia
Loss of traditional knowledge/practices/cultures,,world-tristar-entertainment-land-grab-in-the-koh-sla-region-kampot-cambodia
Displacement,,mahmoodkot-power-station-pakistan
Loss of livelihood,,mahmoodkot-power-station-pakistan
Violations of human rights,,mahmoodkot-power-station-pakistan
Land dispossession,,mahmoodkot-power-station-pakistan
Loss of landscape/sense of place,,mahmoodkot-power-station-pakistan
Displacement,,land-grabbing-sudan
Loss of livelihood,,land-grabbing-sudan
Land dispossession,,land-grabbing-sudan
Loss of landscape/sense of place,,land-grabbing-sudan
Increase in Corruption/Co-optation of different actors,,aquaculture-advancement
Loss of livelihood,,aquaculture-advancement
Loss of traditional knowledge/practices/cultures,,aquaculture-advancement
Land dispossession,,aquaculture-advancement
Loss of landscape/sense of place,,aquaculture-advancement
Increase in Corruption/Co-optation of different actors,,angry-protest-against-proposed-petroleum-refinery-in-ratnagiri-district-maharashtra
Displacement,,angry-protest-against-proposed-petroleum-refinery-in-ratnagiri-district-maharashtra
Loss of livelihood,,angry-protest-against-proposed-petroleum-refinery-in-ratnagiri-district-maharashtra
Loss of traditional knowledge/practices/cultures,,angry-protest-against-proposed-petroleum-refinery-in-ratnagiri-district-maharashtra
Violations of human rights,,exposure-to-agent-orange
Land dispossession,,exposure-to-agent-orange
Loss of landscape/sense of place,,exposure-to-agent-orange
Increase in violence and crime,,exposure-to-agent-orange
Loss of traditional knowledge/practices/cultures,,exposure-to-agent-orange
Specific impacts on women,,exposure-to-agent-orange
Displacement,,exposure-to-agent-orange
Other socio-economic impacts,,exposure-to-agent-orange
Loss of livelihood,,exposure-to-agent-orange
Increase in Corruption/Co-optation of different actors,,waste-incinerator-in-resnik-zagreb-croatia
Displacement,,waste-incinerator-in-resnik-zagreb-croatia
Loss of landscape/sense of place,,waste-incinerator-in-resnik-zagreb-croatia
Loss of livelihood,,waste-tire-burnings-for-energy-production-in-cement-plant-cemex-ponce
Violations of human rights,,waste-tire-burnings-for-energy-production-in-cement-plant-cemex-ponce
Militarization and increased police presence,,huichapan-waste-incineration-in-cemex-factory-hidalgo
Violations of human rights,,huichapan-waste-incineration-in-cemex-factory-hidalgo
Displacement,,red-frog-beach-tourist-complex-panama
"Lack of work security, labour absenteeism, firings, unemployment",,red-frog-beach-tourist-complex-panama
Loss of livelihood,,red-frog-beach-tourist-complex-panama
Loss of traditional knowledge/practices/cultures,,red-frog-beach-tourist-complex-panama
Increase in Corruption/Co-optation of different actors,,canariaco-norte-san-juan-de-kanaris-peru
Displacement,,canariaco-norte-san-juan-de-kanaris-peru
Increase in violence and crime,,canariaco-norte-san-juan-de-kanaris-peru
Loss of livelihood,,canariaco-norte-san-juan-de-kanaris-peru
Loss of traditional knowledge/practices/cultures,,canariaco-norte-san-juan-de-kanaris-peru
Militarization and increased police presence,,canariaco-norte-san-juan-de-kanaris-peru
Violations of human rights,,canariaco-norte-san-juan-de-kanaris-peru
Land dispossession,,canariaco-norte-san-juan-de-kanaris-peru
Loss of landscape/sense of place,,canariaco-norte-san-juan-de-kanaris-peru
Militarization and increased police presence,,savepulangiriver-philippines
Violations of human rights,,savepulangiriver-philippines
Increase in Corruption/Co-optation of different actors,,savepulangiriver-philippines
Loss of traditional knowledge/practices/cultures,,savepulangiriver-philippines
Land dispossession,,savepulangiriver-philippines
Loss of landscape/sense of place,,savepulangiriver-philippines
Displacement,,copper-nickel-mining-in-voronezh-russia
Loss of livelihood,,copper-nickel-mining-in-voronezh-russia
Loss of landscape/sense of place,,copper-nickel-mining-in-voronezh-russia
Increase in Corruption/Co-optation of different actors,,copper-nickel-mining-in-voronezh-russia
Militarization and increased police presence,,copper-nickel-mining-in-voronezh-russia
Loss of livelihood,,chronic-inc-philippines-and-canada-waste-dispute-manilla-philippines
Loss of livelihood,,groundwater-lifting-by-industries-leading-to-water-scarcity-in-5-villages
"Lack of work security, labour absenteeism, firings, unemployment",,groundwater-lifting-by-industries-leading-to-water-scarcity-in-5-villages
Increase in Corruption/Co-optation of different actors,,imider-silver-mine-morocco
"Lack of work security, labour absenteeism, firings, unemployment",,imider-silver-mine-morocco
Loss of livelihood,,imider-silver-mine-morocco
Militarization and increased police presence,,imider-silver-mine-morocco
Violations of human rights,,imider-silver-mine-morocco
Land dispossession,,imider-silver-mine-morocco
Increase in Corruption/Co-optation of different actors,,small-scale-land-grabbing-by-political-and-economical-elites-in-greater-gaborone-botswana
"Lack of work security, labour absenteeism, firings, unemployment",,small-scale-land-grabbing-by-political-and-economical-elites-in-greater-gaborone-botswana
Loss of livelihood,,small-scale-land-grabbing-by-political-and-economical-elites-in-greater-gaborone-botswana
Violations of human rights,,small-scale-land-grabbing-by-political-and-economical-elites-in-greater-gaborone-botswana
Land dispossession,,small-scale-land-grabbing-by-political-and-economical-elites-in-greater-gaborone-botswana
"Lack of work security, labour absenteeism, firings, unemployment",,the-city-of-buenos-aires-installs-anti-poor-waste-containers-and-repress-wastepickers-demonstration-and-rights
Loss of livelihood,,the-city-of-buenos-aires-installs-anti-poor-waste-containers-and-repress-wastepickers-demonstration-and-rights
Increase in Corruption/Co-optation of different actors,,ashaninka-rioamonia-saweto-againstlogging-acre-brazil
Increase in violence and crime,,ashaninka-rioamonia-saweto-againstlogging-acre-brazil
Loss of livelihood,,ashaninka-rioamonia-saweto-againstlogging-acre-brazil
Militarization and increased police presence,,ashaninka-rioamonia-saweto-againstlogging-acre-brazil
Violations of human rights,,ashaninka-rioamonia-saweto-againstlogging-acre-brazil
Displacement,,ashaninka-rioamonia-saweto-againstlogging-acre-brazil
"Social problems (alcoholism, prostitution, etc..)",,ashaninka-rioamonia-saweto-againstlogging-acre-brazil
Land dispossession,,ashaninka-rioamonia-saweto-againstlogging-acre-brazil
Loss of landscape/sense of place,,ashaninka-rioamonia-saweto-againstlogging-acre-brazil
Land dispossession,,protest-against-chinese-companies-to-build-elevated-railways-hinder-animal-migrationnairobi-kenya
Other socio-economic impacts,,protest-against-chinese-companies-to-build-elevated-railways-hinder-animal-migrationnairobi-kenya
Loss of landscape/sense of place,,protest-against-chinese-companies-to-build-elevated-railways-hinder-animal-migrationnairobi-kenya
Displacement,,pak-bara-deep-sea-port-project-thailand
"Lack of work security, labour absenteeism, firings, unemployment",,pak-bara-deep-sea-port-project-thailand
Loss of livelihood,,pak-bara-deep-sea-port-project-thailand
Loss of traditional knowledge/practices/cultures,,pak-bara-deep-sea-port-project-thailand
Specific impacts on women,,pak-bara-deep-sea-port-project-thailand
Land dispossession,,pak-bara-deep-sea-port-project-thailand
Increase in violence and crime,,hidroelectricas-de-atzala-coyolapa-puebla-mexico
Violations of human rights,,hidroelectricas-de-atzala-coyolapa-puebla-mexico
Displacement,,hidroelectricas-de-atzala-coyolapa-puebla-mexico
Loss of livelihood,,hidroelectricas-de-atzala-coyolapa-puebla-mexico
