UID,name,slug,relations
eastern-economic-corridor,"High-speed train Bangkok- Nong Khai, Thailand",high-speed-train-bangkok-nakhon-ratchasima,
explotacion-petrolera-en-el-municipio-de-acacias-meta,"Extracción de petróleo en La Macarena, Meta, Colombia",la-macarena-meta-colombia,
hollongi-greenfield-airport-india,"Doloo Tea Workers against Greenfield Airport, Assam, India",doloo-tea-workers-against-greenfield-airport-assam,
hawaiians-protest-stopped-large-telescope-symbolizing-western-colonisation-on-the-mauna-kea-mountain-usa,"Native Hawaiians and Local Residents Protest Na Pua Makani Wind Project, Hawai'i, USA",indigenous-hawaiians-and-local-residents-protest-na-pua-makani-industrial-wind-farm,
conflicto-interprovincial-por-cuerpo-de-agua-rio-atuel,"Represa Portezuelo del Viento en Mendoza, Argentina",portezuelo-del-viento,
eko-atlantic-city-lagos-nigeria,"Demolition and evictions of Makoko's community, Nigeria",field-report-313-evicted-makoko-women-and-children-face-humanitarian-crises,
chevron-operations-meet-with-protests-australia,"Woodside's Burrup gas hub threatens ancient aboriginal sacred art, Western Australia",scarborough-gas-project,
lgv-bordeaux-spain-northern-basque-country-france,Bordeaux–Toulouse High Speed Rail,bordeaux-toulouse-high-speed-rail,
nagaragawa-dam,"Isahaya Bay, fill in of the tidal flats, Japan ",isahaya-bay-nagasaki-prefecture-construction-of-the-dyke-japan,
el-cerrejon-mine-colombia,"Glencore and Prodeco coal mining, Colombia",glencore-prodeco-colombia,
el-cerrejon-mine-colombia,"Represa El Cercado en el río Ranchería, La Guajira, Colombia",represa-rio-rancheria-la-guajira-colombia,
el-cerrejon-mine-colombia,"Comunidad Wayuu, Guajira, resistiendo la desviación del Arroyo Bruno por la empresa El Cerrejón, Colombia ",glencore-switzerland-bhp-billiton-united-kingdom-angloamerican-australia,
el-cerrejon-mine-colombia,"Indígenas wayúu del Socuy defienden sus territorios ante extracción de carbón y otros proyectos, Venezuela",indigenas-wayuu-del-socuy-defienden-sus-territorios-ante-el-avance-de-proyectos-vinculados-a-la-extraccion-de-carbon-carbozulia,
closure-and-modernisation-of-old-nickel-and-copper-smelter-monchegorsk-kola-peninsula-russia,"Protest against heavy pollution from Russian nickel plant in Kirkenes, Norway",protest-against-heavy-pollution-from-russian-nickel-plant-kirkenes-norway,
closure-and-modernisation-of-old-nickel-and-copper-smelter-monchegorsk-kola-peninsula-russia," Monchetundra nickel and palladium mining, Kola peninsula, Russia",moche-tundra-litium-ming-kola-peninsula-russia,
closure-and-modernisation-of-old-nickel-and-copper-smelter-monchegorsk-kola-peninsula-russia,"Kolmozero lithium mining, Kola peninsula, Russia",lithium-mining-kola-peninsula-russia,
closure-and-modernisation-of-old-nickel-and-copper-smelter-monchegorsk-kola-peninsula-russia,"Khibiny Mountains - Fyodorova Tundra platinum and palladium mining, Kola peninsula, Russia",khibiny-mountains-platinum-and-palladium-mining-kola-peninsula-russia,
flower-market-square-redevelopment-plan-zagreb-croatia,"Sport and Recreation Center 'Svetice' Zagreb, Croatia",sport-and-recreation-center-svetice-croatia,
contaminacion-por-relaves-mineros-en-el-rio-pilcomayo-bolivia,"Extracción de Gas y Petróleo en el Rio Pilcomayo, Bolivia",estraccion-de-gas-y-petroleo-en-el-lado-boliviano-del-rio-pilcomayo,
conflict-over-bears-ears-national-monument,"Dixie Meadows Geothermal Plant, Nevada, USA",dixie-meadows-geothermal-plant-nevada-usa,
projeto-cacapava-do-sul,"Eagle Fertilizers and phosphate mining, Lavras do Sul - RGS, Brazil",eagle-fertilizers-and-phosphate-mining-lavras-do-sul-rgs-brazil,
proyecto-hidroelectrico-la-miel-ii,"Pequeña Central Hidroeléctrica El Edén, Colombia",pequena-central-hidroelectrica-el-eden,
midcat-gas-pipeline,"Danish-Polish Baltic Pipe Fossil Gas Infrastructure Project, Denmark",danish-polish-baltic-pipe-fossil-gas-infrastructure-project-denmark,
concentrated-animal-feeding-operations-and-minority-residents-in-kenansville-north-carolina-usa,"Macrogranja (CAFO) para la producción lechera en Noviercas, Soria, Spain",granja-de-vacas-de-noviercas-soria-spain,
ntacua-tree-plantations-in-zambezia-mozambique,"Tectona monoculture tree plantations, Mozambique",tectona-monoculture-tree-plantations-mozambique,
sicogon-island-tourism-estate-philippines,"Local LGBTQI  struggles for post-disaster recovery turn into the Climate Change and Human Rights Inquiry against “Carbon Mayors”, The Philippines",post-disaster-typhoon-yolanda-recovery-process-fossil-fuels-climate-change-conflict,
sagay-massacre-of-sugar-farmers-philippines,"Escalante Massacre over sugar plantations, Negros Occidental, the Philippines",escalante-massacre-of-agrarian-activists-negros-occidental-philippines,
sagay-massacre-of-sugar-farmers-philippines,"Kidapawan massacre  in 2016 over hungry farmers protest, North Cotabato, the Philippines",kidapawan-massacre,
sagay-massacre-of-sugar-farmers-philippines,"Negros Massacre: Murder of 14 farmers in Negros, The Philippines",negros-massacre-murder-of-14-farmers-in-negros-the-philippines,
rio-tintos-iron-mine-and-destruction-of-sacred-aboriginal-sites-australia,"Woodside's Burrup gas hub threatens ancient aboriginal sacred art, Western Australia",scarborough-gas-project,
garbage-mountain-saida,"Costa Brava Landfill, Lebanon",costa-brava-landfill-lebanon,
garbage-mountain-saida,ACKEJ_SHANE Second Lebanon War,second-lebanon-war,
nickel-ore-exploration-mining-trstenik-serbia,"Nickel ore exploration in Mokra Gora region, Serbia",intentions-of-exploration-of-nickel-ore-in-mokra-gora-serbia,
deva-muncel-gold-polymetallic-ores-exploitation,"Certej gold mining, Romania",certej-gold-mining-romania,
deva-muncel-gold-polymetallic-ores-exploitation,"Gold and polymetallic ores mining in Brad and the battle against cyanide, Romania",brad-polymetallic-ores-including-gold,
afectadas-por-el-nemagon-costa-rica,"Afectados por el Nemagón, Honduras ",afectados-por-el-nemagon-honduras,
afectadas-por-el-nemagon-costa-rica," DBCP and male infertility in Lathrop, California, United States",dbcp-and-male-infertility-in-lathrop-california,
afectadas-por-el-nemagon-costa-rica,"Farmworkers poisoned by DBCP (Nemagon), Philippines",philippine-farmworkers-poisoned-by-dbcp-pesticide,
afectadas-por-el-nemagon-costa-rica,"Banana workers affected by  agrotoxics in Barú, Panamá",banana-workers-affected-by-fumazo-dbcp-in-baru-panama,
afectadas-por-el-nemagon-costa-rica,"DBCP Poisoned Water Wells in Hawaii, US",pineapples-lasting-legacy-the-poisoned-wells-by-dbcp-in-hawaii,
holcim-cement-plant-in-puttalam,"Aruwakkalu landfill, Puttalam, Sri Lanka",aruwakkalu-landfill-puttalam-sri-lanka,
holcim-cement-plant-in-puttalam,La Fundación  Apaxtle y Prosalud Apaxco-Atotonilco contra planta Ecoltec de Holcim. Mexico.,fundacion-para-el-desarrollo-integral-apaxtle-ac-y-prosalud-apaxco-atotonilco-contra-planta-ecoltec-de-cementera-holcim-2009-apaxco-edomex-y-atotonilco-de-tula-hidalgo,
holcim-cement-plant-in-puttalam,Complaints against Holcim-Lafarge quarries and cement factories in France and Switzerland,holcim-lafarge-quarry-switzerland,
attempted-conversion-of-reserve-forests-for-housing-of-public-officials-coxs-bazar-district-bangladesh,Urbanization,urbanization,
waste-incinerator-in-resnik-zagreb-croatia,"Regional Landfill Lećevica, Croatia",regional-landfill-lecevica-croatia,
huichapan-waste-incineration-in-cemex-factory-hidalgo,"Atotonilco de Tula y la planta de Cemex, Mexico",atotonilco-de-tula-vs-incineracion-de-residuos-solidos-urbanos-en-la-planta-de-cemex-atotonilco,
huichapan-waste-incineration-in-cemex-factory-hidalgo,"Contaminación del río Tula en Hidalgo, México",contaminacion-del-rio-tula,
huichapan-waste-incineration-in-cemex-factory-hidalgo,La Fundación  Apaxtle y Prosalud Apaxco-Atotonilco contra planta Ecoltec de Holcim. Mexico.,fundacion-para-el-desarrollo-integral-apaxtle-ac-y-prosalud-apaxco-atotonilco-contra-planta-ecoltec-de-cementera-holcim-2009-apaxco-edomex-y-atotonilco-de-tula-hidalgo,
savepulangiriver-philippines,"Logging in San Fernando, Mindanao, the Philippines",logging-in-san-fernando-mindanao-the-philippines,
ashaninka-rioamonia-saweto-againstlogging-acre-brazil,"Ashaninka community against Tawaya biopiracy, Acre, Brazil",ashaninka-community-against-tawaya-cosmeticos,
ashaninka-rioamonia-saweto-againstlogging-acre-brazil,"Petrobras oil exploration and illegal logging in Murunahua indigenous reserve, Ucayali, Peru",petribras-oil-exploration-and-illegal-logging-in-murunahua-indigenous-reserve-ucayali-peru,
ashaninka-rioamonia-saweto-againstlogging-acre-brazil,"Killing of Asháninka leader Estela Casanto Mauricio in Junín, Peru",killing-of-ashaninka-leader-estela-casanto-mauricio-in-junin-peru,
protest-against-chinese-companies-to-build-elevated-railways-hinder-animal-migrationnairobi-kenya,"Offshore sea sand harvest in Kwale district, south of Mombasa, Kenya",offshore-sea-sand-harvest-from-in-south-coast-of-the-indian-ocean-kenya,
hidroelectricas-de-atzala-coyolapa-puebla-mexico,"Hidroelectrica Gaya en el rio Apulco, Puebla, Mexico",gaya-hidroelectrica-rioapulco-puebla,
hidroelectricas-de-atzala-coyolapa-puebla-mexico,"Línea de Alta Tensión y subestación eléctrica en Cuetzalan, Puebla, México",linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,
controversy-over-planned-paraxylene-px-plant-in-xiamen-fujian-china,"Controversy over planned paraxylene (PX) plant construction in Jiujiang, Jiangxi, China",controversy-over-planned-paraxylene-px-plant-expansion-in-jiujiang-jiangxi-china,
controversy-over-planned-paraxylene-px-plant-in-xiamen-fujian-china,"Opposition to PX plant in Zhangzhou and explosion accidents, Fujian, China",explosions-at-paraxylene-px-petchem-plant-and-the-related-protests-zhangzhou-fujian,
prestige-oil-spill-in-galician-coast-spain,"Iranian tanker disaster and oil spill in East China Sea, China",oil-spill-of-east-china-sea-in-2018china,
prestige-oil-spill-in-galician-coast-spain,"ERIKA Shipwreck and Oil Spill , Britanny, France",erika-shipwreck-and-oil-spill-britanny-france,
prestige-oil-spill-in-galician-coast-spain,"Oil leak is threatening nature and local people's health, Mauritius",oil-leak-in-mauritus-islands-is-threatenind-nature-and-local-peoples-health,
prestige-oil-spill-in-galician-coast-spain,"The “black tide” of the Torrey Canyon oil spill, UK",torrey-canyon-oil-spill-uk,
prestige-oil-spill-in-galician-coast-spain,"Amoco Cadiz oil spill in 1978 in Britanny, France. ",amoco-cadiz-oil-spill-in-1978-britanny-france,
prestige-oil-spill-in-galician-coast-spain,"The Sea Empress oil spill, Pembrokeshire, Wales, UK",sea-empress-oil-spill-uk,
c-excessive-blood-lead-of-workers-of-ricun-battery-technology-in-changzhou-jiangsu-china,"Lead acid batteries recycling factory in Mombasa, Kenya",lead-smelting-factory-mombassa-kenya,
ringland-vs-bam-belgium,"‘Pak ze aan, de Turnhoutsebaan’ - cyclists' safety in a less car-centric Antwerp, Belgium",pak-ze-aan-de-turnhoutsebaan-the-demand-for-a-less-car-centric-mobility-policy-in-antwerp,
deforestacion-de-manglar-san-blas-nayarit-mexico,"Malecón Tajamar-Cancún destruye Manglar en Quintana Roo, Mexico ",malecon-tajamar-cancun-destruye-manglar-en-quintana-roo-mexico,
shell-petrochemical-plant-and-pollution-in-norco-us,"Mobilizing against Environmental Injustices Post-Katrina: New Orleans East, Louisiana, US",mobilizing-against-environmental-injustices-post-katrina-new-orleans-east-louisiana-us,
high-speed-train-basque-country-spain,"Navarrese Corridor High Speed Rail, Spain",navarrese-corridor-high-speed-rail,
papagayos-mendoza-argentina,"Ninus and María Inés, Mendoza, Argentina",ninus-y-maria-ines-mendoza-argentina,
papagayos-mendoza-argentina,"Fracking de petróleo en Mendoza, Argentina",fracking-for-oil-in-mendoza-argentina,
linginte-mining-and-the-ende-gelande-movement,"Ffos-y-fran opencast coal mine, South Wales, United Kingdom",ffos-y-fran-opencast-coal-mine-south-wales,
linginte-mining-and-the-ende-gelande-movement,"Coal Power Plant Karlsruhe, Germany",coal-power-plant-karlsruhe-germany,
linginte-mining-and-the-ende-gelande-movement,"Brunsbüttel LNG Terminal, Germany",ende-gelande-against-brunsbuttel-lng-double-cost-for-german-energy-independence-germany,
yeongheung-coal-plant-south-korea,"Dangjin Coal-Fired Power Complex, South Korea",dangjin-coal-fired-power-complex,
yokkaichi-asthma-japan,"Nishiyodogawa in Osaka, air pollution court cases, Japan",nishiyodogawa-osaka-air-pollution-and-other-damage,
complexo-industrial-portuario-de-suape-cips-pernambuco-brazil,"Suape Port Industrial Complex and degradation of fisherfolks' subsistence, Brazil",suape-port-industrial-complex-and-degradation-of-fisherfolks-subsistence-brazil,
holcim-incineracion-y-desechos-solidos-el-salvador,"Holcim cement plant in Puttalam, Sri Lanka",holcim-cement-plant-in-puttalam,
holcim-incineracion-y-desechos-solidos-el-salvador,La Fundación  Apaxtle y Prosalud Apaxco-Atotonilco contra planta Ecoltec de Holcim. Mexico.,fundacion-para-el-desarrollo-integral-apaxtle-ac-y-prosalud-apaxco-atotonilco-contra-planta-ecoltec-de-cementera-holcim-2009-apaxco-edomex-y-atotonilco-de-tula-hidalgo,
holcim-incineracion-y-desechos-solidos-el-salvador,Complaints against Holcim-Lafarge quarries and cement factories in France and Switzerland,holcim-lafarge-quarry-switzerland,
tikul-a-y-b,"Parque Eólico Chicxulub en ejido de Ixil, Yucatan, Mexico",parque-eolico-chicxulub-incluye-linea-de-transmision-e-intento-de-privatizacion-de-tierras-del-ejido-de-ixil,
tikul-a-y-b,"Parque Fotovoltaico Yucatán Solar, Valladolid, México",parque-fotovoltaico-yucatan-solar-valladolid-mexico,
sultanpur-dabas-village-landfall-site-delhi-india,"Waste-to-Energy and Ghazipur landfill closure threaten livelihoods of informal recyclers, Delhi, India",waste-to-energy-and-ghazipur-landfill-closure-threaten-livelihoods-of-informal-recyclers-delhi-india,
coal-fired-power-plant-batangas-philippines,"Coal-Fired Power Plant in Luna, La Union, Luzon, Philippines",coal-fired-power-plant-cfpp-in-luna-la-union-philippines,
coal-fired-power-plant-batangas-philippines,"Cancellation of Korean 2nd coal plant in Sual, Pangasinan, Luzon, Philippines",2nd-coal-plant-in-sual,
salango-comuna-against-pesquera-la-polar-ecuador,"Fishmeal Pollution in Chimbote, Peru",fishmeal-pollution-in-chimbote-peru,
saami-metsahallitus-forest-conflict-inari-finland,"Logging blockade in Aalistunturi, Arctic, Finland",logging-blockade-aalistunturi-kolari-arctic-finland,
landfill-site-at-maidan-garhi-new-delhi-india,"Waste-to-Energy and Ghazipur landfill closure threaten livelihoods of informal recyclers, Delhi, India",waste-to-energy-and-ghazipur-landfill-closure-threaten-livelihoods-of-informal-recyclers-delhi-india,
fisherfolks-of-chilika-lake-odisha-india,"Land and livelihood conflicts in Bhitarkanika Wildlife Sanctuary and mangrove forest , Odisha, India",land-and-livelihood-conflicts-in-bhitarkanika-wildlife-sanctuary-odisha-india,
bauxite-mining-in-cockpit-country-jamaica," Coal power plant to be built by Jiuquan Iron & Steel for alumina production at Nain, St Elizabeth , Jamaica",coal-fired-plant-to-be-built-by-chinese-company-jiuquan-iron-steel-at-nain-st-elizabeth-jamaica,
shell-shale-gas-project-skane-sweden,"Skåne mining project, Sweden ",the-skane-project,
taldy-bulak-levoberezhny-gold-deposit-altynken-llc,"Maidan gold mine, Batken district, Kyrgyzstan",maidan-gold-mine-kyrgyzstan,
taldy-bulak-levoberezhny-gold-deposit-altynken-llc,"Zhetim-Too mine in Naryn region, Kyrgystan",zhetim-too-mine-in-naryn-region-kyrgystan,
rio-tinto-zinc-in-molleturo-ecuador,"Rio Blanco, Molleturo, Azuay, Ecuador",rio-blanco-molleturo-azuay-ecuador,
gaya-hidroelectrica-rioapulco-puebla,"Línea de Alta Tensión y subestación eléctrica en Cuetzalan, Puebla, México",linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,
210000-gallon-oil-spill-from-keystone-pipeline-in-south-dakota,"Struggles against in situ leach uranium mining, Black Hills, South Dakota, USA",struggles-against-in-situ-leach-uranium-mining-black-hills-south-dakota-usa,
210000-gallon-oil-spill-from-keystone-pipeline-in-south-dakota,"Black Hills gold mining and land theft, South Dakota, USA",black-hills-land-theft,
blayais-nuclear-central,"Nuclear power plant in Le Carnet, France ",energy-ecological-economics-nuclear-power-plant-in-le-carnet,
chiloe-wind-power-project-in-mapuche-territory,"Environmental threats (industrial salmon, new mining concessions) in Chiloé, Chile",environmental-threats-industrial-salmon-new-mining-concessions-in-chiloe-chile,
mong-ton-or-tasang-dam,"Kunlong (or Upper Thanlwin) dam on the Salween River, Myanmar",kun-long-dam-on-the-salween-river-myanmar,
mong-ton-or-tasang-dam,"Ywathit dam on the Salween River, Karenni state, Myanmar",ywathit-karenni-state-myanmar,
mong-ton-or-tasang-dam,"Weigyi dam on the Salween River, Karen and Karenni state, Myanmar",weigyi-dam-on-the-salween-river-myanmar,
subernarekha-multipurpose-project-kharkai-barrage-gamharia-in-seraikela-kharsawan-india,"Bhushan Power and Steel Limited, Jharkhand, India",bhushan-power-and-steel-limited-jharkhand-india,
tablistas-contra-la-destruccion-de-playas-en-lima,"Surf Park Saint Père en Retz, France",surf-park-saint-pere-en-retz,
coal-fired-plant-to-be-built-by-chinese-company-jiuquan-iron-steel-at-nain-st-elizabeth-jamaica,"Vernamfield Aerotropolis, Jamaica",vernamfield-aerotropolis,
karonsie-dongi-people-and-vale-mine-in-sorowako-sulawesi-indonesia,"Nickel rush threatens the health and environment of Obi Island's people, Indonesia",local-health-threatened-by-nickel-mining-in-obi-island-indonesia,
karonsie-dongi-people-and-vale-mine-in-sorowako-sulawesi-indonesia,"Indonesia Morowali Industrial Park (IMIP), Central Sulawesi, Indonesia",indonesia-morowali-industrial-park-imip1,
karonsie-dongi-people-and-vale-mine-in-sorowako-sulawesi-indonesia,"Delong Nickel Industrial Area, Sulawesi,  Indonesia",delong-nickel-industrial-area-indonesia,
la-huella-de-chevron-en-venezuela,"Complejo Petroquímico El Tablazo y las luchas de El Hornito contra PDVSA, Venezuela",el-complejo-petroquimico-el-tablazo-y-las-luchas-de-la-comunidad-de-el-hornito-contra-pdvsa,
la-huella-de-chevron-en-venezuela,"Contaminación en el Lago de Maracaibo, Venezuela",contaminacion-en-el-lago-de-maracaibo-venezuela,
bosques-agua-y-territorio-en-cheran,"Criminal groups land grabbing farms and logging protected woodlands for avocado production in Uruapan, Michoacán, México ",criminal-groups-land-grabbing-farms-and-protected-woodlands-for-avocado-production-in-uruapan-michoacan-mexico,
jeju-naval-base-construction-republic-of-korea,"Second airport in Jeju (air force base),  south coast, South Korea",second-airport-in-jeju-south-coast-of-south-korea,
enel-coal-power-plant-in-porto-tolle,"Enel coal power plant in La Spezia, Italy",enel-coal-power-plant-in-la-spezia,
chicagos-toxic-doughnut-usa,"Hilco distribution facility replaces coal-fired generating station, Little Village, Chicago, US",hilco-distribution-facility-replaces-coal-fired-generating-station-little-village-chicago-us,
los-pescados-river-hydroelectric-veracruz,"Proyecto Hidroeléctrico Veracruz, Mexico",proyecto-hidroelectrico-veracruz-mexico,
protest-against-the-plnnaed-liulitun-waste-incineration-power-plant-haidian-district-beijing-china,"Qinhuangdao Western (Panguanying) waste incineration plant, Hebei, China",panguangying-waste-incineration-plant-hebei-china,
petrobras-shale-gas-exploration-field-ac-t-8-vale-do-jurua-brazil,"Illegal gold mining and poaching in Vale do Javari Indigenous Territory, Amazonas, Brazil",illegal-gold-mining-and-poaching-in-vale-do-javari-indigenous-territory-amazonas-brazil,
actualizacion-atenco-aeropuerto-internacional-mexico,"Nuevo Aeropuerto Internacional de la Ciudad de México (NAIM), Texcoco o Santa Lucia, Mexico",nuevo-aeropuerto-internacional-de-la-ciudad-de-mexico-naicm-texcoco-mecxico,
actualizacion-atenco-aeropuerto-internacional-mexico,"Water crisis and privatization in Mexico City, Mexico",water-crisis-and-privatization-in-mexico-city,
actualizacion-atenco-aeropuerto-internacional-mexico,"Aeropuerto internacional de Santa Lucía, México",pueblos-originarios-de-la-cuenca-de-mexico-en-contra-del-aeropuerto-internacional-de-santa-lucia,
actualizacion-atenco-aeropuerto-internacional-mexico,"Impactos de las obras asociadas del proyecto de Nuevo Aeropuerto de la Ciudad de México (NAICM), México",impacros-de-las-obras-asociadas-del-proyecto-de-nuevo-aeropuerto-de-la-ciudad-de-mexico-naicm,
actualizacion-atenco-aeropuerto-internacional-mexico,"Ecocidio del río Tula por el Túnel Emisor Oriente (TEO), México",rio-tula-y-el-tunel-emisor-oriente-teo,
actualizacion-atenco-aeropuerto-internacional-mexico,"Planta Tratadora de Aguas Residuales (PTAR) Atotonilco, Hidalgo, México.",planta-tratadora-de-aguas-residuales-ptar-atotonilco-de-tula-hidalgo-mexico,
acid-mine-drainage-south-africa,"Sasol pollutes Sasolburg, Mpumalanga, the Vaal River and other areas, South Africa",sasol-and-others-heavily-pollute-the-vaal-river-and-the-air-across-mpumalanga-south-africa,
acid-mine-drainage-south-africa,"Planned Shell Ultra City in Johannesburg, South Africa",planned-shell-ultra-city-in-johannesburg-south-africa,
acid-mine-drainage-south-africa,"Water pollution from acid drainage due to coal mining in Carolina, Mpumalanga, South Africa",water-pollution-from-acid-mine-drainage-in-carolina-south-africa,
fishers-protest-destruction-of-mangroves-in-ennore-india,"Kattupalli port expansion, Chennai, India",kattupalli-port-expansion-conflict,
hydroelectric-barrages-along-the-mur-river-styria-austria,"Hydroelectric power station in Gratkorn by Verbund and Energie Steiermark, Austria",hydroelectric-power-station-in-gratkorn-and-its-implication-on-environment-and-local-inhabitants,
perenco-muanda-in-bas-congo,"Oil spill in Etimboué Region, Gabon",oil-spill-in-etimboue-region-gabon,
enbridge-northern-gateway-pipeline-canada,"Enbridge Pipelines Inc. - Line 9B Reversal and Line 9 Capacity Expansion Project, Canada",enbridge-pipelines-inc-line-9b-reversal-and-line-9-capacity-expansion-project,
enbridge-northern-gateway-pipeline-canada,"Mackenzie Valley Pipeline, Canada",mackenzie-valley-pipeline,
suzlon-in-dhule,"Suzlon Energy windfarms in Kutch District, India",suzlon-energy-in-kutch-district,
suzlon-in-dhule,"Windmills in the Koyna Sanctuary, Western Ghats of Maharashtra",windmills-in-the-koyna-sanctuary,
tenke-fungurume-deposit-democratic-republic-of-congo,"Ecological and sanitary disaster in the cobalt mines of Kolwezi, DR Congo ",kolwezi-ecological-and-sanitary-disaster,
fomi-dam,"Kandadji Dam and displacement, Niger",kandadji-dam-on-the-niger-river,
refinaria-abreu-e-lima-rnest-pernambuco-brazil,"Complexo Industrial Portuário Governador Eraldo Gueiros (Cips), Pernambuco, Brazil ",complexo-industrial-portuario-de-suape-cips-pernambuco-brazil,
refinaria-abreu-e-lima-rnest-pernambuco-brazil,"Suape Port Industrial Complex and degradation of fisherfolks' subsistence, Brazil",suape-port-industrial-complex-and-degradation-of-fisherfolks-subsistence-brazil,
janna-dam-lebanon,"Qaysamani Dam, Lebanon",qaysamani-dam-in-hammana,
janna-dam-lebanon,"Bisri Dam, Lebanon",bisri-dam,
deepwater-horizon-oil-spill-usa,"The “black tide” of the Torrey Canyon oil spill, UK",torrey-canyon-oil-spill-uk,
deepwater-horizon-oil-spill-usa,"Exxon Valdez oil spill, Alaska, United States",exxon-valdez-oil-spill-alaska-united-states,
deepwater-horizon-oil-spill-usa,"Ixtoc gigantic marine oil spill, Campeche, Mexico",ixtoc-gigantic-oil-spill-campeche-mexico,
deepwater-horizon-oil-spill-usa,"Piper Alpha oil and gas platform disaster in central North Sea, Scotland",piper-alpha-disaster-in-central-north-sea-scotland,
shark-finning-o-aleteo-en-costa-rica,Presidential Veto against trawling in Costa Rica ,presidential-veto-against-trawling-in-costa-rica,
isiokpo-ogbodo-explosion-nigeria,"Shell Must Fall campaign, The Netherlands",shell-must-fall-campaign,
isiokpo-ogbodo-explosion-nigeria,"Shell oil spill in 2023 in Ogoniland , Eleme LGA, Nigeria",shell-oil-spill-in-eleme-nigeria,
sinking-of-the-oil-tanker-haven-genoa-italy,"Irenes Serenade oil tanker explosion in Navarino Bay, Greece",irenes-serenade-oil-tanker-explosion-in-navarino-bay-greece,
proyecto-hidroelectrico-xalala,"Chixoy Dam and Rio Negro massacre, Guatemala",chixoy-dam-guatemala,
rio-tuba-mining-corporation,"Nickel mining in Manicani Island, The Philippines",nickel-mining-in-manicani-island,
protest-against-open-pit-coal-mine-project-in-phulbari-region,"Ffos-y-fran opencast coal mine, South Wales, United Kingdom",ffos-y-fran-opencast-coal-mine-south-wales,
aerial-fumigation-with-glyphosate-in-the-putumayo-colombia,"Oil and coal Extraction in the Indigenous Motilon Bari Territory, Colombia",oil-extraction-in-the-indigenous-motilon-bari-territory-colombia,
gandarela-mountain-range-minas-gerais-against-mining-iron,"Samarco Tailings Dam Failure in Mariana, Minas Gerais, Brazil",samarco-tailings-dam-disaster-minas-gerais-brazil,
gandarela-mountain-range-minas-gerais-against-mining-iron,"Vale company’s tailings dam failure in Brumadinho, MG, Brazil",vale-tailingsdamfailure-brumadinho-minasgerais,
gandarela-mountain-range-minas-gerais-against-mining-iron,"Installation of the pipeline of the company Ferrous Resources do Brasil S.A. in the municipality of Viçosa, Minas Gerais, Brazil",installation-of-the-ferrous-resources-pipeline-in-the-municipality-of-vicosa-minas-gerais-brazil,
ventura-timber-corporations-logging-activities-on-ancestral-lands-of-mamanwas-and-minobos-northern-mindanao-philippines,"Mining and logging operations in Pantaron Range, Talaingod, Davao del Norte, Philippines",killing-of-19-year-old-lumad,
urban-solid-waste-incinerator-of-asturias,"Waste incineration facility in Cercs, Barcelona, Spain",waste-incineration-facility-in-cercs-barcelona-spain,
urban-solid-waste-incinerator-of-asturias,"Incineradora de residus, Nova Tracjusa",nova-tracjusa,
zaldibar-industrial-waste-dump-basque-country-spain,"Vertedero de residuos tóxicos y peligrosos en Nerva, Andalusia, España",landfill-for-toxic-and-hazardous-waste-in-nerva-andalusia-spain,
perenco-guilty-for-environmental-liabilities-ecuador,"Perenco Muanda, Dem. Rep. Congo",perenco-muanda-in-bas-congo,
dbcp-class-action-suit-ecuador," DBCP and male infertility in Lathrop, California, United States",dbcp-and-male-infertility-in-lathrop-california,
dbcp-class-action-suit-ecuador,"Banana workers affected by  agrotoxics in Barú, Panamá",banana-workers-affected-by-fumazo-dbcp-in-baru-panama,
dbcp-class-action-suit-ecuador,"DBCP Poisoned Water Wells in Hawaii, US",pineapples-lasting-legacy-the-poisoned-wells-by-dbcp-in-hawaii,
loliondo-land-vs-tourism-conflict-tanzania,"Wildlife hunting evicting Maasai communities in Loliondo, Ngorongoro Conservation Area, Tanzania",wildlife-hunting-evicting-maasai-communities-in-loliondo-ngorongoro-conservation-area-tanzania,
pichanaki,"Hidrovía amazónica, Ucayali, Peru",hidrovia-amazonica,
krabi-coal-fired-power-station-project,"Coal power plants in Ban Krut and Bo Nok,  Prachuab Khirikhan, Thailand",proposed-coal-power-plant-in-prachuab-khirikhan-thailand,
baia-mare,"Hundreds of Roma forced to live in chemical laboratory of the CUPROM copper factory, Baia Mare, Romania",hundreds-of-roma-people-in-romania-forced-to-live-in-a-former-chemical-factory,
amarakaeri-against-hunt-oil,"Carreteras en Purús-Iñapari, Perú",carreteras-en-purus-inapari,
indigenous-peoples-land-for-rubber-plantations-cambodia,"Hoang Anh Gia Lai rubber plantation on indigenous land in Ratanakiri, Cambodia",hoang-anh-gia-lai-rubber-plantation-on-indigenous-land-in-ratanakiri-cambodia,
panchgaon-maharashtra," Baiga women’s mobilization to protect forests from Forest Department intervention in Pondi, India",baiga-womens-mobilization-in-community-governed-forests-in-central-india,
shells-adibawa-delivery-pipeline-pollutes-ikarama-community-nigeria,"Shell oil exploration and extraction, Nigeria",shell-nigeria,
toktogul-dam-kyrgyzistan,"Cotton production at Aral Sea, Uzbekistan and Turkmenistan",the-aral-sea-dried-due-to,
