UID,slug,name,id,description,category.slug,category.name,category.color,category.id,category.description,type2
crocodile-bay-resort-and-marina-golfo-dulce-costa-rica,wetlands-and-coastal-zone-management,Wetlands and coastal zone management,44.0,,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9.0,,
selaulim-dam-goa-india,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
selaulim-dam-goa-india,tailings-from-mines,Tailings from mines,6.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
selaulim-dam-goa-india,mineral-processing,Mineral processing,5.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
selaulim-dam-goa-india,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
bataan-nuclear-power-plant-in-morong-philippines,nuclear-power-plants,Nuclear power plants,2.0,,nuclear,Nuclear,#ff0,1.0,,
derrame-de-acido-sulfurico-de-grupo-mexico-en-el-mar-de-cortes,landfills-toxic-waste-treatment-uncontrolled-dump-sites,"Landfills, toxic waste treatment, uncontrolled dump sites",11.0,,waste-management,Waste Management,#77721c,3.0,,
derrame-de-acido-sulfurico-de-grupo-mexico-en-el-mar-de-cortes,pollution-related-to-transport-spills-dust-emissions,"Pollution related to transport (spills, dust, emissions)",40.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
derrame-de-acido-sulfurico-de-grupo-mexico-en-el-mar-de-cortes,mineral-processing,Mineral processing,5.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
proyecto-hidroelectrico-agua-zarca-honduras,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
proyecto-hidroelectrico-agua-zarca-honduras,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
proyecto-hidroelectrico-agua-zarca-honduras,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
proyecto-hidroelectrico-agua-zarca-honduras,redd-cdm,REDD/CDM,28.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
rio-tintos-bunder-diamond-mine-and-murder-scandal-in-madhya-pradesh-india,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
ibi-bateke-carbon-sink-plantation-drc,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
ibi-bateke-carbon-sink-plantation-drc,redd-cdm,REDD/CDM,28.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
estrazione-di-idrocarburi-ombrina-mare,wetlands-and-coastal-zone-management,Wetlands and coastal zone management,44.0,,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9.0,,
estrazione-di-idrocarburi-ombrina-mare,oil-and-gas-refining,Oil and gas refining,25.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
estrazione-di-idrocarburi-ombrina-mare,oil-and-gas-exploration-and-extraction,Oil and gas exploration and extraction,22.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
protest-against-gaoqiao-paraxylene-px-plant-relocating-in-jinshan-shanghai-china,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
korindo-clearing-forests-for-oil-palm-plantations-papua-indonesia,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
oil-palm-and-fires-in-riau-indonesia,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
oil-palm-and-fires-in-riau-indonesia,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
oil-palm-and-fires-in-riau-indonesia,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
international-minerals-corporation-imc-in-molleturo-ecuador,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
lihir-mine-papua-new-guinea,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
mineria-ilegal-jamundi-colombia,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
mineria-ilegal-jamundi-colombia,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
mineria-ilegal-jamundi-colombia,tailings-from-mines,Tailings from mines,6.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
media-campaigns-to-save-the-linda-potato-germany,intensive-food-production-monoculture-and-livestock,Intensive food production (monoculture and livestock),21.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
media-campaigns-to-save-the-linda-potato-germany,biopiracy-and-bio-prospection,Biopiracy and bio-prospection,45.0,,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9.0,,
red-sea-dead-sea-water-conveyance-project,interbasin-water-transfers-transboundary-water-conflicts,Interbasin water transfers/transboundary water conflicts,35.0,,water-management,Water Management,#00bdff,6.0,,
red-sea-dead-sea-water-conveyance-project,desalination,Desalination,34.0,,water-management,Water Management,#00bdff,6.0,,
red-sea-dead-sea-water-conveyance-project,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
sinti-people-settled-by-the-authorities-in-a-former-toxic-waste-dump-hamburg-germany,landfills-toxic-waste-treatment-uncontrolled-dump-sites,"Landfills, toxic waste treatment, uncontrolled dump sites",11.0,,waste-management,Waste Management,#77721c,3.0,,
sinti-people-settled-by-the-authorities-in-a-former-toxic-waste-dump-hamburg-germany,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
rice-plantations-in-the-marajo-island-para,intensive-food-production-monoculture-and-livestock,Intensive food production (monoculture and livestock),21.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
rice-plantations-in-the-marajo-island-para,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
rice-plantations-in-the-marajo-island-para,agro-toxics,Agro-toxics,16.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
rice-plantations-in-the-marajo-island-para,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
lumber-companies-threaten-extractive-communities-of-labrea-brazil,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
lumber-companies-threaten-extractive-communities-of-labrea-brazil,logging-and-non-timber-extraction,Logging and non timber extraction,14.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
perdida-de-manglar-tumaco-colombia,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
perdida-de-manglar-tumaco-colombia,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
perdida-de-manglar-tumaco-colombia,aquaculture-and-fisheries,Aquaculture and fisheries,20.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
inundacion-y-sus-consecuencias-el-caso-de-jurica-y-juriquilla,other,Other,53.0,,other,Other,#111,11.0,,
inundacion-y-sus-consecuencias-el-caso-de-jurica-y-juriquilla,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
pfas-pollution-by-3m-belgium,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
pfas-pollution-by-3m-belgium,landfills-toxic-waste-treatment-uncontrolled-dump-sites,"Landfills, toxic waste treatment, uncontrolled dump sites",11.0,,waste-management,Waste Management,#77721c,3.0,,
arsenic-poisoning-morinada-milk-japan,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
arsenic-poisoning-morinada-milk-japan,other,Other,53.0,,other,Other,#111,11.0,,
ngobe-bugle-against-mining-panama,tailings-from-mines,Tailings from mines,6.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
ngobe-bugle-against-mining-panama,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
ngobe-bugle-against-mining-panama,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
stone-crushing-machine-sylhet,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
tajik-aluminium-company-talco-and-its-impact-on-neighboorhood-districts-in-uzbekistan,mineral-processing,Mineral processing,5.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
tajik-aluminium-company-talco-and-its-impact-on-neighboorhood-districts-in-uzbekistan,metal-refineries,Metal refineries,48.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
tajik-aluminium-company-talco-and-its-impact-on-neighboorhood-districts-in-uzbekistan,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
crisis-ambiental-en-la-bahia-de-cienfuegos,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
crisis-ambiental-en-la-bahia-de-cienfuegos,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
crisis-ambiental-en-la-bahia-de-cienfuegos,pollution-related-to-transport-spills-dust-emissions,"Pollution related to transport (spills, dust, emissions)",40.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
crisis-ambiental-en-la-bahia-de-cienfuegos,wetlands-and-coastal-zone-management,Wetlands and coastal zone management,44.0,,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9.0,,
crisis-ambiental-en-la-bahia-de-cienfuegos,ports-and-airport-projects,Ports and airport projects,39.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
crisis-ambiental-en-la-bahia-de-cienfuegos,oil-and-gas-refining,Oil and gas refining,25.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
crisis-ambiental-en-la-bahia-de-cienfuegos,thermal-power-plants,Thermal power plants,32.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
koh-phangan-airport,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
koh-phangan-airport,ports-and-airport-projects,Ports and airport projects,39.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
koh-phangan-airport,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
urban-development-project-in-maro-malaga-spain,tourism-facilities-ski-resorts-hotels-marinas,"Tourism facilities (ski resorts, hotels, marinas)",42.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
urban-development-project-in-maro-malaga-spain,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
urban-development-project-in-maro-malaga-spain,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
san-mateo-de-huanchor-peru,mineral-processing,Mineral processing,5.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
san-mateo-de-huanchor-peru,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
san-mateo-de-huanchor-peru,tailings-from-mines,Tailings from mines,6.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
wastepicker-mobilization-against-incinerator-in-sao-bernardo-do-campo-sao-paulo-brazil,incinerators,Incinerators,10.0,,waste-management,Waste Management,#77721c,3.0,,
wastepicker-mobilization-against-incinerator-in-sao-bernardo-do-campo-sao-paulo-brazil,waste-privatisation-conflicts-waste-picker-access-to-waste,Waste privatisation conflicts / waste-picker access to waste,9.0,,waste-management,Waste Management,#77721c,3.0,,
wastepicker-mobilization-against-incinerator-in-sao-bernardo-do-campo-sao-paulo-brazil,landfills-toxic-waste-treatment-uncontrolled-dump-sites,"Landfills, toxic waste treatment, uncontrolled dump sites",11.0,,waste-management,Waste Management,#77721c,3.0,,
recognition-of-indigenous-lands-raposa-serra-do-sol-brazil,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
recognition-of-indigenous-lands-raposa-serra-do-sol-brazil,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
recognition-of-indigenous-lands-raposa-serra-do-sol-brazil,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
recognition-of-indigenous-lands-raposa-serra-do-sol-brazil,military-installations,Military installations,51.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
water-supply-project-in-laku-kasumigaura-ibaraki-japan,aquaculture-and-fisheries,Aquaculture and fisheries,20.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
water-supply-project-in-laku-kasumigaura-ibaraki-japan,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
water-supply-project-in-laku-kasumigaura-ibaraki-japan,interbasin-water-transfers-transboundary-water-conflicts,Interbasin water transfers/transboundary water conflicts,35.0,,water-management,Water Management,#00bdff,6.0,,
water-supply-project-in-laku-kasumigaura-ibaraki-japan,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
water-supply-project-in-laku-kasumigaura-ibaraki-japan,wetlands-and-coastal-zone-management,Wetlands and coastal zone management,44.0,,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9.0,,
water-supply-project-in-laku-kasumigaura-ibaraki-japan,invasive-species,Invasive species,46.0,,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9.0,,
water-supply-project-in-laku-kasumigaura-ibaraki-japan,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
right-to-fish-in-kamchatka-region,aquaculture-and-fisheries,Aquaculture and fisheries,20.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
djab-wurrung-sacred-tress-and-western-highway-expansion-victoria-australia,transport-infrastructure-networks-roads-railways-hydroways-canals-and-pipelines,"Transport infrastructure networks (roads, railways, hydroways, canals and pipelines)",38.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
djab-wurrung-sacred-tress-and-western-highway-expansion-victoria-australia,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
sinop-dam-mato-grosso-brazil,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
sinop-dam-mato-grosso-brazil,aquaculture-and-fisheries,Aquaculture and fisheries,20.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
sinop-dam-mato-grosso-brazil,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
sinop-dam-mato-grosso-brazil,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
sinop-dam-mato-grosso-brazil,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
privatisation-of-the-almoraima-cadiz-spain,tourism-facilities-ski-resorts-hotels-marinas,"Tourism facilities (ski resorts, hotels, marinas)",42.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
privatisation-of-the-almoraima-cadiz-spain,establishment-of-reserves-national-parks,Establishment of reserves/national parks,43.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
privatisation-of-the-almoraima-cadiz-spain,other,Other,53.0,,other,Other,#111,11.0,,
emelle-nations-largest-hazardous-waste-landfill-usa,landfills-toxic-waste-treatment-uncontrolled-dump-sites,"Landfills, toxic waste treatment, uncontrolled dump sites",11.0,,waste-management,Waste Management,#77721c,3.0,,
emelle-nations-largest-hazardous-waste-landfill-usa,pollution-related-to-transport-spills-dust-emissions,"Pollution related to transport (spills, dust, emissions)",40.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
2nd-coal-plant-in-sual,thermal-power-plants,Thermal power plants,32.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
salvem-salau-stop-mine-salau1,establishment-of-reserves-national-parks,Establishment of reserves/national parks,43.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
minicentral-tranquil-panguipulli-chile,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
deforestation-on-orang-asli-temiar-territory-in-the-balah-permanent-forest-reserve-gua-musang-malaysia,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
deforestation-on-orang-asli-temiar-territory-in-the-balah-permanent-forest-reserve-gua-musang-malaysia,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
deforestation-on-orang-asli-temiar-territory-in-the-balah-permanent-forest-reserve-gua-musang-malaysia,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
deforestation-on-orang-asli-temiar-territory-in-the-balah-permanent-forest-reserve-gua-musang-malaysia,logging-and-non-timber-extraction,Logging and non timber extraction,14.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
arcelormittals-iron-ore-mining-liberia,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
construction-of-hotels-and-operation-of-quarries-in-andarawewa-forest-reserve,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
construction-of-hotels-and-operation-of-quarries-in-andarawewa-forest-reserve,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
construction-of-hotels-and-operation-of-quarries-in-andarawewa-forest-reserve,tourism-facilities-ski-resorts-hotels-marinas,"Tourism facilities (ski resorts, hotels, marinas)",42.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
atlantico-sul-shipyard-pernambuco-brazil,transport-infrastructure-networks-roads-railways-hydroways-canals-and-pipelines,"Transport infrastructure networks (roads, railways, hydroways, canals and pipelines)",38.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
atlantico-sul-shipyard-pernambuco-brazil,ports-and-airport-projects,Ports and airport projects,39.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
atlantico-sul-shipyard-pernambuco-brazil,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
atlantico-sul-shipyard-pernambuco-brazil,pollution-related-to-transport-spills-dust-emissions,"Pollution related to transport (spills, dust, emissions)",40.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,shale-gas-fracking,Shale gas fracking,23.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
pt-tsg-conflict-sumatra-indonesia,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
pt-tsg-conflict-sumatra-indonesia,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,metal-refineries,Metal refineries,48.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
rechazo-a-la-extraccion-de-litio-en-las-tapias-cordoba,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
jingxin-pharmaceutical-factory,manufacturing-activities,Manufacturing activities,47.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
protest-against-oil-drilling-in-sochi-sochi-in-the-black-sea-russia,oil-and-gas-exploration-and-extraction,Oil and gas exploration and extraction,22.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
ruptured-pipeline-spews-crude-oil-nigeria,pollution-related-to-transport-spills-dust-emissions,"Pollution related to transport (spills, dust, emissions)",40.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
ruptured-pipeline-spews-crude-oil-nigeria,oil-and-gas-exploration-and-extraction,Oil and gas exploration and extraction,22.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
the-highway-orte-mestre-a-project-with-high-environmental-impact,transport-infrastructure-networks-roads-railways-hydroways-canals-and-pipelines,"Transport infrastructure networks (roads, railways, hydroways, canals and pipelines)",38.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
the-highway-orte-mestre-a-project-with-high-environmental-impact,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
the-highway-orte-mestre-a-project-with-high-environmental-impact,pollution-related-to-transport-spills-dust-emissions,"Pollution related to transport (spills, dust, emissions)",40.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
the-highway-orte-mestre-a-project-with-high-environmental-impact,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
tintaya-espinar-peru,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
tintaya-espinar-peru,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
tintaya-espinar-peru,tailings-from-mines,Tailings from mines,6.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
greenlink-nevada-transmission-project,other,Other,53.0,,other,Other,#111,11.0,,
